"","Code","Variable","Year","Value"
"14110","28131480","Volume (Number of items)","2011",496946
"14111","28131480","Volume (Number of items)","2012",502835
"14112","28131480","Volume (Number of items)","2013",210779
"14113","28131480","Volume (Number of items)","2014",243036
"14114","28131480","Volume (Number of items)","2015",238538
"14115","28131480","Volume (Number of items)","2016",163142
"14116","28131480","Volume (Number of items)","2017",240043
"14117","28131480","Volume (Number of items)","2018",262430
"14118","28131480","Volume (Number of items)","2019",306155
"14119","28131480","Volume (Number of items)","2020",141006
"14120","28131480","£ per Number of items","2009",23.23
"14121","28131480","£ per Number of items","2010",16.79
"14122","28131480","£ per Number of items","2011",30.57
"14123","28131480","£ per Number of items","2012",34.59
"14124","28131480","£ per Number of items","2013",70.44
"14125","28131480","£ per Number of items","2014",58.74
"14126","28131480","£ per Number of items","2015",68.29
"14127","28131480","£ per Number of items","2016",38.3
"14128","28131480","£ per Number of items","2017",33.96
"14129","28131480","£ per Number of items","2018",33.66
"14130","28131480","£ per Number of items","2019",36.8
"14131","28131480","£ per Number of items","2020",88
"14132","28132170","Value £000's","2009",136078
"14133","28132170","Value £000's","2010",182228
"14134","28132170","Value £000's","2011",62858
"14135","28132170","Value £000's","2012",37399
"14136","28132170","Value £000's","2013",33295
"14137","28132170","Value £000's","2014",26359
"14138","28132170","Value £000's","2015",39047
"14139","28132170","Volume (Number of items)","2009",1658825
"14140","28132170","Volume (Number of items)","2011",116933
"14141","28132170","Volume (Number of items)","2012",61057
"14142","28132170","Volume (Number of items)","2013",226404
"14143","28132170","Volume (Number of items)","2014",237797
"14144","28132170","Volume (Number of items)","2015",191936
"14145","28132170","Volume (Number of items)","2016",294614
"14146","28132170","Volume (Number of items)","2017",369194
"14147","28132170","Volume (Number of items)","2019",429558
"14148","28132170","£ per Number of items","2009",82.03
"14149","28132170","£ per Number of items","2011",537.55
"14150","28132170","£ per Number of items","2012",612.53
"14151","28132170","£ per Number of items","2013",147.06
"14152","28132170","£ per Number of items","2014",110.85
"14153","28132170","£ per Number of items","2015",203.44
"14154","28132190","Value £000's","2008",9000
"14155","28132190","Value £000's","2009",12558
"14156","28132190","Value £000's","2010",16209
"14157","28132190","Value £000's","2011",16666
"14158","28132190","Value £000's","2012",23691
"14159","28132190","Value £000's","2013",20148
"14160","28132190","Value £000's","2014",29454
"14161","28132190","Value £000's","2015",18267
"14162","28132190","Volume (Number of items)","2009",6051
"14163","28132190","Volume (Number of items)","2010",8291
"14164","28132190","Volume (Number of items)","2011",1514
"14165","28132190","Volume (Number of items)","2012",2018
"14166","28132190","Volume (Number of items)","2013",2706
"14167","28132190","Volume (Number of items)","2014",3310
"14168","28132190","Volume (Number of items)","2015",4255
"14169","28132190","Volume (Number of items)","2016",21559
"14170","28132190","£ per Number of items","2009",2075.37
"14171","28132190","£ per Number of items","2010",1955.12
"14172","28132190","£ per Number of items","2011",11005.31
"14173","28132190","£ per Number of items","2012",11742.67
"14174","28132190","£ per Number of items","2013",7444.36
"14175","28132190","£ per Number of items","2014",8899.37
"14176","28132190","£ per Number of items","2015",4293.07
"14177","28132200","Value £000's","2008",1939
"14178","28132200","Value £000's","2009",1660
"14179","28132200","Value £000's","2010",1810
"14180","28132200","Value £000's","2011",2030
"14181","28132200","Value £000's","2013",2585
"14182","28132200","Value £000's","2015",2371
"14183","28132200","Value £000's","2020",3164
"14184","28132300","Value £000's","2008",49569
"14185","28132300","Value £000's","2009",39491
"14186","28132300","Value £000's","2010",41961
"14187","28132300","Value £000's","2011",44119
"14188","28132300","Value £000's","2012",42223
"14189","28132300","Value £000's","2013",45260
"14190","28132300","Value £000's","2014",38586
"14191","28132300","Value £000's","2015",41146
"14192","28132300","Value £000's","2020",64051
"14193","28132300","Volume (Number of items)","2008",351829
"14194","28132300","Volume (Number of items)","2009",261376
"14195","28132300","Volume (Number of items)","2010",264016
"14196","28132300","Volume (Number of items)","2011",255242
"14197","28132300","Volume (Number of items)","2012",241449
"14198","28132300","Volume (Number of items)","2013",250526
"14199","28132300","Volume (Number of items)","2014",229746
"14200","28132300","Volume (Number of items)","2015",243005
"14201","28132300","Volume (Number of items)","2020",332377
"14202","28132300","£ per Number of items","2008",140.89
"14203","28132300","£ per Number of items","2009",151.09
"14204","28132300","£ per Number of items","2010",158.93
"14205","28132300","£ per Number of items","2011",172.85
"14206","28132300","£ per Number of items","2012",174.87
"14207","28132300","£ per Number of items","2013",180.66
"14208","28132300","£ per Number of items","2014",167.95
"14209","28132300","£ per Number of items","2015",169.32
"14210","28132300","£ per Number of items","2020",192.7
"14211","28132400","Value £000's","2011",631
"14212","28132400","Value £000's","2012",31
"14213","28132400","Value £000's","2013",167
"14214","28132400","Value £000's","2014",502
"14215","28132400","Value £000's","2015",602
"14216","28132400","Value £000's","2016",473
"14217","28132400","Value £000's","2017",875
"14218","28132400","Value £000's","2018",1131
"14219","28132400","Value £000's","2020",298
"14220","28132400","Volume (Number of items)","2011",19
"14221","28132400","Volume (Number of items)","2012",1
"14222","28132400","Volume (Number of items)","2013",5
"14223","28132400","Volume (Number of items)","2014",16
"14224","28132400","Volume (Number of items)","2015",20
"14225","28132400","Volume (Number of items)","2016",21
"14226","28132400","Volume (Number of items)","2017",55
"14227","28132400","Volume (Number of items)","2018",45
"14228","28132400","Volume (Number of items)","2020",10
"14229","28132400","£ per Number of items","2011",32555.56
"14230","28132400","£ per Number of items","2012",30000
"14231","28132400","£ per Number of items","2013",33400
"14232","28132400","£ per Number of items","2014",30769.23
"14233","28132400","£ per Number of items","2015",30588.24
"14234","28132400","£ per Number of items","2016",22105.26
"14235","28132400","£ per Number of items","2017",15920
"14236","28132400","£ per Number of items","2018",25317.07
"14237","28132400","£ per Number of items","2020",29500
"14238","28132530","Value £000's","2009",107239
"14239","28132530","Value £000's","2016",142619
"14240","28132530","Volume (Number of items)","2009",278370
"14241","28132530","Volume (Number of items)","2016",247187
"14242","28132530","£ per Number of items","2009",385.24
"14243","28132530","£ per Number of items","2016",576.97
"14244","28132550","Value £000's","2008",96142
"14245","28132550","Value £000's","2009",205960
"14246","28132550","Value £000's","2015",0
"14247","28132550","Value £000's","2016",0
"14248","28132550","Value £000's","2017",0
"14249","28132550","Value £000's","2018",0
"14250","28132550","Value £000's","2019",0
"14251","28132550","Value £000's","2020",0
"14252","28132550","Volume (Number of items)","2008",10
"14253","28132550","Volume (Number of items)","2015",0
"14254","28132550","Volume (Number of items)","2016",0
"14255","28132550","Volume (Number of items)","2017",0
"14256","28132550","Volume (Number of items)","2018",0
"14257","28132550","Volume (Number of items)","2019",0
"14258","28132550","Volume (Number of items)","2020",0
"14259","28132550","£ per Number of items","2008",9614200
"14260","28132630","Value £000's","2008",944
"14261","28132630","Value £000's","2009",628
"14262","28132630","Value £000's","2010",393
"14263","28132630","Value £000's","2011",1296
"14264","28132630","Value £000's","2012",1253
"14265","28132630","Value £000's","2014",1811
"14266","28132630","Value £000's","2015",1589
"14267","28132630","Value £000's","2016",1232
"14268","28132630","Value £000's","2017",1798
"14269","28132630","Value £000's","2018",3919
"14270","28132630","Value £000's","2019",16659
"14271","28132630","Value £000's","2020",18536
"14272","28132630","Volume (Number of items)","2011",5668
"14273","28132630","Volume (Number of items)","2012",6580
"14274","28132630","Volume (Number of items)","2016",10537
"14275","28132630","Volume (Number of items)","2019",16535
"14276","28132630","Volume (Number of items)","2020",15106
"14277","28132630","£ per Number of items","2011",228.63
"14278","28132630","£ per Number of items","2012",190.44
"14279","28132630","£ per Number of items","2016",116.94
"14280","28132630","£ per Number of items","2019",1007.51
"14281","28132630","£ per Number of items","2020",1227.1
"14282","28132650","Value £000's","2008",0
"14283","28132650","Value £000's","2009",0
"14284","28132650","Value £000's","2010",0
"14285","28132650","Value £000's","2011",0
"14286","28132650","Value £000's","2012",0
"14287","28132650","Value £000's","2013",0
"14288","28132650","Value £000's","2014",0
"14289","28132650","Value £000's","2015",0
"14290","28132650","Value £000's","2016",0
"14291","28132650","Value £000's","2017",0
"14292","28132650","Value £000's","2018",0
"14293","28132650","Value £000's","2019",0
"14294","28132650","Value £000's","2020",0
"14295","28132650","Volume (Number of items)","2008",0
"14296","28132650","Volume (Number of items)","2009",0
"14297","28132650","Volume (Number of items)","2010",0
"14298","28132650","Volume (Number of items)","2011",0
"14299","28132650","Volume (Number of items)","2012",0
"14300","28132650","Volume (Number of items)","2013",0
"14301","28132650","Volume (Number of items)","2014",0
"14302","28132650","Volume (Number of items)","2015",0
"14303","28132650","Volume (Number of items)","2016",0
"14304","28132650","Volume (Number of items)","2017",0
"14305","28132650","Volume (Number of items)","2018",0
"14306","28132650","Volume (Number of items)","2019",0
"14307","28132650","Volume (Number of items)","2020",0
"14308","28132670","Value £000's","2009",28335
"14309","28132670","Value £000's","2010",49149
"14310","28132670","Value £000's","2011",67120
"14311","28132670","Value £000's","2012",41420
"14312","28132670","Value £000's","2014",40890
"14313","28132670","Value £000's","2016",33813
"14314","28132670","Value £000's","2017",27667
"14315","28132670","Value £000's","2018",30263
"14316","28132670","Volume (Number of items)","2009",2743
"14317","28132670","Volume (Number of items)","2010",8565
"14318","28132670","Volume (Number of items)","2014",7383
"14319","28132670","Volume (Number of items)","2016",3309
"14320","28132670","Volume (Number of items)","2017",2716
"14321","28132670","Volume (Number of items)","2018",2971
"14322","28132670","£ per Number of items","2009",10330.93
"14323","28132670","£ per Number of items","2010",5738.21
"14324","28132670","£ per Number of items","2014",5538.4
"14325","28132670","£ per Number of items","2016",10217.89
"14326","28132670","£ per Number of items","2017",10187.87
"14327","28132670","£ per Number of items","2018",10186.28
"14328","28132690","Value £000's","2008",12122
"14329","28132690","Value £000's","2009",19438
"14330","28132690","Value £000's","2010",20200
"14331","28132690","Value £000's","2011",15283
"14332","28132690","Value £000's","2012",8581
"14333","28132690","Value £000's","2013",7760
"14334","28132690","Value £000's","2015",2769
"14335","28132690","Value £000's","2018",3053
"14336","28132690","Value £000's","2019",2606
"14337","28132690","Volume (Number of items)","2011",114
"14338","28132690","Volume (Number of items)","2012",156
"14339","28132690","Volume (Number of items)","2015",62
"14340","28132690","Volume (Number of items)","2018",95
"14341","28132690","Volume (Number of items)","2019",90
"14342","28132690","£ per Number of items","2011",134589.29
"14343","28132690","£ per Number of items","2012",55173.33
"14344","28132690","£ per Number of items","2015",44661.29
"14345","28132690","£ per Number of items","2018",32166.67
"14346","28132690","£ per Number of items","2019",28942.53
"14347","28132730","Value £000's","2009",8991
"14348","28132730","Value £000's","2011",955
"14349","28132730","Value £000's","2012",660
"14350","28132730","Value £000's","2017",1529
"14351","28132730","Value £000's","2018",1981
"14352","28132730","Value £000's","2019",3145
"14353","28132730","Value £000's","2020",4121
"14354","28132730","Volume (Number of items)","2011",586
"14355","28132730","Volume (Number of items)","2012",455
"14356","28132730","Volume (Number of items)","2018",476
"14357","28132730","£ per Number of items","2011",1631.22
"14358","28132730","£ per Number of items","2012",1451.54
"14359","28132730","£ per Number of items","2018",4158.12
"14360","28132753","Value £000's","2008",40242
"14361","28132753","Value £000's","2009",27863
"14362","28132753","Value £000's","2010",41590
"14363","28132753","Value £000's","2011",60400
"14364","28132753","Value £000's","2012",70375
"14365","28132753","Value £000's","2013",73055
"14366","28132753","Value £000's","2014",72627
"14367","28132753","Value £000's","2015",82361
"14368","28132753","Value £000's","2016",82349
"14369","28132753","Value £000's","2018",53415
"14370","28132753","Value £000's","2020",73971
"14371","28132753","Volume (Number of items)","2008",4235
"14372","28132753","Volume (Number of items)","2013",1082
"14373","28132753","Volume (Number of items)","2015",959
"14374","28132753","Volume (Number of items)","2016",1151
"14375","28132753","Volume (Number of items)","2017",85
"14376","28132753","Volume (Number of items)","2018",34
"14377","28132753","Volume (Number of items)","2019",31
"14378","28132753","Volume (Number of items)","2020",45
"14379","28132753","£ per Number of items","2008",9501.69
"14380","28132753","£ per Number of items","2013",67505.59
"14381","28132753","£ per Number of items","2015",85882.17
"14382","28132753","£ per Number of items","2016",71520.32
"14383","28132753","£ per Number of items","2018",1588636.36
"14384","28132753","£ per Number of items","2020",1638400
"14385","28132755","Value £000's","2008",5763
"14386","28132755","Value £000's","2009",5253
"14387","28132755","Value £000's","2010",5003
"14388","28132755","Value £000's","2013",5615
"14389","28132755","Value £000's","2014",6787
"14390","28132755","Value £000's","2015",6016
"14391","28132755","Value £000's","2016",6067
"14392","28132755","Volume (Number of items)","2008",756
"14393","28132755","Volume (Number of items)","2009",540
"14394","28132755","Volume (Number of items)","2013",607
"14395","28132755","Volume (Number of items)","2014",681
"14396","28132755","Volume (Number of items)","2015",618
"14397","28132755","Volume (Number of items)","2016",577
"14398","28132755","£ per Number of items","2008",7617.87
"14399","28132755","£ per Number of items","2009",9726.42
"14400","28132755","£ per Number of items","2013",9253.26
"14401","28132755","£ per Number of items","2014",9971.83
"14402","28132755","£ per Number of items","2015",9731.4
"14403","28132755","£ per Number of items","2016",10518.1
"14404","28132800","Value £000's","2008",51439
"14405","28132800","Value £000's","2009",100523
"14406","28132800","Value £000's","2010",21366
"14407","28132800","Value £000's","2011",27307
"14408","28132800","Value £000's","2012",27427
"14409","28132800","Value £000's","2013",21367
"14410","28132800","Value £000's","2014",17104
"14411","28132800","Value £000's","2015",21275
"14412","28132800","Value £000's","2016",16921
"14413","28132800","Value £000's","2017",21515
"14414","28132800","Value £000's","2018",23771
"14415","28132800","Value £000's","2019",15064
"14416","28132800","Value £000's","2020",12839
"14417","28132800","Volume (Number of items)","2008",3644
"14418","28132800","Volume (Number of items)","2009",3366
"14419","28132800","Volume (Number of items)","2010",16287
"14420","28132800","Volume (Number of items)","2011",29638
"14421","28132800","Volume (Number of items)","2012",31589
"14422","28132800","Volume (Number of items)","2013",22512
"14423","28132800","Volume (Number of items)","2014",17902
"14424","28132800","Volume (Number of items)","2015",24289
"14425","28132800","Volume (Number of items)","2016",20327
"14426","28132800","Volume (Number of items)","2017",21827
"14427","28132800","Volume (Number of items)","2018",25186
"14428","28132800","Volume (Number of items)","2019",18256
"14429","28132800","Volume (Number of items)","2020",17452
"14430","28132800","£ per Number of items","2008",14115.16
"14431","28132800","£ per Number of items","2009",29862.57
"14432","28132800","£ per Number of items","2010",1311.84
"14433","28132800","£ per Number of items","2011",921.36
"14434","28132800","£ per Number of items","2012",868.24
"14435","28132800","£ per Number of items","2013",949.12
"14436","28132800","£ per Number of items","2014",955.43
"14437","28132800","£ per Number of items","2015",875.91
"14438","28132800","£ per Number of items","2016",832.42
"14439","28132800","£ per Number of items","2017",985.69
"14440","28132800","£ per Number of items","2018",943.82
"14441","28132800","£ per Number of items","2019",825.13
"14442","28132800","£ per Number of items","2020",735.67
"14443","28133100","Value £000's","2008",290821
"14444","28133100","Value £000's","2009",181060
"14445","28133100","Value £000's","2010",273869
"14446","28133100","Value £000's","2011",328343
"14447","28133100","Value £000's","2012",371652
"14448","28133100","Value £000's","2013",340351
"14449","28133100","Value £000's","2014",290974
"14450","28133100","Value £000's","2015",258231
"14451","28133100","Value £000's","2016",266436
"14452","28133100","Value £000's","2017",248042
"14453","28133100","Value £000's","2018",235304
"14454","28133100","Value £000's","2019",271613
"14455","28133100","Value £000's","2020",258153
"14456","28133200","Value £000's","2008",266377
"14457","28133200","Value £000's","2009",197710
"14458","28133200","Value £000's","2010",229572
"14459","28133200","Value £000's","2011",215510
"14460","28133200","Value £000's","2012",211961
"14461","28133200","Value £000's","2013",277687
"14462","28133200","Value £000's","2014",265326
"14463","28133200","Value £000's","2015",251234
"14464","28133200","Value £000's","2016",245043
"14465","28133200","Value £000's","2017",247533
"14466","28133200","Value £000's","2018",272019
"14467","28133200","Value £000's","2019",257508
"14468","28133200","Value £000's","2020",253561
"14469","2814","UK manufacturer sales of individual products listed in this product group","2008",1106170
"14470","2814","UK manufacturer sales of individual products listed in this product group","2009",1021714
"14471","2814","UK manufacturer sales of individual products listed in this product group","2010",1045289
"14472","2814","UK manufacturer sales of individual products listed in this product group","2011",1269337
"14473","2814","UK manufacturer sales of individual products listed in this product group","2012",1366467
"14474","2814","UK manufacturer sales of individual products listed in this product group","2013",1685069
"14475","2814","UK manufacturer sales of individual products listed in this product group","2014",2371700
"14476","2814","UK manufacturer sales of individual products listed in this product group","2015",1776122
"14477","2814","UK manufacturer sales of individual products listed in this product group","2016",1725650
"14478","2814","UK manufacturer sales of individual products listed in this product group","2017",1742594
"14479","2814","UK manufacturer sales of individual products listed in this product group","2018",1668767
"14480","2814","UK manufacturer sales of individual products listed in this product group","2019",1824530
"14481","2814","UK manufacturer sales of individual products listed in this product group","2020",1657216
"14482","2814","All other income","2008",45528
"14483","2814","All other income","2009",33436
"14484","2814","All other income","2010",57642
"14485","2814","All other income","2011",34100
"14486","2814","All other income","2012",33405
"14487","2814","All other income","2013",44288
"14488","2814","All other income","2014",43570
"14489","2814","All other income","2015",49992
"14490","2814","All other income","2016",21798
"14491","2814","All other income","2017",54737
"14492","2814","All other income","2018",94274
"14493","2814","All other income","2019",55717
"14494","2814","All other income","2020",49619
"14495","2814","Total UK manufacturer sales of products in this product group","2008",1151698
"14496","2814","Total UK manufacturer sales of products in this product group","2009",1055151
"14497","2814","Total UK manufacturer sales of products in this product group","2010",1102931
"14498","2814","Total UK manufacturer sales of products in this product group","2011",1303437
"14499","2814","Total UK manufacturer sales of products in this product group","2012",1399872
"14500","2814","Total UK manufacturer sales of products in this product group","2013",1729357
"14501","2814","Total UK manufacturer sales of products in this product group","2014",2415269
"14502","2814","Total UK manufacturer sales of products in this product group","2015",1826114
"14503","2814","Total UK manufacturer sales of products in this product group","2016",1747448
"14504","2814","Total UK manufacturer sales of products in this product group","2017",1797331
"14505","2814","Total UK manufacturer sales of products in this product group","2018",1763041
"14506","2814","Total UK manufacturer sales of products in this product group","2019",1880247
"14507","2814","Total UK manufacturer sales of products in this product group","2020",1706835
"14508","2814","Merchanted goods","2008",143710
"14509","2814","Merchanted goods","2009",93653
"14510","2814","Merchanted goods","2010",75540
"14511","2814","Merchanted goods","2011",86256
"14512","2814","Merchanted goods","2012",75658
"14513","2814","Merchanted goods","2013",113375
"14514","2814","Merchanted goods","2014",59622
"14515","2814","Merchanted goods","2015",90752
"14516","2814","Merchanted goods","2016",82647
"14517","2814","Merchanted goods","2017",95782
"14518","2814","Merchanted goods","2018",110531
"14519","2814","Merchanted goods","2019",105024
"14520","2814","Merchanted goods","2020",103435
"14521","2814","Work done","2008",14246
"14522","2814","Work done","2009",9378
"14523","2814","Work done","2010",6422
"14524","2814","Work done","2012",29622
"14525","2814","Work done","2013",23834
"14526","2814","Work done","2014",24486
"14527","2814","Work done","2015",45263
"14528","2814","Work done","2016",53289
"14529","2814","Work done","2017",21334
"14530","2814","Work done","2018",161200
"14531","2814","Work done","2019",142128
"14532","2814","Work done","2020",118818
"14533","2814","Waste products","2008",3879
"14534","2814","Waste products","2009",2837
"14535","2814","Waste products","2010",2088
"14536","2814","Waste products","2012",3975
"14537","2814","Waste products","2013",4667
"14538","2814","Waste products","2014",3765
"14539","2814","Waste products","2015",4604
"14540","2814","Waste products","2016",2655
"14541","2814","Waste products","2017",3142
"14542","2814","Waste products","2018",4333
"14543","2814","Waste products","2019",3491
"14544","2814","Waste products","2020",2415
"14545","2814","Non production income","2008",28785
"14546","2814","Non production income","2009",25653
"14547","2814","Non production income","2010",19390
"14548","2814","Non production income","2011",23391
"14549","2814","Non production income","2012",28009
"14550","2814","Non production income","2013",26212
"14551","2814","Non production income","2014",28423
"14552","2814","Non production income","2015",25879
"14553","2814","Non production income","2016",26006
"14554","2814","Non production income","2017",28083
"14555","2814","Non production income","2018",35739
"14556","2814","Non production income","2019",96268
"14557","2814","Non production income","2020",99706
"14558","2814","Net carry in/carry out","2008",42630
"14559","2814","Net carry in/carry out","2009",29690
"14560","2814","Net carry in/carry out","2010",NA
"14561","2814","Net carry in/carry out","2011",NA
"14562","2814","Net carry in/carry out","2012",NA
"14563","2814","Net carry in/carry out","2013",NA
"14564","2814","Net carry in/carry out","2014",NA
"14565","2814","Net carry in/carry out","2015",NA
"14566","2814","Net carry in/carry out","2016",NA
"14567","2814","Net carry in/carry out","2017",NA
"14568","2814","Net carry in/carry out","2018",NA
"14569","2814","Net carry in/carry out","2019",NA
"14570","2814","Net carry in/carry out","2020",NA
"14571","2814","Total turnover of businesses classified to this industry","2008",1384949
"14572","2814","Total turnover of businesses classified to this industry","2009",1216363
"14573","2814","Total turnover of businesses classified to this industry","2010",1016085
"14574","2814","Total turnover of businesses classified to this industry","2011",1320751
"14575","2814","Total turnover of businesses classified to this industry","2012",1450937
"14576","2814","Total turnover of businesses classified to this industry","2013",1436282
"14577","2814","Total turnover of businesses classified to this industry","2014",1409251
"14578","2814","Total turnover of businesses classified to this industry","2015",1338274
"14579","2814","Total turnover of businesses classified to this industry","2016",1251588
"14580","2814","Total turnover of businesses classified to this industry","2017",1283716
"14581","2814","Total turnover of businesses classified to this industry","2018",1483059
"14582","2814","Total turnover of businesses classified to this industry","2019",1793517
"14583","2814","Total turnover of businesses classified to this industry","2020",1283917
"14584","28141120","Value £000's","2008",79446
"14585","28141120","Value £000's","2009",41798
"14586","28141120","Value £000's","2010",39951
"14587","28141120","Value £000's","2011",55778
"14588","28141120","Value £000's","2012",77345
"14589","28141120","Value £000's","2013",76791
"14590","28141120","Value £000's","2014",78277
"14591","28141120","Value £000's","2015",76165
"14592","28141120","Value £000's","2016",70161
"14593","28141120","Value £000's","2017",58579
"14594","28141120","Value £000's","2018",48349
"14595","28141120","Value £000's","2019",48027
"14596","28141120","Value £000's","2020",60086
"14597","28141120","Volume (Kilogram)","2009",2388771
"14598","28141120","Volume (Kilogram)","2010",2167011
"14599","28141120","Volume (Kilogram)","2011",4040417
"14600","28141120","Volume (Kilogram)","2012",5143299
"14601","28141120","Volume (Kilogram)","2013",6892086
"14602","28141120","Volume (Kilogram)","2014",6087212
"14603","28141120","Volume (Kilogram)","2015",6456941
"14604","28141120","Volume (Kilogram)","2016",5170191
"14605","28141120","Volume (Kilogram)","2017",5936881
"14606","28141120","Volume (Kilogram)","2018",3496104
"14607","28141120","Volume (Kilogram)","2019",3492229
"14608","28141120","Volume (Kilogram)","2020",4211382
"14609","28141120","£ per Kilogram","2009",17.5
"14610","28141120","£ per Kilogram","2010",18.44
"14611","28141120","£ per Kilogram","2011",13.81
"14612","28141120","£ per Kilogram","2012",15.04
"14613","28141120","£ per Kilogram","2013",11.14
"14614","28141120","£ per Kilogram","2014",12.86
"14615","28141120","£ per Kilogram","2015",11.8
"14616","28141120","£ per Kilogram","2016",13.57
"14617","28141120","£ per Kilogram","2017",9.87
"14618","28141120","£ per Kilogram","2018",13.83
"14619","28141120","£ per Kilogram","2019",13.75
"14620","28141120","£ per Kilogram","2020",14.27
"14621","28141140","Value £000's","2008",16863
"14622","28141140","Value £000's","2009",15254
"14623","28141140","Value £000's","2010",14675
"14624","28141140","Value £000's","2011",14793
"14625","28141140","Value £000's","2012",16581
"14626","28141140","Value £000's","2013",26792
"14627","28141140","Value £000's","2014",24560
"14628","28141140","Value £000's","2015",20381
"14629","28141140","Value £000's","2016",17060
"14630","28141140","Value £000's","2017",22703
"14631","28141140","Value £000's","2018",18898
"14632","28141140","Value £000's","2019",24834
"14633","28141140","Value £000's","2020",11947
"14634","28141140","Volume (Kilogram)","2009",1886815
"14635","28141140","Volume (Kilogram)","2010",1708194
"14636","28141140","Volume (Kilogram)","2011",1681655
"14637","28141140","Volume (Kilogram)","2012",1865832
"14638","28141140","Volume (Kilogram)","2013",3124853
"14639","28141140","Volume (Kilogram)","2014",2643406
"14640","28141140","Volume (Kilogram)","2015",2224425
"14641","28141140","Volume (Kilogram)","2016",1828572
"14642","28141140","Volume (Kilogram)","2017",2499659
"14643","28141140","Volume (Kilogram)","2018",2057664
"14644","28141140","Volume (Kilogram)","2019",2737085
"14645","28141140","Volume (Kilogram)","2020",1278785
"14646","28141140","£ per Kilogram","2009",8.08
"14647","28141140","£ per Kilogram","2010",8.59
"14648","28141140","£ per Kilogram","2011",8.8
"14649","28141140","£ per Kilogram","2012",8.89
"14650","28141140","£ per Kilogram","2013",8.57
"14651","28141140","£ per Kilogram","2014",9.29
"14652","28141140","£ per Kilogram","2015",9.16
"14653","28141140","£ per Kilogram","2016",9.33
"14654","28141140","£ per Kilogram","2017",9.08
"14655","28141140","£ per Kilogram","2018",9.18
"14656","28141140","£ per Kilogram","2019",9.07
"14657","28141140","£ per Kilogram","2020",9.34
"14658","28141160","Value £000's","2008",60288
"14659","28141160","Value £000's","2009",52059
"14660","28141160","Value £000's","2010",53104
"14661","28141160","Value £000's","2011",62063
"14662","28141160","Value £000's","2012",91548
"14663","28141160","Value £000's","2013",92963
"14664","28141160","Value £000's","2014",92297
"14665","28141160","Value £000's","2015",78381
"14666","28141160","Value £000's","2016",95689
"14667","28141160","Value £000's","2017",73375
"14668","28141160","Value £000's","2018",57421
"14669","28141160","Value £000's","2019",71190
"14670","28141160","Value £000's","2020",55808
"14671","28141160","Volume (Kilogram)","2008",2002581
"14672","28141160","Volume (Kilogram)","2009",1710146
"14673","28141160","Volume (Kilogram)","2011",2671410
"14674","28141160","Volume (Kilogram)","2012",3378456
"14675","28141160","Volume (Kilogram)","2013",3073521
"14676","28141160","Volume (Kilogram)","2014",3397355
"14677","28141160","Volume (Kilogram)","2015",2853954
"14678","28141160","Volume (Kilogram)","2016",2838088
"14679","28141160","Volume (Kilogram)","2017",2268532
"14680","28141160","Volume (Kilogram)","2018",1679683
"14681","28141160","Volume (Kilogram)","2019",2036138
"14682","28141160","Volume (Kilogram)","2020",1654231
"14683","28141160","£ per Kilogram","2008",30.11
"14684","28141160","£ per Kilogram","2009",30.44
"14685","28141160","£ per Kilogram","2011",23.23
"14686","28141160","£ per Kilogram","2012",27.1
"14687","28141160","£ per Kilogram","2013",30.25
"14688","28141160","£ per Kilogram","2014",27.17
"14689","28141160","£ per Kilogram","2015",27.46
"14690","28141160","£ per Kilogram","2016",33.72
"14691","28141160","£ per Kilogram","2017",32.34
"14692","28141160","£ per Kilogram","2018",34.19
"14693","28141160","£ per Kilogram","2019",34.96
"14694","28141160","£ per Kilogram","2020",33.74
"14695","28141170","Value £000's","2009",0
"14696","28141170","Value £000's","2010",0
"14697","28141170","Value £000's","2011",0
"14698","28141170","Value £000's","2012",0
"14699","28141170","Value £000's","2013",0
"14700","28141170","Value £000's","2014",0
"14701","28141170","Value £000's","2015",0
"14702","28141170","Value £000's","2016",0
"14703","28141170","Value £000's","2017",0
"14704","28141170","Value £000's","2018",0
"14705","28141170","Value £000's","2019",0
"14706","28141170","Volume (Kilogram)","2009",0
"14707","28141170","Volume (Kilogram)","2010",0
"14708","28141170","Volume (Kilogram)","2011",0
"14709","28141170","Volume (Kilogram)","2012",0
"14710","28141170","Volume (Kilogram)","2013",0
"14711","28141170","Volume (Kilogram)","2014",0
"14712","28141170","Volume (Kilogram)","2015",0
"14713","28141170","Volume (Kilogram)","2016",0
"14714","28141170","Volume (Kilogram)","2017",0
"14715","28141170","Volume (Kilogram)","2018",0
"14716","28141170","Volume (Kilogram)","2019",0
"14717","28141180","Value £000's","2009",86900
"14718","28141180","Value £000's","2010",76242
"14719","28141180","Value £000's","2011",94632
"14720","28141180","Value £000's","2012",96700
"14721","28141180","Value £000's","2013",102773
"14722","28141180","Value £000's","2014",102195
"14723","28141180","Value £000's","2015",83398
"14724","28141180","Value £000's","2016",81432
"14725","28141180","Value £000's","2017",90923
"14726","28141180","Value £000's","2018",83253
"14727","28141180","Value £000's","2019",95997
"14728","28141180","Value £000's","2020",99838
"14729","28141180","Volume (Kilogram)","2009",6571804
"14730","28141180","Volume (Kilogram)","2011",6760907
"14731","28141180","Volume (Kilogram)","2012",6874888
"14732","28141180","Volume (Kilogram)","2013",7245356
"14733","28141180","Volume (Kilogram)","2014",6374800
