"","model","year","component","product","material","value"
"1106","Dell Latitude 14.1"" D610 ","2005","Heat sink","Laptop","Steel",0.4
"1107","Dell Latitude 14.1"" D610 ","2005","Heat sink","Laptop","PCB",6.2
"1108","Dell Latitude 14.1"" D610 ","2005","Heat sink","Laptop","Others",0.3
"1109","Dell Latitude 14.1"" D610 ","2005","Keyboard","Laptop","Aluminum",77.6
"1110","Dell Latitude 14.1"" D610 ","2005","Keyboard","Laptop","Steel",2.1
"1111","Dell Latitude 14.1"" D610 ","2005","Keyboard","Laptop","Plastic",37
"1112","Dell Latitude 14.1"" D610 ","2005","Keyboard","Laptop","Others",17.1
"1113","Dell Latitude 14.1"" D610 ","2005","Motherboard","Laptop","Copper",2.6
"1114","Dell Latitude 14.1"" D610 ","2005","Motherboard","Laptop","Steel",14.8
"1115","Dell Latitude 14.1"" D610 ","2005","Motherboard","Laptop","Plastic",109
"1116","Dell Latitude 14.1"" D610 ","2005","Motherboard","Laptop","PCB",231.2
"1117","Dell Latitude 14.1"" D610 ","2005","Motherboard","Laptop","Others",4.2
"1118","Dell Latitude 14.1"" D610 ","2005","Optical drive","Laptop","Aluminum",75
"1119","Dell Latitude 14.1"" D610 ","2005","Optical drive","Laptop","Copper",4.6
"1120","Dell Latitude 14.1"" D610 ","2005","Optical drive","Laptop","Steel",72.4
"1121","Dell Latitude 14.1"" D610 ","2005","Optical drive","Laptop","Plastic",58
"1122","Dell Latitude 14.1"" D610 ","2005","Optical drive","Laptop","PCB",20.7
"1123","Dell Latitude 14.1"" D610 ","2005","Speakers","Laptop","Copper",0.1
"1124","Dell Latitude 14.1"" D610 ","2005","Speakers","Laptop","Steel",4.3
"1125","Dell Latitude 14.1"" D610 ","2005","Speakers","Laptop","Plastic",15.9
"1126","Dell Latitude 14.1"" D610 ","2005","Speakers","Laptop","Others",0.8
"1127","Dell Latitude 14.1"" D610 ","2005","Other components*","Laptop","Aluminum",14.52
"1128","Dell Latitude 14.1"" D610 ","2005","Other components*","Laptop","Copper",2.1
"1129","Dell Latitude 14.1"" D610 ","2005","Other components*","Laptop","Steel",8.2
"1130","Dell Latitude 14.1"" D610 ","2005","Other components*","Laptop","Plastic",150.56
"1131","Dell Latitude 14.1"" D610 ","2005","Other components*","Laptop","PCB",47
"1132","Dell Latitude 14.1"" D610 ","2005","Other components*","Laptop","Other metals",1.1
"1133","Dell Latitude 14.1"" D610 ","2005","Other components*","Laptop","Others",11.72
"1134","Dell Latitude 14.1"" D620 ","2006","Battery","Laptop","Steel",5.4
"1135","Dell Latitude 14.1"" D620 ","2006","Battery","Laptop","Plastic",75.9
"1136","Dell Latitude 14.1"" D620 ","2006","Battery","Laptop","Li-ion battery",413.2
"1137","Dell Latitude 14.1"" D620 ","2006","Battery","Laptop","PCB",6.6
"1138","Dell Latitude 14.1"" D620 ","2006","Battery","Laptop","Others",4
"1139","Dell Latitude 14.1"" D620 ","2006","Chasis bottom","Laptop","Steel",3.7
"1140","Dell Latitude 14.1"" D620 ","2006","Chasis bottom","Laptop","Other metals",246.3
"1141","Dell Latitude 14.1"" D620 ","2006","Chasis bottom","Laptop","Others",14.3
"1142","Dell Latitude 14.1"" D620 ","2006","Chasis top","Laptop","Steel",3.4
"1143","Dell Latitude 14.1"" D620 ","2006","Chasis top","Laptop","Plastic",14.7
"1144","Dell Latitude 14.1"" D620 ","2006","Chasis top","Laptop","Other metals",159.8
"1145","Dell Latitude 14.1"" D620 ","2006","Chasis top","Laptop","Others",0.8
"1146","Dell Latitude 14.1"" D620 ","2006","Display","Laptop","Aluminum",4
"1147","Dell Latitude 14.1"" D620 ","2006","Display","Laptop","Copper",24.6
"1148","Dell Latitude 14.1"" D620 ","2006","Display","Laptop","Steel",105.2
"1149","Dell Latitude 14.1"" D620 ","2006","Display","Laptop","Plastic",194.1
"1150","Dell Latitude 14.1"" D620 ","2006","Display","Laptop","PCB",20.9
"1151","Dell Latitude 14.1"" D620 ","2006","Display","Laptop","Flat panel glass",190
"1152","Dell Latitude 14.1"" D620 ","2006","Display","Laptop","Others",9.9
"1153","Dell Latitude 14.1"" D620 ","2006","Fan","Laptop","Aluminum",5.7
"1154","Dell Latitude 14.1"" D620 ","2006","Fan","Laptop","Copper",5.6
"1155","Dell Latitude 14.1"" D620 ","2006","Fan","Laptop","Steel",5.1
"1156","Dell Latitude 14.1"" D620 ","2006","Fan","Laptop","Plastic",18.1
"1157","Dell Latitude 14.1"" D620 ","2006","Fan","Laptop","PCB",1.4
"1158","Dell Latitude 14.1"" D620 ","2006","Hard drive","Laptop","Aluminum",38.2
"1159","Dell Latitude 14.1"" D620 ","2006","Hard drive","Laptop","Copper",0.6
"1160","Dell Latitude 14.1"" D620 ","2006","Hard drive","Laptop","Steel",59.6
"1161","Dell Latitude 14.1"" D620 ","2006","Hard drive","Laptop","Plastic",3.85
"1162","Dell Latitude 14.1"" D620 ","2006","Hard drive","Laptop","PCB",10.7
"1163","Dell Latitude 14.1"" D620 ","2006","Hard drive","Laptop","Others",14.7
"1164","Dell Latitude 14.1"" D620 ","2006","Heat sink","Laptop","Aluminum",28.35
"1165","Dell Latitude 14.1"" D620 ","2006","Heat sink","Laptop","Copper",28.35
"1166","Dell Latitude 14.1"" D620 ","2006","Heat sink","Laptop","Others",1.7
"1167","Dell Latitude 14.1"" D620 ","2006","Keyboard","Laptop","Aluminum",89.7
"1168","Dell Latitude 14.1"" D620 ","2006","Keyboard","Laptop","Steel",3.1
"1169","Dell Latitude 14.1"" D620 ","2006","Keyboard","Laptop","Plastic",32.8
"1170","Dell Latitude 14.1"" D620 ","2006","Keyboard","Laptop","Others",16.6
"1171","Dell Latitude 14.1"" D620 ","2006","Motherboard","Laptop","Copper",2.4
"1172","Dell Latitude 14.1"" D620 ","2006","Motherboard","Laptop","Steel",15.95
"1173","Dell Latitude 14.1"" D620 ","2006","Motherboard","Laptop","PCB",249.85
"1174","Dell Latitude 14.1"" D620 ","2006","Motherboard","Laptop","Others",2
"1175","Dell Latitude 14.1"" D620 ","2006","Optical drive","Laptop","Aluminum",71.4
"1176","Dell Latitude 14.1"" D620 ","2006","Optical drive","Laptop","Copper",3.03
"1177","Dell Latitude 14.1"" D620 ","2006","Optical drive","Laptop","Steel",62.89
"1178","Dell Latitude 14.1"" D620 ","2006","Optical drive","Laptop","Plastic",65.1
"1179","Dell Latitude 14.1"" D620 ","2006","Optical drive","Laptop","PCB",23.88
"1180","Dell Latitude 14.1"" D620 ","2006","Optical drive","Laptop","Others",0.1
"1181","Dell Latitude 14.1"" D620 ","2006","Speakers","Laptop","Copper",0.1
"1182","Dell Latitude 14.1"" D620 ","2006","Speakers","Laptop","Steel",4.8
"1183","Dell Latitude 14.1"" D620 ","2006","Speakers","Laptop","Plastic",6.8
"1184","Dell Latitude 14.1"" D620 ","2006","Speakers","Laptop","Others",0.3
"1185","Dell Latitude 14.1"" D620 ","2006","Other components*","Laptop","Aluminum",11.4
"1186","Dell Latitude 14.1"" D620 ","2006","Other components*","Laptop","Copper",4.6
"1187","Dell Latitude 14.1"" D620 ","2006","Other components*","Laptop","Steel",14.5
"1188","Dell Latitude 14.1"" D620 ","2006","Other components*","Laptop","Plastic",166.3
"1189","Dell Latitude 14.1"" D620 ","2006","Other components*","Laptop","PCB",38.8
"1190","Dell Latitude 14.1"" D620 ","2006","Other components*","Laptop","Others",10.9
"1191","Dell latitude 14.1"" D630 ","2007","Battery","Laptop","Copper",7.3
"1192","Dell latitude 14.1"" D630 ","2007","Battery","Laptop","Steel",9.6
"1193","Dell latitude 14.1"" D630 ","2007","Battery","Laptop","Plastic",74.7
"1194","Dell latitude 14.1"" D630 ","2007","Battery","Laptop","Li-ion battery",406.5
"1195","Dell latitude 14.1"" D630 ","2007","Battery","Laptop","PCB",7.2
"1196","Dell latitude 14.1"" D630 ","2007","Battery","Laptop","Others",1.8
"1197","Dell latitude 14.1"" D630 ","2007","Chasis bottom","Laptop","Aluminum",10
"1198","Dell latitude 14.1"" D630 ","2007","Chasis bottom","Laptop","Steel",4.5
"1199","Dell latitude 14.1"" D630 ","2007","Chasis bottom","Laptop","Plastic",3.4
"1200","Dell latitude 14.1"" D630 ","2007","Chasis bottom","Laptop","Other metals",226.4
"1201","Dell latitude 14.1"" D630 ","2007","Chasis bottom","Laptop","Others",7.6
"1202","Dell latitude 14.1"" D630 ","2007","Chasis top","Laptop","Copper",12.9
"1203","Dell latitude 14.1"" D630 ","2007","Chasis top","Laptop","Steel",2.6
"1204","Dell latitude 14.1"" D630 ","2007","Chasis top","Laptop","Plastic",10.8
"1205","Dell latitude 14.1"" D630 ","2007","Chasis top","Laptop","Other metals",161.9
"1206","Dell latitude 14.1"" D630 ","2007","Chasis top","Laptop","Others",2.7
"1207","Dell latitude 14.1"" D630 ","2007","Display","Laptop","Aluminum",3.9
"1208","Dell latitude 14.1"" D630 ","2007","Display","Laptop","Copper",10.8
"1209","Dell latitude 14.1"" D630 ","2007","Display","Laptop","Steel",117.2
"1210","Dell latitude 14.1"" D630 ","2007","Display","Laptop","Plastic",193.4
"1211","Dell latitude 14.1"" D630 ","2007","Display","Laptop","PCB",20.9
"1212","Dell latitude 14.1"" D630 ","2007","Display","Laptop","Flat panel glass",190
"1213","Dell latitude 14.1"" D630 ","2007","Display","Laptop","Others",2.8
"1214","Dell latitude 14.1"" D630 ","2007","Fan","Laptop","Aluminum",5.8
"1215","Dell latitude 14.1"" D630 ","2007","Fan","Laptop","Copper",3.6
"1216","Dell latitude 14.1"" D630 ","2007","Fan","Laptop","Steel",0.4
"1217","Dell latitude 14.1"" D630 ","2007","Fan","Laptop","Plastic",18.4
"1218","Dell latitude 14.1"" D630 ","2007","Fan","Laptop","PCB",3.6
"1219","Dell latitude 14.1"" D630 ","2007","Fan","Laptop","Others",0.1
"1220","Dell latitude 14.1"" D630 ","2007","Hard drive","Laptop","Aluminum",67.88
"1221","Dell latitude 14.1"" D630 ","2007","Hard drive","Laptop","Copper",2.7
"1222","Dell latitude 14.1"" D630 ","2007","Hard drive","Laptop","Steel",33.08
"1223","Dell latitude 14.1"" D630 ","2007","Hard drive","Laptop","Plastic",4.84
"1224","Dell latitude 14.1"" D630 ","2007","Hard drive","Laptop","PCB",10.6
"1225","Dell latitude 14.1"" D630 ","2007","Hard drive","Laptop","Others",11.8
"1226","Dell latitude 14.1"" D630 ","2007","Heat sink","Laptop","Aluminum",27.55
"1227","Dell latitude 14.1"" D630 ","2007","Heat sink","Laptop","Copper",27.55
"1228","Dell latitude 14.1"" D630 ","2007","Keyboard","Laptop","Aluminum",93.3
"1229","Dell latitude 14.1"" D630 ","2007","Keyboard","Laptop","Steel",2
"1230","Dell latitude 14.1"" D630 ","2007","Keyboard","Laptop","Plastic",32.1
"1231","Dell latitude 14.1"" D630 ","2007","Keyboard","Laptop","Others",18.3
"1232","Dell latitude 14.1"" D630 ","2007","Motherboard","Laptop","Aluminum",2.1
"1233","Dell latitude 14.1"" D630 ","2007","Motherboard","Laptop","Steel",4.9
"1234","Dell latitude 14.1"" D630 ","2007","Motherboard","Laptop","Plastic",9.45
"1235","Dell latitude 14.1"" D630 ","2007","Motherboard","Laptop","PCB",269.95
"1236","Dell latitude 14.1"" D630 ","2007","Motherboard","Laptop","Others",1.9
"1237","Dell latitude 14.1"" D630 ","2007","Optical drive","Laptop","Aluminum",83.8
"1238","Dell latitude 14.1"" D630 ","2007","Optical drive","Laptop","Copper",4.1
"1239","Dell latitude 14.1"" D630 ","2007","Optical drive","Laptop","Steel",42.82
"1240","Dell latitude 14.1"" D630 ","2007","Optical drive","Laptop","Plastic",70.6
"1241","Dell latitude 14.1"" D630 ","2007","Optical drive","Laptop","PCB",23.88
"1242","Dell latitude 14.1"" D630 ","2007","Optical drive","Laptop","Others",0.2
"1243","Dell latitude 14.1"" D630 ","2007","Speakers","Laptop","Copper",0.1
"1244","Dell latitude 14.1"" D630 ","2007","Speakers","Laptop","Steel",4.8
"1245","Dell latitude 14.1"" D630 ","2007","Speakers","Laptop","Plastic",6.8
"1246","Dell latitude 14.1"" D630 ","2007","Speakers","Laptop","Others",0.3
"1247","Dell latitude 14.1"" D630 ","2007","Other components*","Laptop","Aluminum",11.4
"1248","Dell latitude 14.1"" D630 ","2007","Other components*","Laptop","Copper",7.66
"1249","Dell latitude 14.1"" D630 ","2007","Other components*","Laptop","Steel",16.1
"1250","Dell latitude 14.1"" D630 ","2007","Other components*","Laptop","Plastic",168.24
"1251","Dell latitude 14.1"" D630 ","2007","Other components*","Laptop","PCB",39.2
"1252","Dell latitude 14.1"" D630 ","2007","Other components*","Laptop","Others",5.5
"1253","Dell Inspiron 15.4""1525 ","2008","Battery","Laptop","Copper",1.25
"1254","Dell Inspiron 15.4""1525 ","2008","Battery","Laptop","Steel",1.25
"1255","Dell Inspiron 15.4""1525 ","2008","Battery","Laptop","Plastic",40.2
"1256","Dell Inspiron 15.4""1525 ","2008","Battery","Laptop","Li-ion battery",272.1
"1257","Dell Inspiron 15.4""1525 ","2008","Battery","Laptop","PCB",7.8
"1258","Dell Inspiron 15.4""1525 ","2008","Battery","Laptop","Others",1.2
"1259","Dell Inspiron 15.4""1525 ","2008","Chasis bottom /Back cover","Laptop","Aluminum",0.4
"1260","Dell Inspiron 15.4""1525 ","2008","Chasis bottom /Back cover","Laptop","Steel",128.8
"1261","Dell Inspiron 15.4""1525 ","2008","Chasis bottom /Back cover","Laptop","Plastic",255.8
"1262","Dell Inspiron 15.4""1525 ","2008","Chasis bottom /Back cover","Laptop","Others",1.6
"1263","Dell Inspiron 15.4""1525 ","2008","Display","Laptop","Aluminum",82.3
"1264","Dell Inspiron 15.4""1525 ","2008","Display","Laptop","Copper",2.1
"1265","Dell Inspiron 15.4""1525 ","2008","Display","Laptop","Steel",74.3
"1266","Dell Inspiron 15.4""1525 ","2008","Display","Laptop","Plastic",519.65
"1267","Dell Inspiron 15.4""1525 ","2008","Display","Laptop","PCB",25.3
"1268","Dell Inspiron 15.4""1525 ","2008","Display","Laptop","Flat panel glass",207.3
"1269","Dell Inspiron 15.4""1525 ","2008","Display","Laptop","Others",6.95
"1270","Dell Inspiron 15.4""1525 ","2008","Fan","Laptop","Aluminum",0.4
"1271","Dell Inspiron 15.4""1525 ","2008","Fan","Laptop","Copper",1.1
"1272","Dell Inspiron 15.4""1525 ","2008","Fan","Laptop","Steel",14.75
"1273","Dell Inspiron 15.4""1525 ","2008","Fan","Laptop","Plastic",16.65
"1274","Dell Inspiron 15.4""1525 ","2008","Fan","Laptop","PCB",0.7
"1275","Dell Inspiron 15.4""1525 ","2008","Fan","Laptop","Others",2.1
"1276","Dell Inspiron 15.4""1525 ","2008","Hard drive","Laptop","Aluminum",8.8
"1277","Dell Inspiron 15.4""1525 ","2008","Hard drive","Laptop","Steel",25.7
"1278","Dell Inspiron 15.4""1525 ","2008","Hard drive","Laptop","Plastic",50
"1279","Dell Inspiron 15.4""1525 ","2008","Hard drive","Laptop","PCB",12.2
"1280","Dell Inspiron 15.4""1525 ","2008","Hard drive","Laptop","Others",9.5
"1281","Dell Inspiron 15.4""1525 ","2008","Heat sink","Laptop","Aluminum",17.7
"1282","Dell Inspiron 15.4""1525 ","2008","Heat sink","Laptop","Copper",15.7
"1283","Dell Inspiron 15.4""1525 ","2008","Heat sink","Laptop","Steel",4.5
"1284","Dell Inspiron 15.4""1525 ","2008","Heat sink","Laptop","Plastic",0.1
"1285","Dell Inspiron 15.4""1525 ","2008","Heat sink","Laptop","Others",1
"1286","Dell Inspiron 15.4""1525 ","2008","Keyboard","Laptop","Aluminum",54
"1287","Dell Inspiron 15.4""1525 ","2008","Keyboard","Laptop","Copper",0.35
"1288","Dell Inspiron 15.4""1525 ","2008","Keyboard","Laptop","Steel",162
"1289","Dell Inspiron 15.4""1525 ","2008","Keyboard","Laptop","Plastic",164.95
"1290","Dell Inspiron 15.4""1525 ","2008","Keyboard","Laptop","PCB",24.9
"1291","Dell Inspiron 15.4""1525 ","2008","Motherboard","Laptop","Steel",18.1
"1292","Dell Inspiron 15.4""1525 ","2008","Motherboard","Laptop","Plastic",44.9
"1293","Dell Inspiron 15.4""1525 ","2008","Motherboard","Laptop","PCB",138.9
"1294","Dell Inspiron 15.4""1525 ","2008","Motherboard","Laptop","Others",8.3
"1295","Dell Inspiron 15.4""1525 ","2008","Optical drive","Laptop","Aluminum",61.9
"1296","Dell Inspiron 15.4""1525 ","2008","Optical drive","Laptop","Copper",3.5
"1297","Dell Inspiron 15.4""1525 ","2008","Optical drive","Laptop","Steel",54.1
"1298","Dell Inspiron 15.4""1525 ","2008","Optical drive","Laptop","Plastic",28.3
"1299","Dell Inspiron 15.4""1525 ","2008","Optical drive","Laptop","PCB",12.8
"1300","Dell Inspiron 15.4""1525 ","2008","Optical drive","Laptop","Others",13.1
"1301","Dell Inspiron 15.4""1525 ","2008","Speakers","Laptop","Aluminum",0.25
"1302","Dell Inspiron 15.4""1525 ","2008","Speakers","Laptop","Steel",2.3
"1303","Dell Inspiron 15.4""1525 ","2008","Speakers","Laptop","Plastic",4.65
"1304","Dell Inspiron 15.4""1525 ","2008","Speakers","Laptop","Others",0.1
"1305","Dell Inspiron 15.4""1525 ","2008","Other components*","Laptop","Steel",30.35
"1306","Dell Inspiron 15.4""1525 ","2008","Other components*","Laptop","Plastic",2.5
"1307","Dell Inspiron 15.4""1525 ","2008","Other components*","Laptop","PCB",45.05
"1308","Dell Inspiron 15.4""1525 ","2008","Other components*","Laptop","Others",0.5
"1309","HP Elitebook 12.1"" 2530p ","2008","Battery","Laptop","Copper",1.62
"1310","HP Elitebook 12.1"" 2530p ","2008","Battery","Laptop","Steel",2.93
"1311","HP Elitebook 12.1"" 2530p ","2008","Battery","Laptop","Plastic",40.14
"1312","HP Elitebook 12.1"" 2530p ","2008","Battery","Laptop","Li-ion battery",273.88
"1313","HP Elitebook 12.1"" 2530p ","2008","Battery","Laptop","PCB",5.31
"1314","HP Elitebook 12.1"" 2530p ","2008","Chasis bottom","Laptop","Aluminum",4.43
"1315","HP Elitebook 12.1"" 2530p ","2008","Chasis bottom","Laptop","Steel",10.03
"1316","HP Elitebook 12.1"" 2530p ","2008","Chasis bottom","Laptop","Plastic",32.92
"1317","HP Elitebook 12.1"" 2530p ","2008","Chasis bottom","Laptop","Other metals",123.89
"1318","HP Elitebook 12.1"" 2530p ","2008","Chasis bottom","Laptop","Others",1.87
"1319","HP Elitebook 12.1"" 2530p ","2008","Display","Laptop","Aluminum",112.84
"1320","HP Elitebook 12.1"" 2530p ","2008","Display","Laptop","Copper",5.43
"1321","HP Elitebook 12.1"" 2530p ","2008","Display","Laptop","Steel",47.64
"1322","HP Elitebook 12.1"" 2530p ","2008","Display","Laptop","Plastic",129.34
"1323","HP Elitebook 12.1"" 2530p ","2008","Display","Laptop","PCB",18.26
"1324","HP Elitebook 12.1"" 2530p ","2008","Display","Laptop","Flat panel glass",84.72
"1325","HP Elitebook 12.1"" 2530p ","2008","Display","Laptop","Other metals",70.2
"1326","HP Elitebook 12.1"" 2530p ","2008","Display","Laptop","Others",4.53
"1327","HP Elitebook 12.1"" 2530p ","2008","Fan","Laptop","Copper",0.35
"1328","HP Elitebook 12.1"" 2530p ","2008","Fan","Laptop","Steel",4.1
"1329","HP Elitebook 12.1"" 2530p ","2008","Fan","Laptop","Plastic",4.91
"1330","HP Elitebook 12.1"" 2530p ","2008","Fan","Laptop","PCB",2.59
"1331","HP Elitebook 12.1"" 2530p ","2008","Fan","Laptop","Others",0.13
"1332","HP Elitebook 12.1"" 2530p ","2008","Hard drive","Laptop","Copper",0.54
"1333","HP Elitebook 12.1"" 2530p ","2008","Hard drive","Laptop","Steel",49.2
"1334","HP Elitebook 12.1"" 2530p ","2008","Hard drive","Laptop","Plastic",3.6
"1335","HP Elitebook 12.1"" 2530p ","2008","Hard drive","Laptop","PCB",5
"1336","HP Elitebook 12.1"" 2530p ","2008","Hard drive","Laptop","Others",4.25
"1337","HP Elitebook 12.1"" 2530p ","2008","Heat sink","Laptop","Aluminum",4.45
"1338","HP Elitebook 12.1"" 2530p ","2008","Heat sink","Laptop","Copper",19.59
"1339","HP Elitebook 12.1"" 2530p ","2008","Heat sink","Laptop","Steel",2.26
"1340","HP Elitebook 12.1"" 2530p ","2008","Keyboard","Laptop","Aluminum",8.55
"1341","HP Elitebook 12.1"" 2530p ","2008","Keyboard","Laptop","Copper",0.41
"1342","HP Elitebook 12.1"" 2530p ","2008","Keyboard","Laptop","Steel",54.04
"1343","HP Elitebook 12.1"" 2530p ","2008","Keyboard","Laptop","Plastic",141.73
"1344","HP Elitebook 12.1"" 2530p ","2008","Keyboard","Laptop","PCB",20.86
"1345","HP Elitebook 12.1"" 2530p ","2008","Keyboard","Laptop","Other metals",20.33
"1346","HP Elitebook 12.1"" 2530p ","2008","Keyboard","Laptop","Others",4.02
"1347","HP Elitebook 12.1"" 2530p ","2008","Motherboard","Laptop","Aluminum",0.16
"1348","HP Elitebook 12.1"" 2530p ","2008","Motherboard","Laptop","Copper",4.82
"1349","HP Elitebook 12.1"" 2530p ","2008","Motherboard","Laptop","Steel",34.79
"1350","HP Elitebook 12.1"" 2530p ","2008","Motherboard","Laptop","Plastic",41.59
"1351","HP Elitebook 12.1"" 2530p ","2008","Motherboard","Laptop","PCB",130.24
"1352","HP Elitebook 12.1"" 2530p ","2008","Motherboard","Laptop","Others",3.35
"1353","HP Elitebook 12.1"" 2530p ","2008","Optical drive","Laptop","Aluminum",56.76
"1354","HP Elitebook 12.1"" 2530p ","2008","Optical drive","Laptop","Copper",3.68
"1355","HP Elitebook 12.1"" 2530p ","2008","Optical drive","Laptop","Steel",50.55
"1356","HP Elitebook 12.1"" 2530p ","2008","Optical drive","Laptop","Plastic",21.43
"1357","HP Elitebook 12.1"" 2530p ","2008","Optical drive","Laptop","PCB",12.29
"1358","HP Elitebook 12.1"" 2530p ","2008","Optical drive","Laptop","Others",0.43
"1359","HP Elitebook 12.1"" 2530p ","2008","Speakers","Laptop","Copper",0.25
"1360","HP Elitebook 12.1"" 2530p ","2008","Speakers","Laptop","Steel",2.93
"1361","HP Elitebook 12.1"" 2530p ","2008","Speakers","Laptop","Plastic",1.95
"1362","HP Elitebook 12.1"" 2530p ","2008","Other components*","Laptop","Aluminum",2.4
"1363","HP Elitebook 12.1"" 2530p ","2008","Other components*","Laptop","Copper",2.21
"1364","HP Elitebook 12.1"" 2530p ","2008","Other components*","Laptop","Steel",9.6
"1365","HP Elitebook 12.1"" 2530p ","2008","Other components*","Laptop","Plastic",9.9
"1366","HP Elitebook 12.1"" 2530p ","2008","Other components*","Laptop","PCB",34.17
"1367","HP Elitebook 12.1"" 2530p ","2008","Other components*","Laptop","Others",0.53
"1368","HP elitebook 14.1"" 6930p ","2008","Battery","Laptop","Copper",1.05
"1369","HP elitebook 14.1"" 6930p ","2008","Battery","Laptop","Plastic",35.75
"1370","HP elitebook 14.1"" 6930p ","2008","Battery","Laptop","Li-ion battery",274.5
"1371","HP elitebook 14.1"" 6930p ","2008","Battery","Laptop","PCB",5
"1372","HP elitebook 14.1"" 6930p ","2008","Battery","Laptop","Others",0.2
"1373","HP elitebook 14.1"" 6930p ","2008","Chasis bottom","Laptop","Aluminum",12.8
"1374","HP elitebook 14.1"" 6930p ","2008","Chasis bottom","Laptop","Steel",13.6
"1375","HP elitebook 14.1"" 6930p ","2008","Chasis bottom","Laptop","Plastic",21.7
"1376","HP elitebook 14.1"" 6930p ","2008","Chasis bottom","Laptop","Other metals",219.1
"1377","HP elitebook 14.1"" 6930p ","2008","Chasis bottom","Laptop","Others",1.9
"1378","HP elitebook 14.1"" 6930p ","2008","Chasis top","Laptop","Aluminum",108.39
"1379","HP elitebook 14.1"" 6930p ","2008","Chasis top","Laptop","Other metals",96.12
"1380","HP elitebook 14.1"" 6930p ","2008","Display","Laptop","Aluminum",86.75
"1381","HP elitebook 14.1"" 6930p ","2008","Display","Laptop","Copper",0.65
"1382","HP elitebook 14.1"" 6930p ","2008","Display","Laptop","Steel",45.25
"1383","HP elitebook 14.1"" 6930p ","2008","Display","Laptop","Plastic",241.05
"1384","HP elitebook 14.1"" 6930p ","2008","Display","Laptop","PCB",27
"1385","HP elitebook 14.1"" 6930p ","2008","Display","Laptop","Flat panel glass",169.2
"1386","HP elitebook 14.1"" 6930p ","2008","Display","Laptop","Others",4.4
"1387","HP elitebook 14.1"" 6930p ","2008","Fan","Laptop","Aluminum",6.3
"1388","HP elitebook 14.1"" 6930p ","2008","Fan","Laptop","Copper",1.2
"1389","HP elitebook 14.1"" 6930p ","2008","Fan","Laptop","Steel",3.1
"1390","HP elitebook 14.1"" 6930p ","2008","Fan","Laptop","Plastic",18.9
"1391","HP elitebook 14.1"" 6930p ","2008","Fan","Laptop","PCB",0.5
"1392","HP elitebook 14.1"" 6930p ","2008","Fan","Laptop","Others",3.3
"1393","HP elitebook 14.1"" 6930p ","2008","Hard drive","Laptop","Aluminum",20.9
"1394","HP elitebook 14.1"" 6930p ","2008","Hard drive","Laptop","Copper",0.6
"1395","HP elitebook 14.1"" 6930p ","2008","Hard drive","Laptop","Steel",39.9
"1396","HP elitebook 14.1"" 6930p ","2008","Hard drive","Laptop","Plastic",27.2
"1397","HP elitebook 14.1"" 6930p ","2008","Hard drive","Laptop","PCB",11.1
"1398","HP elitebook 14.1"" 6930p ","2008","Hard drive","Laptop","Others",9.7
"1399","HP elitebook 14.1"" 6930p ","2008","Heat sink","Laptop","Aluminum",15.6
"1400","HP elitebook 14.1"" 6930p ","2008","Heat sink","Laptop","Copper",19.2
"1401","HP elitebook 14.1"" 6930p ","2008","Heat sink","Laptop","Steel",3.4
"1402","HP elitebook 14.1"" 6930p ","2008","Heat sink","Laptop","Others",0.3
"1403","HP elitebook 14.1"" 6930p ","2008","Keyboard","Laptop","Aluminum",101.91
"1404","HP elitebook 14.1"" 6930p ","2008","Keyboard","Laptop","Copper",1.6
"1405","HP elitebook 14.1"" 6930p ","2008","Keyboard","Laptop","Steel",53
"1406","HP elitebook 14.1"" 6930p ","2008","Keyboard","Laptop","Plastic",137.29
"1407","HP elitebook 14.1"" 6930p ","2008","Keyboard","Laptop","PCB",10.1
"1408","HP elitebook 14.1"" 6930p ","2008","Keyboard","Laptop","Other metals",10.3
"1409","HP elitebook 14.1"" 6930p ","2008","Keyboard","Laptop","Others",8.5
"1410","HP elitebook 14.1"" 6930p ","2008","Motherboard","Laptop","Copper",1.95
"1411","HP elitebook 14.1"" 6930p ","2008","Motherboard","Laptop","Steel",35.55
"1412","HP elitebook 14.1"" 6930p ","2008","Motherboard","Laptop","Plastic",34
"1413","HP elitebook 14.1"" 6930p ","2008","Motherboard","Laptop","PCB",138
"1414","HP elitebook 14.1"" 6930p ","2008","Optical drive","Laptop","Aluminum",62.5
"1415","HP elitebook 14.1"" 6930p ","2008","Optical drive","Laptop","Copper",8.6
"1416","HP elitebook 14.1"" 6930p ","2008","Optical drive","Laptop","Steel",47.4
"1417","HP elitebook 14.1"" 6930p ","2008","Optical drive","Laptop","Plastic",36.65
"1418","HP elitebook 14.1"" 6930p ","2008","Optical drive","Laptop","PCB",15.4
"1419","HP elitebook 14.1"" 6930p ","2008","Optical drive","Laptop","Others",9.35
"1420","HP elitebook 14.1"" 6930p ","2008","Speakers","Laptop","Copper",0.4
"1421","HP elitebook 14.1"" 6930p ","2008","Speakers","Laptop","Steel",3.8
"1422","HP elitebook 14.1"" 6930p ","2008","Speakers","Laptop","Plastic",14.2
"1423","HP elitebook 14.1"" 6930p ","2008","Other components*","Laptop","Aluminum",9.6
"1424","HP elitebook 14.1"" 6930p ","2008","Other components*","Laptop","Copper",0.1
"1425","HP elitebook 14.1"" 6930p ","2008","Other components*","Laptop","Steel",30.9
