"","model","year","component","product","material","value"
"921","Dell Latitude 14.1"" C600 ","2001","Hard drive","Laptop","Aluminum",20.15
"922","Dell Latitude 14.1"" C600 ","2001","Hard drive","Laptop","Copper",2.01
"923","Dell Latitude 14.1"" C600 ","2001","Hard drive","Laptop","Steel",57
"924","Dell Latitude 14.1"" C600 ","2001","Hard drive","Laptop","Plastic",29.64
"925","Dell Latitude 14.1"" C600 ","2001","Hard drive","Laptop","Others",5.8
"926","Dell Latitude 14.1"" C600 ","2001","Heat sink","Laptop","Aluminum",61.5
"927","Dell Latitude 14.1"" C600 ","2001","Keyboard","Laptop","Steel",59.8
"928","Dell Latitude 14.1"" C600 ","2001","Keyboard","Laptop","Plastic",39
"929","Dell Latitude 14.1"" C600 ","2001","Keyboard","Laptop","Others",15.3
"930","Dell Latitude 14.1"" C600 ","2001","Motherboard","Laptop","Aluminum",12.5
"931","Dell Latitude 14.1"" C600 ","2001","Motherboard","Laptop","Plastic",290
"932","Dell Latitude 14.1"" C600 ","2001","Motherboard","Laptop","Others",8.4
"933","Dell Latitude 14.1"" C600 ","2001","Optical drive","Laptop","Aluminum",26.1
"934","Dell Latitude 14.1"" C600 ","2001","Optical drive","Laptop","Steel",215.8
"935","Dell Latitude 14.1"" C600 ","2001","Optical drive","Laptop","Plastic",113
"936","Dell Latitude 14.1"" C600 ","2001","Speakers","Laptop","Copper",4.8
"937","Dell Latitude 14.1"" C600 ","2001","Speakers","Laptop","Plastic",14.9
"938","Dell Latitude 14.1"" C600 ","2001","Other components*","Laptop","Aluminum",21.8
"939","Dell Latitude 14.1"" C600 ","2001","Other components*","Laptop","Copper",2.5
"940","Dell Latitude 14.1"" C600 ","2001","Other components*","Laptop","Steel",16
"941","Dell Latitude 14.1"" C600 ","2001","Other components*","Laptop","Plastic",127.6
"942","Dell Latitude 14.1"" C610 ","2002","Battery","Laptop","Plastic",63.44
"943","Dell Latitude 14.1"" C610 ","2002","Battery","Laptop","Li-ion battery",359.46
"944","Dell Latitude 14.1"" C610 ","2002","Battery","Laptop","Others",2.6
"945","Dell Latitude 14.1"" C610 ","2002","Chasis bottom","Laptop","Aluminum",81.6
"946","Dell Latitude 14.1"" C610 ","2002","Chasis bottom","Laptop","Copper",0.5
"947","Dell Latitude 14.1"" C610 ","2002","Chasis bottom","Laptop","Steel",9.8
"948","Dell Latitude 14.1"" C610 ","2002","Chasis bottom","Laptop","Plastic",175.1
"949","Dell Latitude 14.1"" C610 ","2002","Chasis bottom","Laptop","Others",0.2
"950","Dell Latitude 14.1"" C610 ","2002","Chasis top","Laptop","Aluminum",14.2
"951","Dell Latitude 14.1"" C610 ","2002","Chasis top","Laptop","Copper",9
"952","Dell Latitude 14.1"" C610 ","2002","Chasis top","Laptop","Steel",0.4
"953","Dell Latitude 14.1"" C610 ","2002","Chasis top","Laptop","Plastic",170.1
"954","Dell Latitude 14.1"" C610 ","2002","Display","Laptop","Copper",12.2
"955","Dell Latitude 14.1"" C610 ","2002","Display","Laptop","Steel",100.1
"956","Dell Latitude 14.1"" C610 ","2002","Display","Laptop","Plastic",238.5
"957","Dell Latitude 14.1"" C610 ","2002","Display","Laptop","PCB",33.8
"958","Dell Latitude 14.1"" C610 ","2002","Display","Laptop","Flat panel glass",270
"959","Dell Latitude 14.1"" C610 ","2002","Display","Laptop","Others",1.2
"960","Dell Latitude 14.1"" C610 ","2002","Fan","Laptop","Copper",2.83
"961","Dell Latitude 14.1"" C610 ","2002","Fan","Laptop","Steel",10.1
"962","Dell Latitude 14.1"" C610 ","2002","Fan","Laptop","Plastic",3.04
"963","Dell Latitude 14.1"" C610 ","2002","Fan","Laptop","PCB",4.33
"964","Dell Latitude 14.1"" C610 ","2002","Fan","Laptop","Others",0.1
"965","Dell Latitude 14.1"" C610 ","2002","Hard drive","Laptop","Aluminum",58.94
"966","Dell Latitude 14.1"" C610 ","2002","Hard drive","Laptop","Steel",31.06
"967","Dell Latitude 14.1"" C610 ","2002","Hard drive","Laptop","Plastic",18
"968","Dell Latitude 14.1"" C610 ","2002","Hard drive","Laptop","PCB",13.5
"969","Dell Latitude 14.1"" C610 ","2002","Hard drive","Laptop","Others",7.7
"970","Dell Latitude 14.1"" C610 ","2002","Heat sink","Laptop","Aluminum",80.7
"971","Dell Latitude 14.1"" C610 ","2002","Keyboard","Laptop","Aluminum",2.4
"972","Dell Latitude 14.1"" C610 ","2002","Keyboard","Laptop","Copper",1.9
"973","Dell Latitude 14.1"" C610 ","2002","Keyboard","Laptop","Steel",56.7
"974","Dell Latitude 14.1"" C610 ","2002","Keyboard","Laptop","Plastic",41.4
"975","Dell Latitude 14.1"" C610 ","2002","Keyboard","Laptop","PCB",2.4
"976","Dell Latitude 14.1"" C610 ","2002","Keyboard","Laptop","Others",3.4
"977","Dell Latitude 14.1"" C610 ","2002","Motherboard","Laptop","Aluminum",24.4
"978","Dell Latitude 14.1"" C610 ","2002","Motherboard","Laptop","Steel",3.1
"979","Dell Latitude 14.1"" C610 ","2002","Motherboard","Laptop","PCB",294.8
"980","Dell Latitude 14.1"" C610 ","2002","Optical drive","Laptop","Aluminum",52.39
"981","Dell Latitude 14.1"" C610 ","2002","Optical drive","Laptop","Copper",6.18
"982","Dell Latitude 14.1"" C610 ","2002","Optical drive","Laptop","Steel",180.66
"983","Dell Latitude 14.1"" C610 ","2002","Optical drive","Laptop","Plastic",97.89
"984","Dell Latitude 14.1"" C610 ","2002","Optical drive","Laptop","PCB",23.1
"985","Dell Latitude 14.1"" C610 ","2002","Optical drive","Laptop","Others",5.88
"986","Dell Latitude 14.1"" C610 ","2002","Speakers","Laptop","Aluminum",2.7
"987","Dell Latitude 14.1"" C610 ","2002","Speakers","Laptop","Copper",1.9
"988","Dell Latitude 14.1"" C610 ","2002","Speakers","Laptop","Steel",1.3
"989","Dell Latitude 14.1"" C610 ","2002","Speakers","Laptop","Plastic",12.3
"990","Dell Latitude 14.1"" C610 ","2002","Speakers","Laptop","PCB",2.4
"991","Dell Latitude 14.1"" C610 ","2002","Speakers","Laptop","Others",1.5
"992","Dell Latitude 14.1"" C610 ","2002","Other components*","Laptop","Aluminum",41.49
"993","Dell Latitude 14.1"" C610 ","2002","Other components*","Laptop","Copper",2.4
"994","Dell Latitude 14.1"" C610 ","2002","Other components*","Laptop","Steel",2.8
"995","Dell Latitude 14.1"" C610 ","2002","Other components*","Laptop","Plastic",117.18
"996","Dell Latitude 14.1"" C610 ","2002","Other components*","Laptop","PCB",31.33
"997","Dell Latitude 14.1"" C610 ","2002","Other components*","Laptop","Others",9.8
"998","Dell Inspiron 14.1"" 5100 ","2003","Battery","Laptop","Aluminum",4.1
"999","Dell Inspiron 14.1"" 5100 ","2003","Battery","Laptop","Plastic",75.4
"1000","Dell Inspiron 14.1"" 5100 ","2003","Battery","Laptop","Li-ion battery",543.8
"1001","Dell Inspiron 14.1"" 5100 ","2003","Battery","Laptop","PCB",7.6
"1002","Dell Inspiron 14.1"" 5100 ","2003","Battery","Laptop","Others",2.8
"1003","Dell Inspiron 14.1"" 5100 ","2003","Chasis bottom","Laptop","Aluminum",150.4
"1004","Dell Inspiron 14.1"" 5100 ","2003","Chasis bottom","Laptop","Plastic",232.7
"1005","Dell Inspiron 14.1"" 5100 ","2003","Chasis bottom","Laptop","Others",4.2
"1006","Dell Inspiron 14.1"" 5100 ","2003","Chasis top","Laptop","Aluminum",48.9
"1007","Dell Inspiron 14.1"" 5100 ","2003","Chasis top","Laptop","Plastic",253.5
"1008","Dell Inspiron 14.1"" 5100 ","2003","Chasis top","Laptop","Other metals",40.7
"1009","Dell Inspiron 14.1"" 5100 ","2003","Display","Laptop","Aluminum",202.7
"1010","Dell Inspiron 14.1"" 5100 ","2003","Display","Laptop","Plastic",71.9
"1011","Dell Inspiron 14.1"" 5100 ","2003","Display","Laptop","PCB",24.2
"1012","Dell Inspiron 14.1"" 5100 ","2003","Display","Laptop","Flat panel glass",234.2
"1013","Dell Inspiron 14.1"" 5100 ","2003","Display","Laptop","Others",180.7
"1014","Dell Inspiron 14.1"" 5100 ","2003","Fan","Laptop","Plastic",14.7
"1015","Dell Inspiron 14.1"" 5100 ","2003","Hard drive","Laptop","Aluminum",80.92
"1016","Dell Inspiron 14.1"" 5100 ","2003","Hard drive","Laptop","Plastic",43.56
"1017","Dell Inspiron 14.1"" 5100 ","2003","Hard drive","Laptop","PCB",14.52
"1018","Dell Inspiron 14.1"" 5100 ","2003","Heat sink","Laptop","Aluminum",86.55
"1019","Dell Inspiron 14.1"" 5100 ","2003","Heat sink","Laptop","Copper",85.35
"1020","Dell Inspiron 14.1"" 5100 ","2003","Keyboard","Laptop","Aluminum",47.6
"1021","Dell Inspiron 14.1"" 5100 ","2003","Keyboard","Laptop","Plastic",64.4
"1022","Dell Inspiron 14.1"" 5100 ","2003","Keyboard","Laptop","PCB",20.6
"1023","Dell Inspiron 14.1"" 5100 ","2003","Motherboard","Laptop","PCB",279.8
"1024","Dell Inspiron 14.1"" 5100 ","2003","Motherboard","Laptop","Others",19.4
"1025","Dell Inspiron 14.1"" 5100 ","2003","Optical drive","Laptop","Aluminum",129.74
"1026","Dell Inspiron 14.1"" 5100 ","2003","Optical drive","Laptop","Steel",49.65
"1027","Dell Inspiron 14.1"" 5100 ","2003","Optical drive","Laptop","Plastic",26.91
"1028","Dell Inspiron 14.1"" 5100 ","2003","Optical drive","Laptop","PCB",11.9
"1029","Dell Inspiron 14.1"" 5100 ","2003","Speakers","Laptop","Plastic",12.7
"1030","Dell Inspiron 14.1"" 5100 ","2003","Other components*","Laptop","Aluminum",22.3
"1031","Dell Inspiron 14.1"" 5100 ","2003","Other components*","Laptop","Steel",8.9
"1032","Dell Inspiron 14.1"" 5100 ","2003","Other components*","Laptop","Plastic",136.8
"1033","Dell Inspiron 14.1"" 5100 ","2003","Other components*","Laptop","PCB",24.6
"1034","Dell Inspiron 14.1"" 5100 ","2003","Other components*","Laptop","Others",4.4
"1035","Dell latitude 14.1"" D600 ","2003","Battery","Laptop","Aluminum",1.3
"1036","Dell latitude 14.1"" D600 ","2003","Battery","Laptop","Plastic",32.6
"1037","Dell latitude 14.1"" D600 ","2003","Battery","Laptop","Li-ion battery",274.9
"1038","Dell latitude 14.1"" D600 ","2003","Battery","Laptop","PCB",8.8
"1039","Dell latitude 14.1"" D600 ","2003","Battery","Laptop","Others",1.3
"1040","Dell latitude 14.1"" D600 ","2003","Chasis bottom","Laptop","Aluminum",76.16
"1041","Dell latitude 14.1"" D600 ","2003","Chasis bottom","Laptop","Plastic",144.54
"1042","Dell latitude 14.1"" D600 ","2003","Chasis bottom","Laptop","Other metals",69.4
"1043","Dell latitude 14.1"" D600 ","2003","Chasis top","Laptop","Aluminum",148.6
"1044","Dell latitude 14.1"" D600 ","2003","Chasis top","Laptop","Plastic",51
"1045","Dell latitude 14.1"" D600 ","2003","Display","Laptop","Aluminum",53.55
"1046","Dell latitude 14.1"" D600 ","2003","Display","Laptop","Copper",9.36
"1047","Dell latitude 14.1"" D600 ","2003","Display","Laptop","Steel",5.04
"1048","Dell latitude 14.1"" D600 ","2003","Display","Laptop","Plastic",57.33
"1049","Dell latitude 14.1"" D600 ","2003","Display","Laptop","PCB",2.7
"1050","Dell latitude 14.1"" D600 ","2003","Display","Laptop","Flat panel glass",363.6
"1051","Dell latitude 14.1"" D600 ","2003","Display","Laptop","Others",22.73
"1052","Dell latitude 14.1"" D600 ","2003","Fan","Laptop","Plastic",23.3
"1053","Dell latitude 14.1"" D600 ","2003","Hard drive","Laptop","Aluminum",62.8
"1054","Dell latitude 14.1"" D600 ","2003","Hard drive","Laptop","Steel",61.81
"1055","Dell latitude 14.1"" D600 ","2003","Hard drive","Laptop","Plastic",6.08
"1056","Dell latitude 14.1"" D600 ","2003","Hard drive","Laptop","PCB",9.51
"1057","Dell latitude 14.1"" D600 ","2003","Heat sink","Laptop","Aluminum",39.12
"1058","Dell latitude 14.1"" D600 ","2003","Heat sink","Laptop","Copper",9.78
"1059","Dell latitude 14.1"" D600 ","2003","Keyboard","Laptop","Aluminum",74.3
"1060","Dell latitude 14.1"" D600 ","2003","Keyboard","Laptop","Plastic",37.28
"1061","Dell latitude 14.1"" D600 ","2003","Motherboard","Laptop","PCB",288.3
"1062","Dell latitude 14.1"" D600 ","2003","Motherboard","Laptop","Others",46.3
"1063","Dell latitude 14.1"" D600 ","2003","Optical drive","Laptop","Aluminum",12.84
"1064","Dell latitude 14.1"" D600 ","2003","Optical drive","Laptop","Copper",26.16
"1065","Dell latitude 14.1"" D600 ","2003","Optical drive","Laptop","Steel",29.3
"1066","Dell latitude 14.1"" D600 ","2003","Optical drive","Laptop","Plastic",59.36
"1067","Dell latitude 14.1"" D600 ","2003","Optical drive","Laptop","PCB",15.94
"1068","Dell latitude 14.1"" D600 ","2003","Speakers","Laptop","Plastic",27.6
"1069","Dell latitude 14.1"" D600 ","2003","Other components*","Laptop","Aluminum",74.48
"1070","Dell latitude 14.1"" D600 ","2003","Other components*","Laptop","Steel",13.7
"1071","Dell latitude 14.1"" D600 ","2003","Other components*","Laptop","Plastic",153.22
"1072","Dell latitude 14.1"" D600 ","2003","Other components*","Laptop","PCB",31.74
"1073","Dell latitude 14.1"" D600 ","2003","Other components*","Laptop","Others",10.8
"1074","Dell Latitude 14.1"" D610 ","2005","Battery","Laptop","Steel",3.92
"1075","Dell Latitude 14.1"" D610 ","2005","Battery","Laptop","Plastic",32.9
"1076","Dell Latitude 14.1"" D610 ","2005","Battery","Laptop","Li-ion battery",265.2
"1077","Dell Latitude 14.1"" D610 ","2005","Battery","Laptop","PCB",8.6
"1078","Dell Latitude 14.1"" D610 ","2005","Battery","Laptop","Others",0.98
"1079","Dell Latitude 14.1"" D610 ","2005","Chasis bottom","Laptop","Aluminum",10.2
"1080","Dell Latitude 14.1"" D610 ","2005","Chasis bottom","Laptop","Steel",10.2
"1081","Dell Latitude 14.1"" D610 ","2005","Chasis bottom","Laptop","Plastic",154.8
"1082","Dell Latitude 14.1"" D610 ","2005","Chasis bottom","Laptop","Others",6.3
"1083","Dell Latitude 14.1"" D610 ","2005","Chasis top","Laptop","Aluminum",6.4
"1084","Dell Latitude 14.1"" D610 ","2005","Chasis top","Laptop","Copper",6.5
"1085","Dell Latitude 14.1"" D610 ","2005","Chasis top","Laptop","Steel",1.7
"1086","Dell Latitude 14.1"" D610 ","2005","Chasis top","Laptop","Plastic",181.4
"1087","Dell Latitude 14.1"" D610 ","2005","Chasis top","Laptop","Others",0.2
"1088","Dell Latitude 14.1"" D610 ","2005","Display","Laptop","Aluminum",5.2
"1089","Dell Latitude 14.1"" D610 ","2005","Display","Laptop","Steel",65
"1090","Dell Latitude 14.1"" D610 ","2005","Display","Laptop","Plastic",219.9
"1091","Dell Latitude 14.1"" D610 ","2005","Display","Laptop","PCB",26.6
"1092","Dell Latitude 14.1"" D610 ","2005","Display","Laptop","Flat panel glass",208.1
"1093","Dell Latitude 14.1"" D610 ","2005","Display","Laptop","Others",13.1
"1094","Dell Latitude 14.1"" D610 ","2005","Fan","Laptop","Copper",0.75
"1095","Dell Latitude 14.1"" D610 ","2005","Fan","Laptop","Steel",2.55
"1096","Dell Latitude 14.1"" D610 ","2005","Fan","Laptop","Plastic",18.95
"1097","Dell Latitude 14.1"" D610 ","2005","Fan","Laptop","PCB",0.45
"1098","Dell Latitude 14.1"" D610 ","2005","Fan","Laptop","Others",0.2
"1099","Dell Latitude 14.1"" D610 ","2005","Hard drive","Laptop","Aluminum",50.3
"1100","Dell Latitude 14.1"" D610 ","2005","Hard drive","Laptop","Steel",38
"1101","Dell Latitude 14.1"" D610 ","2005","Hard drive","Laptop","Plastic",7.05
"1102","Dell Latitude 14.1"" D610 ","2005","Hard drive","Laptop","PCB",14.6
