"","model","year","component","product","material","value"
"915","Nikon Coolpix S3000 ","2010","Total mass (g)","Digital camera","Li-ion battery",14.6
"916","Nikon Coolpix S3000 ","2010","Total mass (g)","Digital camera","PCB",9.3
"917","Nikon Coolpix S3000 ","2010","Total mass (g)","Digital camera","Flat panel glass",7.6
"918","Nikon Coolpix S3000 ","2010","Total mass (g)","Digital camera","Other glass",1.9
"919","Nikon Coolpix S3000 ","2010","Total mass (g)","Digital camera","Others",5.8
"920","Nikon Coolpix S3000 ","2010","Total mass (g)","Digital camera","Total mass (g)",110.4
"921","DJI Phantom FC40 P330D ","2013","Balance charger","Drone ","Copper",0.85
"922","DJI Phantom FC40 P330D ","2013","Balance charger","Drone ","Steel",1.8
"923","DJI Phantom FC40 P330D ","2013","Balance charger","Drone ","Plastic",58.05
"924","DJI Phantom FC40 P330D ","2013","Balance charger","Drone ","PCB",107.9
"925","DJI Phantom FC40 P330D ","2013","Balance charger","Drone ","Others",0.6
"926","DJI Phantom FC40 P330D ","2013","Balance charger","Drone ","Total mass (g)",169.2
"927","DJI Phantom FC40 P330D ","2013","Connecting wires,adapters&extra parts","Drone ","Aluminum",17.01
"928","DJI Phantom FC40 P330D ","2013","Connecting wires,adapters&extra parts","Drone ","Copper",27.32
"929","DJI Phantom FC40 P330D ","2013","Connecting wires,adapters&extra parts","Drone ","Steel",48.67
"930","DJI Phantom FC40 P330D ","2013","Connecting wires,adapters&extra parts","Drone ","Plastic",71.5
"931","DJI Phantom FC40 P330D ","2013","Connecting wires,adapters&extra parts","Drone ","Total mass (g)",164.5
"932","DJI Phantom FC40 P330D ","2013","Drone (mainbody + camera)","Drone ","Aluminum",28.95
"933","DJI Phantom FC40 P330D ","2013","Drone (mainbody + camera)","Drone ","Copper",38.45
"934","DJI Phantom FC40 P330D ","2013","Drone (mainbody + camera)","Drone ","Steel",191.45
"935","DJI Phantom FC40 P330D ","2013","Drone (mainbody + camera)","Drone ","Plastic",523.9
"936","DJI Phantom FC40 P330D ","2013","Drone (mainbody + camera)","Drone ","Li-ion battery",164.9
"937","DJI Phantom FC40 P330D ","2013","Drone (mainbody + camera)","Drone ","PCB",86.3
"938","DJI Phantom FC40 P330D ","2013","Drone (mainbody + camera)","Drone ","Other metals",0.7
"939","DJI Phantom FC40 P330D ","2013","Drone (mainbody + camera)","Drone ","Others",10.1
"940","DJI Phantom FC40 P330D ","2013","Drone (mainbody + camera)","Drone ","Total mass (g)",1044.75
"941","DJI Phantom FC40 P330D ","2013","Remote control","Drone ","Aluminum",6.8
"942","DJI Phantom FC40 P330D ","2013","Remote control","Drone ","Copper",3.68
"943","DJI Phantom FC40 P330D ","2013","Remote control","Drone ","Steel",125.7
"944","DJI Phantom FC40 P330D ","2013","Remote control","Drone ","Plastic",304.6
"945","DJI Phantom FC40 P330D ","2013","Remote control","Drone ","PCB",38.8
"946","DJI Phantom FC40 P330D ","2013","Remote control","Drone ","Others",0.4
"947","DJI Phantom FC40 P330D ","2013","Remote control","Drone ","Total mass (g)",479.98
"948","DJI Phantom FC40 P330D ","2013","Total mass (g)","Drone ","Aluminum",52.76
"949","DJI Phantom FC40 P330D ","2013","Total mass (g)","Drone ","Copper",70.3
"950","DJI Phantom FC40 P330D ","2013","Total mass (g)","Drone ","Steel",367.62
"951","DJI Phantom FC40 P330D ","2013","Total mass (g)","Drone ","Plastic",958.05
"952","DJI Phantom FC40 P330D ","2013","Total mass (g)","Drone ","Li-ion battery",164.9
"953","DJI Phantom FC40 P330D ","2013","Total mass (g)","Drone ","PCB",233
"954","DJI Phantom FC40 P330D ","2013","Total mass (g)","Drone ","Other metals",0.7
"955","DJI Phantom FC40 P330D ","2013","Total mass (g)","Drone ","Others",11.1
"956","DJI Phantom FC40 P330D ","2013","Total mass (g)","Drone ","Total mass (g)",1858.43
"957","UDI U818A Axis gyro RC quadcopter ","2014","Drone (mainbody + camera)","Drone ","Copper",6
"958","UDI U818A Axis gyro RC quadcopter ","2014","Drone (mainbody + camera)","Drone ","Steel",17.9
"959","UDI U818A Axis gyro RC quadcopter ","2014","Drone (mainbody + camera)","Drone ","Plastic",83.05
"960","UDI U818A Axis gyro RC quadcopter ","2014","Drone (mainbody + camera)","Drone ","Li-ion battery",16.5
"961","UDI U818A Axis gyro RC quadcopter ","2014","Drone (mainbody + camera)","Drone ","PCB",7
"962","UDI U818A Axis gyro RC quadcopter ","2014","Drone (mainbody + camera)","Drone ","Others",0.25
"963","UDI U818A Axis gyro RC quadcopter ","2014","Drone (mainbody + camera)","Drone ","Total mass (g)",130.7
"964","UDI U818A Axis gyro RC quadcopter ","2014","Remote control","Drone ","Copper",1.4
"965","UDI U818A Axis gyro RC quadcopter ","2014","Remote control","Drone ","Steel",5.8
"966","UDI U818A Axis gyro RC quadcopter ","2014","Remote control","Drone ","Plastic",121.4
"967","UDI U818A Axis gyro RC quadcopter ","2014","Remote control","Drone ","PCB",48.7
"968","UDI U818A Axis gyro RC quadcopter ","2014","Remote control","Drone ","Flat panel glass",12.8
"969","UDI U818A Axis gyro RC quadcopter ","2014","Remote control","Drone ","Total mass (g)",190.1
"970","UDI U818A Axis gyro RC quadcopter ","2014","Total mass (g)","Drone ","Copper",7.4
"971","UDI U818A Axis gyro RC quadcopter ","2014","Total mass (g)","Drone ","Steel",23.7
"972","UDI U818A Axis gyro RC quadcopter ","2014","Total mass (g)","Drone ","Plastic",204.45
"973","UDI U818A Axis gyro RC quadcopter ","2014","Total mass (g)","Drone ","Li-ion battery",16.5
"974","UDI U818A Axis gyro RC quadcopter ","2014","Total mass (g)","Drone ","PCB",55.7
"975","UDI U818A Axis gyro RC quadcopter ","2014","Total mass (g)","Drone ","Flat panel glass",12.8
"976","UDI U818A Axis gyro RC quadcopter ","2014","Total mass (g)","Drone ","Others",0.25
"977","UDI U818A Axis gyro RC quadcopter ","2014","Total mass (g)","Drone ","Total mass (g)",320.8
"978","Protocol Neo mini RC ","2015","Drone (mainbody)","Drone ","Copper",0.9
"979","Protocol Neo mini RC ","2015","Drone (mainbody)","Drone ","Steel",4.6
"980","Protocol Neo mini RC ","2015","Drone (mainbody)","Drone ","Plastic",3.3
"981","Protocol Neo mini RC ","2015","Drone (mainbody)","Drone ","Li-ion battery",4.1
"982","Protocol Neo mini RC ","2015","Drone (mainbody)","Drone ","PCB",2.9
"983","Protocol Neo mini RC ","2015","Drone (mainbody)","Drone ","Total mass (g)",15.8
"984","Protocol Neo mini RC ","2015","Remote control","Drone ","Copper",0.1
"985","Protocol Neo mini RC ","2015","Remote control","Drone ","Steel",1.3
"986","Protocol Neo mini RC ","2015","Remote control","Drone ","Plastic",31.4
"987","Protocol Neo mini RC ","2015","Remote control","Drone ","PCB",23.4
"988","Protocol Neo mini RC ","2015","Remote control","Drone ","Total mass (g)",56.2
"989","Protocol Neo mini RC ","2015","Charger","Drone ","Copper",0.7
"990","Protocol Neo mini RC ","2015","Charger","Drone ","Steel",1.4
"991","Protocol Neo mini RC ","2015","Charger","Drone ","Plastic",6.3
"992","Protocol Neo mini RC ","2015","Charger","Drone ","PCB",0.4
"993","Protocol Neo mini RC ","2015","Charger","Drone ","Total mass (g)",8.8
"994","Protocol Neo mini RC ","2015","Total mass (g)","Drone ","Copper",1.7
"995","Protocol Neo mini RC ","2015","Total mass (g)","Drone ","Steel",7.3
"996","Protocol Neo mini RC ","2015","Total mass (g)","Drone ","Plastic",41
"997","Protocol Neo mini RC ","2015","Total mass (g)","Drone ","Li-ion battery",4.1
"998","Protocol Neo mini RC ","2015","Total mass (g)","Drone ","PCB",26.7
"999","Protocol Neo mini RC ","2015","Total mass (g)","Drone ","Total mass (g)",80.8
"1000","Promark P70-VR quadcopter ","2016","Drone (main body + camera)","Drone ","Aluminum",2.25
"1001","Promark P70-VR quadcopter ","2016","Drone (main body + camera)","Drone ","Copper",25.14
"1002","Promark P70-VR quadcopter ","2016","Drone (main body + camera)","Drone ","Steel",124.29
"1003","Promark P70-VR quadcopter ","2016","Drone (main body + camera)","Drone ","Plastic",348.12
"1004","Promark P70-VR quadcopter ","2016","Drone (main body + camera)","Drone ","Li-ion battery",113
"1005","Promark P70-VR quadcopter ","2016","Drone (main body + camera)","Drone ","PCB",27.2
"1006","Promark P70-VR quadcopter ","2016","Drone (main body + camera)","Drone ","Others",0.1
"1007","Promark P70-VR quadcopter ","2016","Drone (main body + camera)","Drone ","Total mass (g)",640.1
"1008","Promark P70-VR quadcopter ","2016","Remote control","Drone ","Aluminum",1.44
"1009","Promark P70-VR quadcopter ","2016","Remote control","Drone ","Copper",12.5
"1010","Promark P70-VR quadcopter ","2016","Remote control","Drone ","Steel",12.64
"1011","Promark P70-VR quadcopter ","2016","Remote control","Drone ","Plastic",177.36
"1012","Promark P70-VR quadcopter ","2016","Remote control","Drone ","PCB",38.3
"1013","Promark P70-VR quadcopter ","2016","Remote control","Drone ","Others",0.8
"1014","Promark P70-VR quadcopter ","2016","Remote control","Drone ","Total mass (g)",243.04
"1015","Promark P70-VR quadcopter ","2016","3D Glasses","Drone ","Steel",13.65
"1016","Promark P70-VR quadcopter ","2016","3D Glasses","Drone ","Plastic",308.85
"1017","Promark P70-VR quadcopter ","2016","3D Glasses","Drone ","Others",76.9
"1018","Promark P70-VR quadcopter ","2016","3D Glasses","Drone ","Total mass (g)",399.4
"1019","Promark P70-VR quadcopter ","2016","Total mass (g)","Drone ","Aluminum",3.69
"1020","Promark P70-VR quadcopter ","2016","Total mass (g)","Drone ","Copper",37.64
"1021","Promark P70-VR quadcopter ","2016","Total mass (g)","Drone ","Steel",150.58
"1022","Promark P70-VR quadcopter ","2016","Total mass (g)","Drone ","Plastic",834.33
"1023","Promark P70-VR quadcopter ","2016","Total mass (g)","Drone ","Li-ion battery",113
"1024","Promark P70-VR quadcopter ","2016","Total mass (g)","Drone ","PCB",65.5
"1025","Promark P70-VR quadcopter ","2016","Total mass (g)","Drone ","Others",77.8
"1026","Promark P70-VR quadcopter ","2016","Total mass (g)","Drone ","Total mass (g)",1282.54
"1027","Amazon Kindle Graphite ","WiFi, 6"" ","Battery","E-reader","Li-ion battery",53.1
"1028","Amazon Kindle Graphite ","WiFi, 6"" ","Battery","E-reader","Total mass (g)",53.1
"1029","Amazon Kindle Graphite ","WiFi, 6"" ","Casing","E-reader","Aluminum",3.6
"1030","Amazon Kindle Graphite ","WiFi, 6"" ","Casing","E-reader","Plastic",57.5
"1031","Amazon Kindle Graphite ","WiFi, 6"" ","Casing","E-reader","Other metals",0.1
"1032","Amazon Kindle Graphite ","WiFi, 6"" ","Casing","E-reader","Total mass (g)",61.2
"1033","Amazon Kindle Graphite ","WiFi, 6"" ","Display","E-reader","Copper",0.8
"1034","Amazon Kindle Graphite ","WiFi, 6"" ","Display","E-reader","PCB",0.4
"1035","Amazon Kindle Graphite ","WiFi, 6"" ","Display","E-reader","Flat panel glass",31.3
"1036","Amazon Kindle Graphite ","WiFi, 6"" ","Display","E-reader","Total mass (g)",32.5
"1037","Amazon Kindle Graphite ","WiFi, 6"" ","Interior modules","E-reader","Aluminum",0.2
"1038","Amazon Kindle Graphite ","WiFi, 6"" ","Interior modules","E-reader","Copper",1.6
"1039","Amazon Kindle Graphite ","WiFi, 6"" ","Interior modules","E-reader","Steel",24.7
"1040","Amazon Kindle Graphite ","WiFi, 6"" ","Interior modules","E-reader","Plastic",12.9
"1041","Amazon Kindle Graphite ","WiFi, 6"" ","Interior modules","E-reader","Other metals",0.1
"1042","Amazon Kindle Graphite ","WiFi, 6"" ","Interior modules","E-reader","Others",0.7
"1043","Amazon Kindle Graphite ","WiFi, 6"" ","Interior modules","E-reader","Total mass (g)",40.2
"1044","Amazon Kindle Graphite ","WiFi, 6"" ","Motherboard","E-reader","Aluminum",9.7
"1045","Amazon Kindle Graphite ","WiFi, 6"" ","Motherboard","E-reader","PCB",25.3
"1046","Amazon Kindle Graphite ","WiFi, 6"" ","Motherboard","E-reader","Total mass (g)",35
"1047","Amazon Kindle Graphite ","WiFi, 6"" ","Total mass (g)","E-reader","Aluminum",13.5
"1048","Amazon Kindle Graphite ","WiFi, 6"" ","Total mass (g)","E-reader","Copper",2.4
"1049","Amazon Kindle Graphite ","WiFi, 6"" ","Total mass (g)","E-reader","Steel",24.7
"1050","Amazon Kindle Graphite ","WiFi, 6"" ","Total mass (g)","E-reader","Plastic",70.4
"1051","Amazon Kindle Graphite ","WiFi, 6"" ","Total mass (g)","E-reader","Li-ion battery",53.1
"1052","Amazon Kindle Graphite ","WiFi, 6"" ","Total mass (g)","E-reader","PCB",25.7
"1053","Amazon Kindle Graphite ","WiFi, 6"" ","Total mass (g)","E-reader","Flat panel glass",31.3
"1054","Amazon Kindle Graphite ","WiFi, 6"" ","Total mass (g)","E-reader","Other metals",0.2
"1055","Amazon Kindle Graphite ","WiFi, 6"" ","Total mass (g)","E-reader","Others",0.7
"1056","Amazon Kindle Graphite ","WiFi, 6"" ","Total mass (g)","E-reader","Total mass (g)",222
"1057","Amazon Kindle 7"" SQ46CW ","2014","Battery","E-reader","Li-ion battery",59.8
"1058","Amazon Kindle 7"" SQ46CW ","2014","Battery","E-reader","Total mass (g)",59.8
"1059","Amazon Kindle 7"" SQ46CW ","2014","Casing","E-reader","Plastic",53.62
"1060","Amazon Kindle 7"" SQ46CW ","2014","Casing","E-reader","Total mass (g)",53.62
"1061","Amazon Kindle 7"" SQ46CW ","2014","Display","E-reader","Copper",0.2
"1062","Amazon Kindle 7"" SQ46CW ","2014","Display","E-reader","Steel",1.8
"1063","Amazon Kindle 7"" SQ46CW ","2014","Display","E-reader","Plastic",26.1
"1064","Amazon Kindle 7"" SQ46CW ","2014","Display","E-reader","Flat panel glass",43.6
"1065","Amazon Kindle 7"" SQ46CW ","2014","Display","E-reader","Other glass",70.48
"1066","Amazon Kindle 7"" SQ46CW ","2014","Display","E-reader","Total mass (g)",142.18
"1067","Amazon Kindle 7"" SQ46CW ","2014","Interior modules*","E-reader","Aluminum",4.7
"1068","Amazon Kindle 7"" SQ46CW ","2014","Interior modules*","E-reader","Copper",1.7
"1069","Amazon Kindle 7"" SQ46CW ","2014","Interior modules*","E-reader","Steel",2.1
"1070","Amazon Kindle 7"" SQ46CW ","2014","Interior modules*","E-reader","Plastic",6.6
"1071","Amazon Kindle 7"" SQ46CW ","2014","Interior modules*","E-reader","Other metals",28.9
"1072","Amazon Kindle 7"" SQ46CW ","2014","Interior modules*","E-reader","Others",0.7
"1073","Amazon Kindle 7"" SQ46CW ","2014","Interior modules*","E-reader","Total mass (g)",44.7
"1074","Amazon Kindle 7"" SQ46CW ","2014","Motherboard","E-reader","PCB",30.8
"1075","Amazon Kindle 7"" SQ46CW ","2014","Motherboard","E-reader","Total mass (g)",30.8
"1076","Amazon Kindle 7"" SQ46CW ","2014","Total mass (g)","E-reader","Aluminum",4.7
"1077","Amazon Kindle 7"" SQ46CW ","2014","Total mass (g)","E-reader","Copper",1.9
"1078","Amazon Kindle 7"" SQ46CW ","2014","Total mass (g)","E-reader","Steel",3.9
"1079","Amazon Kindle 7"" SQ46CW ","2014","Total mass (g)","E-reader","Plastic",86.32
"1080","Amazon Kindle 7"" SQ46CW ","2014","Total mass (g)","E-reader","Li-ion battery",59.8
"1081","Amazon Kindle 7"" SQ46CW ","2014","Total mass (g)","E-reader","PCB",30.8
"1082","Amazon Kindle 7"" SQ46CW ","2014","Total mass (g)","E-reader","Flat panel glass",43.6
"1083","Amazon Kindle 7"" SQ46CW ","2014","Total mass (g)","E-reader","Other glass",70.48
"1084","Amazon Kindle 7"" SQ46CW ","2014","Total mass (g)","E-reader","Other metals",28.9
"1085","Amazon Kindle 7"" SQ46CW ","2014","Total mass (g)","E-reader","Others",0.7
"1086","Amazon Kindle 7"" SQ46CW ","2014","Total mass (g)","E-reader","Total mass (g)",331.1
"1087","RCR REB 1100 E-book reader ","2001","Battery","E-reader","Li-ion battery",91.89
"1088","RCR REB 1100 E-book reader ","2001","Battery","E-reader","Total mass (g)",91.89
"1089","RCR REB 1100 E-book reader ","2001","Casing","E-reader","Steel",28.63
"1090","RCR REB 1100 E-book reader ","2001","Casing","E-reader","Plastic",177.96
"1091","RCR REB 1100 E-book reader ","2001","Casing","E-reader","Total mass (g)",206.59
"1092","RCR REB 1100 E-book reader ","2001","Display","E-reader","Plastic",9.78
"1093","RCR REB 1100 E-book reader ","2001","Display","E-reader","Flat panel glass",114.85
"1094","RCR REB 1100 E-book reader ","2001","Display","E-reader","Other metals",0.36
"1095","RCR REB 1100 E-book reader ","2001","Display","E-reader","Others",0.59
"1096","RCR REB 1100 E-book reader ","2001","Display","E-reader","Total mass (g)",125.57
"1097","RCR REB 1100 E-book reader ","2001","Interior modules","E-reader","Total mass (g)",0
"1098","RCR REB 1100 E-book reader ","2001","Motherboard","E-reader","Aluminum",9
"1099","RCR REB 1100 E-book reader ","2001","Motherboard","E-reader","PCB",82.33
"1100","RCR REB 1100 E-book reader ","2001","Motherboard","E-reader","Total mass (g)",91.33
"1101","RCR REB 1100 E-book reader ","2001","Total mass (g)","E-reader","Aluminum",9
"1102","RCR REB 1100 E-book reader ","2001","Total mass (g)","E-reader","Steel",28.63
"1103","RCR REB 1100 E-book reader ","2001","Total mass (g)","E-reader","Plastic",187.74
"1104","RCR REB 1100 E-book reader ","2001","Total mass (g)","E-reader","Li-ion battery",91.89
"1105","RCR REB 1100 E-book reader ","2001","Total mass (g)","E-reader","PCB",82.33
"1106","RCR REB 1100 E-book reader ","2001","Total mass (g)","E-reader","Flat panel glass",114.85
"1107","RCR REB 1100 E-book reader ","2001","Total mass (g)","E-reader","Other metals",0.36
"1108","RCR REB 1100 E-book reader ","2001","Total mass (g)","E-reader","Others",0.59
"1109","RCR REB 1100 E-book reader ","2001","Total mass (g)","E-reader","Total mass (g)",515.38
"1110","Amazon Kindle 3rd generation WiFi ","2010","Battery","E-reader","Li-ion battery",51
"1111","Amazon Kindle 3rd generation WiFi ","2010","Battery","E-reader","Total mass (g)",51
"1112","Amazon Kindle 3rd generation WiFi ","2010","Casing","E-reader","Steel",1.5
"1113","Amazon Kindle 3rd generation WiFi ","2010","Casing","E-reader","Plastic",57
"1114","Amazon Kindle 3rd generation WiFi ","2010","Casing","E-reader","Total mass (g)",58.5
"1115","Amazon Kindle 3rd generation WiFi ","2010","Display","E-reader","Flat panel glass",34
"1116","Amazon Kindle 3rd generation WiFi ","2010","Display","E-reader","Total mass (g)",34
"1117","Amazon Kindle 3rd generation WiFi ","2010","Interior modules","E-reader","Aluminum",25
"1118","Amazon Kindle 3rd generation WiFi ","2010","Interior modules","E-reader","Plastic",19.3
"1119","Amazon Kindle 3rd generation WiFi ","2010","Interior modules","E-reader","Others",1
"1120","Amazon Kindle 3rd generation WiFi ","2010","Interior modules","E-reader","Total mass (g)",45.3
"1121","Amazon Kindle 3rd generation WiFi ","2010","Motherboard","E-reader","Aluminum",9
"1122","Amazon Kindle 3rd generation WiFi ","2010","Motherboard","E-reader","PCB",25.9
"1123","Amazon Kindle 3rd generation WiFi ","2010","Motherboard","E-reader","Total mass (g)",34.9
"1124","Amazon Kindle 3rd generation WiFi ","2010","Total mass (g)","E-reader","Aluminum",34
"1125","Amazon Kindle 3rd generation WiFi ","2010","Total mass (g)","E-reader","Steel",1.5
"1126","Amazon Kindle 3rd generation WiFi ","2010","Total mass (g)","E-reader","Plastic",76.3
"1127","Amazon Kindle 3rd generation WiFi ","2010","Total mass (g)","E-reader","Li-ion battery",51
"1128","Amazon Kindle 3rd generation WiFi ","2010","Total mass (g)","E-reader","PCB",25.9
"1129","Amazon Kindle 3rd generation WiFi ","2010","Total mass (g)","E-reader","Flat panel glass",34
"1130","Amazon Kindle 3rd generation WiFi ","2010","Total mass (g)","E-reader","Others",1
"1131","Amazon Kindle 3rd generation WiFi ","2010","Total mass (g)","E-reader","Total mass (g)",223.7
"1132","Fitbit One clip-on FB103 ","2012","Clip","Fitness tracker","Steel",3.4
"1133","Fitbit One clip-on FB103 ","2012","Clip","Fitness tracker","Plastic",0.3
"1134","Fitbit One clip-on FB103 ","2012","Clip","Fitness tracker","Others",4.8
"1135","Fitbit One clip-on FB103 ","2012","Clip","Fitness tracker","Total mass (g)",8.5
"1136","Fitbit One clip-on FB103 ","2012","Fitness tracker body","Fitness tracker","Aluminum",1.88
"1137","Fitbit One clip-on FB103 ","2012","Fitness tracker body","Fitness tracker","Steel",0.7
"1138","Fitbit One clip-on FB103 ","2012","Fitness tracker body","Fitness tracker","Plastic",1.7
"1139","Fitbit One clip-on FB103 ","2012","Fitness tracker body","Fitness tracker","Li-ion battery",1.4
"1140","Fitbit One clip-on FB103 ","2012","Fitness tracker body","Fitness tracker","PCB",1.4
"1141","Fitbit One clip-on FB103 ","2012","Fitness tracker body","Fitness tracker","Flat panel glass",0.7
"1142","Fitbit One clip-on FB103 ","2012","Fitness tracker body","Fitness tracker","Total mass (g)",7.78
"1143","Fitbit One clip-on FB103 ","2012","Total mass (g)","Fitness tracker","Aluminum",1.88
"1144","Fitbit One clip-on FB103 ","2012","Total mass (g)","Fitness tracker","Steel",4.1
"1145","Fitbit One clip-on FB103 ","2012","Total mass (g)","Fitness tracker","Plastic",2
"1146","Fitbit One clip-on FB103 ","2012","Total mass (g)","Fitness tracker","Li-ion battery",1.4
"1147","Fitbit One clip-on FB103 ","2012","Total mass (g)","Fitness tracker","PCB",1.4
"1148","Fitbit One clip-on FB103 ","2012","Total mass (g)","Fitness tracker","Flat panel glass",0.7
"1149","Fitbit One clip-on FB103 ","2012","Total mass (g)","Fitness tracker","Others",4.8
"1150","Fitbit One clip-on FB103 ","2012","Total mass (g)","Fitness tracker","Total mass (g)",16.28
"1151","Fitbit Zip wireless activity tracker FB150 ","2012","Fitness tracker body","Fitness tracker","Plastic",3
"1152","Fitbit Zip wireless activity tracker FB150 ","2012","Fitness tracker body","Fitness tracker","Li-ion battery",2.4
"1153","Fitbit Zip wireless activity tracker FB150 ","2012","Fitness tracker body","Fitness tracker","PCB",1.5
"1154","Fitbit Zip wireless activity tracker FB150 ","2012","Fitness tracker body","Fitness tracker","Flat panel glass",1
"1155","Fitbit Zip wireless activity tracker FB150 ","2012","Fitness tracker body","Fitness tracker","Total mass (g)",7.9
"1156","Fitbit Zip wireless activity tracker FB150 ","2012","Clip","Fitness tracker","Steel",3.2
"1157","Fitbit Zip wireless activity tracker FB150 ","2012","Clip","Fitness tracker","Plastic",0.3
"1158","Fitbit Zip wireless activity tracker FB150 ","2012","Clip","Fitness tracker","Others",5
"1159","Fitbit Zip wireless activity tracker FB150 ","2012","Clip","Fitness tracker","Total mass (g)",8.5
"1160","Fitbit Zip wireless activity tracker FB150 ","2012","Total mass (g)","Fitness tracker","Steel",3.2
"1161","Fitbit Zip wireless activity tracker FB150 ","2012","Total mass (g)","Fitness tracker","Plastic",3.3
"1162","Fitbit Zip wireless activity tracker FB150 ","2012","Total mass (g)","Fitness tracker","Li-ion battery",2.4
"1163","Fitbit Zip wireless activity tracker FB150 ","2012","Total mass (g)","Fitness tracker","PCB",1.5
"1164","Fitbit Zip wireless activity tracker FB150 ","2012","Total mass (g)","Fitness tracker","Flat panel glass",1
"1165","Fitbit Zip wireless activity tracker FB150 ","2012","Total mass (g)","Fitness tracker","Others",5
"1166","Fitbit Zip wireless activity tracker FB150 ","2012","Total mass (g)","Fitness tracker","Total mass (g)",16.4
"1167","Jawbone 2nd generation ","2013","Band cover","Fitness tracker","Others",6.8
"1168","Jawbone 2nd generation ","2013","Band cover","Fitness tracker","Total mass (g)",6.8
"1169","Jawbone 2nd generation ","2013","End cap","Fitness tracker","Steel",0.5
"1170","Jawbone 2nd generation ","2013","End cap","Fitness tracker","Plastic",0.5
"1171","Jawbone 2nd generation ","2013","End cap","Fitness tracker","Total mass (g)",1
"1172","Jawbone 2nd generation ","2013","End plate","Fitness tracker","Steel",0.2
"1173","Jawbone 2nd generation ","2013","End plate","Fitness tracker","Total mass (g)",0.2
"1174","Jawbone 2nd generation ","2013","Inner band","Fitness tracker","Aluminum",0.2
"1175","Jawbone 2nd generation ","2013","Inner band","Fitness tracker","Steel",8
"1176","Jawbone 2nd generation ","2013","Inner band","Fitness tracker","Plastic",2.4
"1177","Jawbone 2nd generation ","2013","Inner band","Fitness tracker","Li-ion battery",0.8
"1178","Jawbone 2nd generation ","2013","Inner band","Fitness tracker","PCB",0.8
"1179","Jawbone 2nd generation ","2013","Inner band","Fitness tracker","Others",2.2
"1180","Jawbone 2nd generation ","2013","Inner band","Fitness tracker","Total mass (g)",14.4
"1181","Jawbone 2nd generation ","2013","Total mass (g)","Fitness tracker","Aluminum",0.2
"1182","Jawbone 2nd generation ","2013","Total mass (g)","Fitness tracker","Steel",8.7
"1183","Jawbone 2nd generation ","2013","Total mass (g)","Fitness tracker","Plastic",2.9
"1184","Jawbone 2nd generation ","2013","Total mass (g)","Fitness tracker","Li-ion battery",0.8
"1185","Jawbone 2nd generation ","2013","Total mass (g)","Fitness tracker","PCB",0.8
"1186","Jawbone 2nd generation ","2013","Total mass (g)","Fitness tracker","Others",9
"1187","Jawbone 2nd generation ","2013","Total mass (g)","Fitness tracker","Total mass (g)",22.4
"1188","Samsung gear fit SMR350 ","2014","Cable","Fitness tracker","Copper",2.5
"1189","Samsung gear fit SMR350 ","2014","Cable","Fitness tracker","Steel",2
"1190","Samsung gear fit SMR350 ","2014","Cable","Fitness tracker","Plastic",5.8
"1191","Samsung gear fit SMR350 ","2014","Cable","Fitness tracker","Total mass (g)",10.3
"1192","Samsung gear fit SMR350 ","2014","Cradle","Fitness tracker","Plastic",3.1
"1193","Samsung gear fit SMR350 ","2014","Cradle","Fitness tracker","PCB",1.1
"1194","Samsung gear fit SMR350 ","2014","Cradle","Fitness tracker","Total mass (g)",4.2
"1195","Samsung gear fit SMR350 ","2014","Fitness tracker body","Fitness tracker","Aluminum",1.7
"1196","Samsung gear fit SMR350 ","2014","Fitness tracker body","Fitness tracker","Steel",0.3
"1197","Samsung gear fit SMR350 ","2014","Fitness tracker body","Fitness tracker","Plastic",5.1
"1198","Samsung gear fit SMR350 ","2014","Fitness tracker body","Fitness tracker","Li-ion battery",3.5
"1199","Samsung gear fit SMR350 ","2014","Fitness tracker body","Fitness tracker","PCB",2.9
"1200","Samsung gear fit SMR350 ","2014","Fitness tracker body","Fitness tracker","Flat panel glass",2.9
"1201","Samsung gear fit SMR350 ","2014","Fitness tracker body","Fitness tracker","Others",10
"1202","Samsung gear fit SMR350 ","2014","Fitness tracker body","Fitness tracker","Total mass (g)",26.4
"1203","Samsung gear fit SMR350 ","2014","Total mass (g)","Fitness tracker","Aluminum",1.7
"1204","Samsung gear fit SMR350 ","2014","Total mass (g)","Fitness tracker","Copper",2.5
"1205","Samsung gear fit SMR350 ","2014","Total mass (g)","Fitness tracker","Steel",2.3
"1206","Samsung gear fit SMR350 ","2014","Total mass (g)","Fitness tracker","Plastic",14
"1207","Samsung gear fit SMR350 ","2014","Total mass (g)","Fitness tracker","Li-ion battery",3.5
"1208","Samsung gear fit SMR350 ","2014","Total mass (g)","Fitness tracker","PCB",4
"1209","Samsung gear fit SMR350 ","2014","Total mass (g)","Fitness tracker","Flat panel glass",2.9
"1210","Samsung gear fit SMR350 ","2014","Total mass (g)","Fitness tracker","Others",10
"1211","Samsung gear fit SMR350 ","2014","Total mass (g)","Fitness tracker","Total mass (g)",40.9
"1212","Sony Smartwatch SWR30 ","2014","Fitness tracker body","Fitness tracker","Aluminum",0.9
"1213","Sony Smartwatch SWR30 ","2014","Fitness tracker body","Fitness tracker","Copper",0.2
"1214","Sony Smartwatch SWR30 ","2014","Fitness tracker body","Fitness tracker","Steel",2.7
"1215","Sony Smartwatch SWR30 ","2014","Fitness tracker body","Fitness tracker","Plastic",2.6
