"","model","year","component","product","material","value"
"329","Toshiba BDK33KU ","approx. 2012","Other components*","CRT TV","Copper",53
"330","Toshiba BDK33KU ","approx. 2012","Other components*","CRT TV","Steel",58
"331","Toshiba BDK33KU ","approx. 2012","Other components*","CRT TV","Plastic",75
"332","Toshiba BDK33KU ","approx. 2012","Other components*","CRT TV","Other metals",1
"333","Toshiba BDK33KU ","approx. 2012","Other components*","CRT TV","Others",17
"334","Toshiba BDK33KU ","approx. 2012","Other components*","CRT TV","Total mass (g)",204
"335","Toshiba BDK33KU ","approx. 2012","Total mass (g)","CRT TV","Aluminum",321
"336","Toshiba BDK33KU ","approx. 2012","Total mass (g)","CRT TV","Copper",1805
"337","Toshiba BDK33KU ","approx. 2012","Total mass (g)","CRT TV","Steel",4232
"338","Toshiba BDK33KU ","approx. 2012","Total mass (g)","CRT TV","Plastic",5170
"339","Toshiba BDK33KU ","approx. 2012","Total mass (g)","CRT TV","PCB",429
"340","Toshiba BDK33KU ","approx. 2012","Total mass (g)","CRT TV","CRT glass",27360.4
"341","Toshiba BDK33KU ","approx. 2012","Total mass (g)","CRT TV","Other metals",2062.7
"342","Toshiba BDK33KU ","approx. 2012","Total mass (g)","CRT TV","Others",137.2
"343","Toshiba BDK33KU ","approx. 2012","Total mass (g)","CRT TV","Total mass (g)",41517.3
"344","Toshiba BDK33KU ","approx. 2012","Total mass (g)","CRT TV","Aluminum",122
"345","Toshiba BDK33KU ","approx. 2012","Total mass (g)","CRT TV","Copper",1283
"346","Toshiba BDK33KU ","approx. 2012","Total mass (g)","CRT TV","Plastic",4039
"347","Toshiba BDK33KU ","approx. 2012","Total mass (g)","CRT TV","PCB",1644
"348","Toshiba BDK33KU ","approx. 2012","Total mass (g)","CRT TV","CRT glass",17785
"349","Toshiba BDK33KU ","approx. 2012","Total mass (g)","CRT TV","Others",1798
"350","Toshiba BDK33KU ","approx. 2012","Total mass (g)","CRT TV","Total mass (g)",26671
"351","RCA DVD/CD player ","approx. 2004","Case","DVD player","Steel",2103.05
"352","RCA DVD/CD player ","approx. 2004","Case","DVD player","Plastic",276.85
"353","RCA DVD/CD player ","approx. 2004","Case","DVD player","Others",0.9
"354","RCA DVD/CD player ","approx. 2004","Case","DVD player","Total mass (g)",2380.8
"355","RCA DVD/CD player ","approx. 2004","DVD drive","DVD player","Copper",9.56
"356","RCA DVD/CD player ","approx. 2004","DVD drive","DVD player","Steel",200.64
"357","RCA DVD/CD player ","approx. 2004","DVD drive","DVD player","Plastic",779.1
"358","RCA DVD/CD player ","approx. 2004","DVD drive","DVD player","PCB",45
"359","RCA DVD/CD player ","approx. 2004","DVD drive","DVD player","Others",0.8
"360","RCA DVD/CD player ","approx. 2004","DVD drive","DVD player","Total mass (g)",1035.1
"361","RCA DVD/CD player ","approx. 2004","Motherboard","DVD player","Copper",318
"362","RCA DVD/CD player ","approx. 2004","Motherboard","DVD player","Steel",539.9
"363","RCA DVD/CD player ","approx. 2004","Motherboard","DVD player","Plastic",212
"364","RCA DVD/CD player ","approx. 2004","Motherboard","DVD player","PCB",520
"365","RCA DVD/CD player ","approx. 2004","Motherboard","DVD player","Total mass (g)",1589.9
"366","RCA DVD/CD player ","approx. 2004","Other components*","DVD player","Aluminum",46.5
"367","RCA DVD/CD player ","approx. 2004","Other components*","DVD player","Plastic",108.5
"368","RCA DVD/CD player ","approx. 2004","Other components*","DVD player","Total mass (g)",155
"369","RCA DVD/CD player ","approx. 2004","Total mass (g)","DVD player","Aluminum",46.5
"370","RCA DVD/CD player ","approx. 2004","Total mass (g)","DVD player","Copper",327.56
"371","RCA DVD/CD player ","approx. 2004","Total mass (g)","DVD player","Steel",2843.59
"372","RCA DVD/CD player ","approx. 2004","Total mass (g)","DVD player","Plastic",1376.45
"373","RCA DVD/CD player ","approx. 2004","Total mass (g)","DVD player","PCB",565
"374","RCA DVD/CD player ","approx. 2004","Total mass (g)","DVD player","Others",1.7
"375","RCA DVD/CD player ","approx. 2004","Total mass (g)","DVD player","Total mass (g)",5160.8
"376","Sony SLV D360P ","2005","Case","DVD player","Steel",905
"377","Sony SLV D360P ","2005","Case","DVD player","Plastic",563.7
"378","Sony SLV D360P ","2005","Case","DVD player","Total mass (g)",1468.7
"379","Sony SLV D360P ","2005","DVD drive","DVD player","Aluminum",12.2
"380","Sony SLV D360P ","2005","DVD drive","DVD player","Copper",19.2
"381","Sony SLV D360P ","2005","DVD drive","DVD player","Steel",109.16
"382","Sony SLV D360P ","2005","DVD drive","DVD player","Plastic",217.9
"383","Sony SLV D360P ","2005","DVD drive","DVD player","PCB",110.6
"384","Sony SLV D360P ","2005","DVD drive","DVD player","Others",18
"385","Sony SLV D360P ","2005","DVD drive","DVD player","Total mass (g)",487.06
"386","Sony SLV D360P ","2005","Motherboard","DVD player","PCB",547.7
"387","Sony SLV D360P ","2005","Motherboard","DVD player","Total mass (g)",547.7
"388","Sony SLV D360P ","2005","Other components*","DVD player","Aluminum",74.4
"389","Sony SLV D360P ","2005","Other components*","DVD player","Copper",124.1
"390","Sony SLV D360P ","2005","Other components*","DVD player","Steel",763.6
"391","Sony SLV D360P ","2005","Other components*","DVD player","Plastic",109.3
"392","Sony SLV D360P ","2005","Other components*","DVD player","Others",1.4
"393","Sony SLV D360P ","2005","Other components*","DVD player","Total mass (g)",1072.8
"394","Sony SLV D360P ","2005","Total mass (g)","DVD player","Aluminum",86.6
"395","Sony SLV D360P ","2005","Total mass (g)","DVD player","Copper",143.3
"396","Sony SLV D360P ","2005","Total mass (g)","DVD player","Steel",1777.76
"397","Sony SLV D360P ","2005","Total mass (g)","DVD player","Plastic",890.9
"398","Sony SLV D360P ","2005","Total mass (g)","DVD player","PCB",658.3
"399","Sony SLV D360P ","2005","Total mass (g)","DVD player","Others",19.4
"400","Sony SLV D360P ","2005","Total mass (g)","DVD player","Total mass (g)",3576.26
"401","Aspire Digital AD N820B ","approx. 2005","Case","DVD player","Steel",798.2
"402","Aspire Digital AD N820B ","approx. 2005","Case","DVD player","Plastic",861
"403","Aspire Digital AD N820B ","approx. 2005","Case","DVD player","Total mass (g)",1659.2
"404","Aspire Digital AD N820B ","approx. 2005","DVD drive","DVD player","Steel",151.4
"405","Aspire Digital AD N820B ","approx. 2005","DVD drive","DVD player","Plastic",162.9
"406","Aspire Digital AD N820B ","approx. 2005","DVD drive","DVD player","PCB",1.3
"407","Aspire Digital AD N820B ","approx. 2005","DVD drive","DVD player","Others",2.7
"408","Aspire Digital AD N820B ","approx. 2005","DVD drive","DVD player","Total mass (g)",318.3
"409","Aspire Digital AD N820B ","approx. 2005","Motherboard","DVD player","Copper",10.85
"410","Aspire Digital AD N820B ","approx. 2005","Motherboard","DVD player","Steel",5.2
"411","Aspire Digital AD N820B ","approx. 2005","Motherboard","DVD player","Plastic",16.25
"412","Aspire Digital AD N820B ","approx. 2005","Motherboard","DVD player","PCB",210.6
"413","Aspire Digital AD N820B ","approx. 2005","Motherboard","DVD player","Total mass (g)",242.9
"414","Aspire Digital AD N820B ","approx. 2005","Other components*","DVD player","Aluminum",1.2
"415","Aspire Digital AD N820B ","approx. 2005","Other components*","DVD player","Copper",31.5
"416","Aspire Digital AD N820B ","approx. 2005","Other components*","DVD player","Plastic",84.6
"417","Aspire Digital AD N820B ","approx. 2005","Other components*","DVD player","Total mass (g)",117.3
"418","Aspire Digital AD N820B ","approx. 2005","Total mass (g)","DVD player","Aluminum",1.2
"419","Aspire Digital AD N820B ","approx. 2005","Total mass (g)","DVD player","Copper",42.35
"420","Aspire Digital AD N820B ","approx. 2005","Total mass (g)","DVD player","Steel",954.8
"421","Aspire Digital AD N820B ","approx. 2005","Total mass (g)","DVD player","Plastic",1124.75
"422","Aspire Digital AD N820B ","approx. 2005","Total mass (g)","DVD player","PCB",211.9
"423","Aspire Digital AD N820B ","approx. 2005","Total mass (g)","DVD player","Others",2.7
"424","Aspire Digital AD N820B ","approx. 2005","Total mass (g)","DVD player","Total mass (g)",2337.7
"425","HP Compaq 6000 ","2009","Access panel","Traditional desktop","Steel",1102.62
"426","HP Compaq 6000 ","2009","Access panel","Traditional desktop","Plastic",2.38
"427","HP Compaq 6000 ","2009","Access panel","Traditional desktop","Total mass (g)",1105
"428","HP Compaq 6000 ","2009","Bottom casing","Traditional desktop","Plastic",4535.9
"429","HP Compaq 6000 ","2009","Bottom casing","Traditional desktop","Total mass (g)",4535.9
"430","HP Compaq 6000 ","2009","Front bezel","Traditional desktop","Plastic",242.9
"431","HP Compaq 6000 ","2009","Front bezel","Traditional desktop","Total mass (g)",242.9
"432","HP Compaq 6000 ","2009","Hard drive","Traditional desktop","Aluminum",255.8
"433","HP Compaq 6000 ","2009","Hard drive","Traditional desktop","Copper",20.29
"434","HP Compaq 6000 ","2009","Hard drive","Traditional desktop","Steel",47.3
"435","HP Compaq 6000 ","2009","Hard drive","Traditional desktop","Plastic",20.7
"436","HP Compaq 6000 ","2009","Hard drive","Traditional desktop","PCB",16.7
"437","HP Compaq 6000 ","2009","Hard drive","Traditional desktop","Others",23
"438","HP Compaq 6000 ","2009","Hard drive","Traditional desktop","Total mass (g)",383.79
"439","HP Compaq 6000 ","2009","Heat sink","Traditional desktop","Aluminum",211.39
"440","HP Compaq 6000 ","2009","Heat sink","Traditional desktop","Copper",28.8
"441","HP Compaq 6000 ","2009","Heat sink","Traditional desktop","Steel",51.31
"442","HP Compaq 6000 ","2009","Heat sink","Traditional desktop","Total mass (g)",291.5
"443","HP Compaq 6000 ","2009","Motherboard","Traditional desktop","Steel",7.6
"444","HP Compaq 6000 ","2009","Motherboard","Traditional desktop","PCB",580.9
"445","HP Compaq 6000 ","2009","Motherboard","Traditional desktop","Total mass (g)",588.5
"446","HP Compaq 6000 ","2009","Motherboard fan","Traditional desktop","Aluminum",10.25
"447","HP Compaq 6000 ","2009","Motherboard fan","Traditional desktop","Copper",10.07
"448","HP Compaq 6000 ","2009","Motherboard fan","Traditional desktop","Steel",16.58
"449","HP Compaq 6000 ","2009","Motherboard fan","Traditional desktop","Plastic",140.52
"450","HP Compaq 6000 ","2009","Motherboard fan","Traditional desktop","PCB",1.49
"451","HP Compaq 6000 ","2009","Motherboard fan","Traditional desktop","Total mass (g)",178.91
"452","HP Compaq 6000 ","2009","Motherboard Port","Traditional desktop","Aluminum",12.76
"453","HP Compaq 6000 ","2009","Motherboard Port","Traditional desktop","Copper",24.43
"454","HP Compaq 6000 ","2009","Motherboard Port","Traditional desktop","Steel",0.9
"455","HP Compaq 6000 ","2009","Motherboard Port","Traditional desktop","Plastic",62.51
"456","HP Compaq 6000 ","2009","Motherboard Port","Traditional desktop","Total mass (g)",100.6
"457","HP Compaq 6000 ","2009","Optical drive","Traditional desktop","Copper",23.22
"458","HP Compaq 6000 ","2009","Optical drive","Traditional desktop","Steel",446.4
"459","HP Compaq 6000 ","2009","Optical drive","Traditional desktop","Plastic",169.79
"460","HP Compaq 6000 ","2009","Optical drive","Traditional desktop","PCB",32.9
"461","HP Compaq 6000 ","2009","Optical drive","Traditional desktop","Total mass (g)",672.31
"462","HP Compaq 6000 ","2009","Power supply","Traditional desktop","Steel",731.2
"463","HP Compaq 6000 ","2009","Power supply","Traditional desktop","PCB",533.3
"464","HP Compaq 6000 ","2009","Power supply","Traditional desktop","Total mass (g)",1264.5
"465","HP Compaq 6000 ","2009","Power switch","Traditional desktop","Copper",1.7
"466","HP Compaq 6000 ","2009","Power switch","Traditional desktop","Plastic",8.9
"467","HP Compaq 6000 ","2009","Power switch","Traditional desktop","Total mass (g)",10.6
"468","HP Compaq 6000 ","2009","Rear fan","Traditional desktop","Aluminum",10.27
"469","HP Compaq 6000 ","2009","Rear fan","Traditional desktop","Copper",10.09
"470","HP Compaq 6000 ","2009","Rear fan","Traditional desktop","Steel",18.92
"471","HP Compaq 6000 ","2009","Rear fan","Traditional desktop","Plastic",63.94
"472","HP Compaq 6000 ","2009","Rear fan","Traditional desktop","PCB",1.49
"473","HP Compaq 6000 ","2009","Rear fan","Traditional desktop","Total mass (g)",104.71
"474","HP Compaq 6000 ","2009","Speaker","Traditional desktop","Aluminum",27.7
"475","HP Compaq 6000 ","2009","Speaker","Traditional desktop","Copper",1.12
"476","HP Compaq 6000 ","2009","Speaker","Traditional desktop","Steel",1.8
"477","HP Compaq 6000 ","2009","Speaker","Traditional desktop","Total mass (g)",30.62
"478","HP Compaq 6000 ","2009","Total mass (g)","Traditional desktop","Aluminum",528.18
"479","HP Compaq 6000 ","2009","Total mass (g)","Traditional desktop","Copper",119.71
"480","HP Compaq 6000 ","2009","Total mass (g)","Traditional desktop","Steel",2424.63
"481","HP Compaq 6000 ","2009","Total mass (g)","Traditional desktop","Plastic",5247.54
"482","HP Compaq 6000 ","2009","Total mass (g)","Traditional desktop","PCB",1166.79
"483","HP Compaq 6000 ","2009","Total mass (g)","Traditional desktop","Others",23
"484","HP Compaq 6000 ","2009","Total mass (g)","Traditional desktop","Total mass (g)",9509.85
"485","Desktop ","unkown model and year","Disk drive/CD ROM","Traditional desktop","Aluminum",433.43
"486","Desktop ","unkown model and year","Disk drive/CD ROM","Traditional desktop","Steel",286.56
"487","Desktop ","unkown model and year","Disk drive/CD ROM","Traditional desktop","Plastic",18.83
"488","Desktop ","unkown model and year","Disk drive/CD ROM","Traditional desktop","PCB",144.91
"489","Desktop ","unkown model and year","Disk drive/CD ROM","Traditional desktop","Total mass (g)",883.73
"490","Desktop ","unkown model and year","Floppy drive","Traditional desktop","Aluminum",405.52
"491","Desktop ","unkown model and year","Floppy drive","Traditional desktop","Steel",234.42
"492","Desktop ","unkown model and year","Floppy drive","Traditional desktop","PCB",31.14
"493","Desktop ","unkown model and year","Floppy drive","Traditional desktop","Total mass (g)",671.08
"494","Desktop ","unkown model and year","Hard disk drive","Traditional desktop","Aluminum",409.13
"495","Desktop ","unkown model and year","Hard disk drive","Traditional desktop","PCB",31.39
"496","Desktop ","unkown model and year","Hard disk drive","Traditional desktop","Total mass (g)",440.52
"497","Desktop ","unkown model and year","Motherboard","Traditional desktop","Aluminum",40
"498","Desktop ","unkown model and year","Motherboard","Traditional desktop","PCB",930
"499","Desktop ","unkown model and year","Motherboard","Traditional desktop","Total mass (g)",970
"500","Desktop ","unkown model and year","Power supply","Traditional desktop","Aluminum",151.21
"501","Desktop ","unkown model and year","Power supply","Traditional desktop","Copper",148.55
"502","Desktop ","unkown model and year","Power supply","Traditional desktop","Steel",635.13
"503","Desktop ","unkown model and year","Power supply","Traditional desktop","Plastic",111.25
"504","Desktop ","unkown model and year","Power supply","Traditional desktop","PCB",79.47
"505","Desktop ","unkown model and year","Power supply","Traditional desktop","Others",5.32
"506","Desktop ","unkown model and year","Power supply","Traditional desktop","Total mass (g)",1130.93
"507","Desktop ","unkown model and year","Other components*","Traditional desktop","Copper",181.25
"508","Desktop ","unkown model and year","Other components*","Traditional desktop","Steel",5198.91
"509","Desktop ","unkown model and year","Other components*","Traditional desktop","Plastic",453.26
"510","Desktop ","unkown model and year","Other components*","Traditional desktop","PCB",38.91
"511","Desktop ","unkown model and year","Other components*","Traditional desktop","Total mass (g)",5872.32
"512","Desktop ","unkown model and year","Total mass (g)","Traditional desktop","Aluminum",1439.29
"513","Desktop ","unkown model and year","Total mass (g)","Traditional desktop","Copper",329.8
"514","Desktop ","unkown model and year","Total mass (g)","Traditional desktop","Steel",6355.02
"515","Desktop ","unkown model and year","Total mass (g)","Traditional desktop","Plastic",583.33
"516","Desktop ","unkown model and year","Total mass (g)","Traditional desktop","PCB",1255.82
"517","Desktop ","unkown model and year","Total mass (g)","Traditional desktop","Others",5.32
"518","Desktop ","unkown model and year","Total mass (g)","Traditional desktop","Total mass (g)",9968.58
"519","Dell Optiplex 780 ultra small form factor ","2010","Casing","Traditional desktop","Steel",1195
"520","Dell Optiplex 780 ultra small form factor ","2010","Casing","Traditional desktop","Plastic",63
"521","Dell Optiplex 780 ultra small form factor ","2010","Casing","Traditional desktop","Total mass (g)",1258
"522","Dell Optiplex 780 ultra small form factor ","2010","Interior modules","Traditional desktop","Aluminum",303.58
"523","Dell Optiplex 780 ultra small form factor ","2010","Interior modules","Traditional desktop","Copper",69
"524","Dell Optiplex 780 ultra small form factor ","2010","Interior modules","Traditional desktop","Steel",312
"525","Dell Optiplex 780 ultra small form factor ","2010","Interior modules","Traditional desktop","PCB",7.42
"526","Dell Optiplex 780 ultra small form factor ","2010","Interior modules","Traditional desktop","Others",104
"527","Dell Optiplex 780 ultra small form factor ","2010","Interior modules","Traditional desktop","Total mass (g)",796
"528","Dell Optiplex 780 ultra small form factor ","2010","Motherboard","Traditional desktop","Aluminum",37
"529","Dell Optiplex 780 ultra small form factor ","2010","Motherboard","Traditional desktop","Copper",30
"530","Dell Optiplex 780 ultra small form factor ","2010","Motherboard","Traditional desktop","Steel",33
"531","Dell Optiplex 780 ultra small form factor ","2010","Motherboard","Traditional desktop","Plastic",2
"532","Dell Optiplex 780 ultra small form factor ","2010","Motherboard","Traditional desktop","PCB",258
"533","Dell Optiplex 780 ultra small form factor ","2010","Motherboard","Traditional desktop","Other metals",31
"534","Dell Optiplex 780 ultra small form factor ","2010","Motherboard","Traditional desktop","Others",36
