"available","availableText","brand","categories/0","categories/1","ean","endedDate","image","images/0","images/1","images/2","images/3","images/4","images/5","images/6","images/7","images/8","images/9","images/10","images/11","images/12","images/13","images/14","images/15","images/16","images/17","images/18","images/19","images/20","images/21","images/22","images/23","images/24","images/25","images/26","images/27","images/28","images/29","images/30","images/31","images/32","images/33","images/34","images/35","images/36","images/37","images/38","images/39","images/40","images/41","images/42","images/43","images/44","images/45","images/46","images/47","images/48","images/49","images/50","images/51","images/52","images/53","images/54","images/55","images/56","images/57","images/58","images/59","images/60","images/61","images/62","images/63","images/64","images/65","images/66","images/67","images/68","images/69","images/70","images/71","images/72","itemLocation","itemNumber","mpn","price","priceWithCurrency","seller","sold","subTitle","title","type","upc","url","wasPrice","wasPriceWithCurrency","whyToBuy/0","whyToBuy/1"
,,"Dell","PC Laptops & Netbooks",,"Does not apply",,"https://i.ebayimg.com/images/g/-l8AAOSw5GpjttPY/s-l500.jpg","https://i.ebayimg.com/images/g/-l8AAOSw5GpjttPY/s-l1000.jpg","https://i.ebayimg.com/images/g/PncAAOSwr5JjttPb/s-l1000.jpg","https://i.ebayimg.com/images/g/vlwAAOSwgbdjttPe/s-l1000.jpg","https://i.ebayimg.com/images/g/GCsAAOSww~JjttPh/s-l1000.jpg","https://i.ebayimg.com/images/g/TO0AAOSwNt5jttPk/s-l1000.jpg","https://i.ebayimg.com/images/g/TPMAAOSwNt5jttPn/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warminster, United Kingdom","364100861774","7280","164.99","£164.99","blackmoreit",,"","Dell Latitude 7280 Laptop, 12.5"" Intel® Core™ i5, 8GB RAM, 256GB SSD, Windows 10","Ultrabook",,"https://www.ebay.co.uk/itm/364100861774",,,,
,,"Lenovo","PC Laptops & Netbooks",,"Does not apply",,"https://i.ebayimg.com/images/g/YSEAAOSwpzhg-Ctq/s-l500.jpg","https://i.ebayimg.com/images/g/YSEAAOSwpzhg-Ctq/s-l1000.jpg","https://i.ebayimg.com/images/g/VsEAAOSwXzhg-Ctt/s-l1000.jpg","https://i.ebayimg.com/images/g/OLoAAOSwlFFg-Ctv/s-l1000.jpg","https://i.ebayimg.com/images/g/VroAAOSwXzhg-Ctr/s-l1000.jpg","https://i.ebayimg.com/images/g/k2UAAOSwhiZg-Ctx/s-l1000.jpg","https://i.ebayimg.com/images/g/iQ0AAOSwGW5g-Cts/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Portsmouth, United Kingdom","373619588559",,"219.99","£219.99","newandusedlaptops4u",,"1 Year Warranty / VAT Invoice Included / 30 Day Returns","Lenovo Thinkpad T470 Core i5-6300U 2.40GHz 8GB DDR4 256GB SSD HDMI Webcam Laptop","Notebook/Laptop",,"https://www.ebay.co.uk/itm/373619588559",,,,
,,"Apple","PC Laptops & Netbooks",,,,"https://i.ebayimg.com/images/g/IyoAAOSwV6hjZNp0/s-l500.jpg","https://i.ebayimg.com/images/g/IyoAAOSwV6hjZNp0/s-l1000.jpg","https://i.ebayimg.com/images/g/bOcAAOSwPkBjZNpr/s-l1000.jpg","https://i.ebayimg.com/images/g/ExUAAOSwZgdjZNpt/s-l1000.png","https://i.ebayimg.com/images/g/cOsAAOSwsXxjZNpu/s-l1000.jpg","https://i.ebayimg.com/images/g/CukAAOSwZ6hjZNpw/s-l1000.jpg","https://i.ebayimg.com/images/g/uzsAAOSw8IVjZNp0/s-l1000.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"London, Middlesex, United Kingdom","255944162975","MPXQ2LL/A, MacBookPro14,1, A1708 (EMC 2978)","399.99","£399.99 each","applebite2ndbite",,"","Apple MacBook Pro 13'' Core i5 2.3GHZ Ram 16GB SSD 512GB  Various Spec","apple MacBook Pro 13 inch Laptop",,"https://www.ebay.co.uk/itm/255944162975",,,,
,,"Intel","PC Laptops & Netbooks",,,,"https://i.ebayimg.com/images/g/PLIAAOSwEHxjqwb-/s-l500.png","https://i.ebayimg.com/images/g/PLIAAOSwEHxjqwb-/s-l1000.png","https://i.ebayimg.com/images/g/C8gAAOSwSzVjqwcB/s-l1000.png","https://i.ebayimg.com/images/g/53IAAOSwnqhjqwcE/s-l1000.png","https://i.ebayimg.com/images/g/BZkAAOSwWWJjqwcH/s-l1000.png","https://i.ebayimg.com/images/g/WvAAAOSwSShjqwcL/s-l1000.png","https://i.ebayimg.com/images/g/1o8AAOSwrsdjqwcO/s-l1000.png","https://i.ebayimg.com/images/g/3aIAAOSwmutjqwcR/s-l1000.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dagenham, Essex, United Kingdom","225319942198",,"119.99","£119.99 each","gadgetsxpress7",,"","SUPER FAST LINUX UBUNTU LAPTOP INTEL CORE I5 8GB RAM 1TB HDD SSD WEBCAM WARRANTY","Notebook/Laptop",,"https://www.ebay.co.uk/itm/225319942198",,,,
,,"Lenovo","PC Laptops & Netbooks",,"Does not apply",,"https://i.ebayimg.com/images/g/S2AAAOSw4gxjFgzN/s-l500.jpg","https://i.ebayimg.com/images/g/S2AAAOSw4gxjFgzN/s-l1000.jpg","https://i.ebayimg.com/images/g/fXwAAOSw2GdjFgzS/s-l1000.jpg","https://i.ebayimg.com/images/g/e34AAOSwC~VjFgzT/s-l1000.jpg","https://i.ebayimg.com/images/g/1HEAAOSwDgZjFgzP/s-l1000.jpg","https://i.ebayimg.com/images/g/1mMAAOSwFc9jFgzV/s-l1000.jpg","https://i.ebayimg.com/images/g/AZ8AAOSw97djFgzQ/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Portsmouth, United Kingdom","325331483856",,"299.99","£299.99","newandusedlaptops4u",,"1 Year Warranty / VAT Invoice Included / 30 Day Returns","Lenovo ThinkPad T490 Core i5-8265U 8GB Ram 256GB SSD FHD Webcam HDMI Laptop","Notebook/Laptop",,"https://www.ebay.co.uk/itm/325331483856",,,,
,,"Intel","PC Laptops & Netbooks",,,,"https://i.ebayimg.com/images/g/A7oAAOSwm0dipjK7/s-l500.jpg","https://i.ebayimg.com/images/g/A7oAAOSwm0dipjK7/s-l1000.jpg","https://i.ebayimg.com/images/g/ZXUAAOSwfXVipjK2/s-l1000.jpg","https://i.ebayimg.com/images/g/w94AAOSwvfBipjK3/s-l1000.jpg","https://i.ebayimg.com/images/g/nboAAOSwRj1ipjKz/s-l1000.jpg","https://i.ebayimg.com/images/g/h-UAAOSwytBipjK5/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dagenham, Essex, United Kingdom","225027673339",,"119.99","£119.99 each","gadgetsxpress7",,"","DELL HP LENOVO CHEAP FAST WINDOWS 11 LAPTOP CORE I5 4GB/8GB RAM HDD SSD WEBCAM","Notebook/Laptop",,"https://www.ebay.co.uk/itm/225027673339",,,,
,,"Acer","PC Laptops & Netbooks",,"4713147217595",,"https://i.ebayimg.com/images/g/RiQAAOSwF31j47wx/s-l500.jpg","https://i.ebayimg.com/images/g/RiQAAOSwF31j47wx/s-l1000.jpg","https://i.ebayimg.com/images/g/qFIAAOSwkMtj47wz/s-l1000.jpg","https://i.ebayimg.com/images/g/0F4AAOSws41j47w3/s-l1000.jpg","https://i.ebayimg.com/images/g/ixgAAOSwtUxj47w4/s-l1000.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MILTON KEYNES, United Kingdom","174771986610","NT.L6NEK.004","40","£40.00 each","mobstars",,"","Acer Aspire Switch 10 (SW5-012) 10.1"" 64GB Quad-Core 1.33GHz WIN 10PRO (GRADE B)","Tablet/Laptop Convertible",,"https://www.ebay.co.uk/itm/174771986610",,,,
,,"Microsoft","Tablets & eBook Readers","Laptops & Netbooks",,,"https://i.ebayimg.com/images/g/r5oAAOSwTbNj482R/s-l500.jpg","https://i.ebayimg.com/images/g/r5oAAOSwTbNj482R/s-l1000.jpg","https://i.ebayimg.com/images/g/H~UAAOSw7qlj482T/s-l1000.jpg","https://i.ebayimg.com/images/g/4PYAAOSwCr1j482V/s-l1000.jpg","https://i.ebayimg.com/images/g/LYMAAOSw0Dlj482X/s-l1000.jpg","https://i.ebayimg.com/images/g/EooAAOSw0FNj482Z/s-l1000.jpg","https://i.ebayimg.com/images/g/YtwAAOSwmglj482e/s-l1000.png","https://i.ebayimg.com/images/g/4McAAOSwaRRj482g/s-l1000.jpg","https://i.ebayimg.com/images/g/nDUAAOSw0atj482j/s-l1000.jpg","https://i.ebayimg.com/images/g/0~sAAOSwVbBj482l/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MILTON KEYNES, United Kingdom","175204447715","SU3-00001, 1724","289.5","£289.50","mobstars",,"🔥 INCLUDES USA KEYBOARD - PEN NOT INCLUDED","Microsoft Surface Pro 4 i5-6300U 8GB RAM 256GB Win10Pro (GRADE A)","Tablet/Laptop Convertible",,"https://www.ebay.co.uk/itm/175204447715",,,,
,,"Dell","PC Laptops & Netbooks",,,,"https://i.ebayimg.com/images/g/7kcAAOSwVLJjBNOw/s-l500.png","https://i.ebayimg.com/images/g/7kcAAOSwVLJjBNOw/s-l1000.png","https://i.ebayimg.com/images/g/v~kAAOSwcOdjBNR1/s-l1000.jpg","https://i.ebayimg.com/images/g/qCMAAOSw3B1jBNR2/s-l1000.jpg","https://i.ebayimg.com/images/g/rb8AAOSwXohjBNR4/s-l1000.jpg","https://i.ebayimg.com/images/g/ShcAAOSwQZBjBNSl/s-l1000.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bradford, United Kingdom","155130947736",,"109.99","£109.99","inteliqo",,"","POWERFULL WINDOWS 11 DELL LAPTOP CORE I5 128GB SSD 8GB RAM WEBCAM WIFI ULTRABOOK","Notebook/Laptop",,"https://www.ebay.co.uk/itm/155130947736",,,,
,,"HP","PC Laptops & Netbooks",,,,"https://i.ebayimg.com/images/g/n2gAAOSw7R1j48L~/s-l500.jpg","https://i.ebayimg.com/images/g/n2gAAOSw7R1j48L~/s-l1000.jpg","https://i.ebayimg.com/images/g/ZaMAAOSwir9j48MC/s-l1000.jpg","https://i.ebayimg.com/images/g/mdwAAOSwy6Bj48ME/s-l1000.jpg","https://i.ebayimg.com/images/g/B2cAAOSwcExj48MH/s-l1000.jpg","https://i.ebayimg.com/images/g/uEEAAOSwgcxj48MJ/s-l1000.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warminster, United Kingdom","304797896665",,"119.99","£119.99","blackmoreit",,"","HP Probook 640 G1 Laptop, Intel Core i5, 8GB RAM, 256GB SSD, Windows 10","Laptop",,"https://www.ebay.co.uk/itm/304797896665",,,,
,,"ASUS","Laptops & Netbooks",,"4718017136365",,"https://i.ebayimg.com/images/g/--0AAOSwt0hi64yV/s-l500.jpg","https://i.ebayimg.com/images/g/--0AAOSwt0hi64yV/s-l1000.jpg","https://i.ebayimg.com/images/g/fpsAAOSwsMti64yW/s-l1000.jpg","https://i.ebayimg.com/images/g/iJEAAOSwSMti64yX/s-l1000.jpg","https://i.ebayimg.com/images/g/vHMAAOSwVIRi64yZ/s-l1000.jpg","https://i.ebayimg.com/images/g/SZkAAOSwmShi64ya/s-l1000.jpg","https://i.ebayimg.com/images/g/eu0AAOSwK9Fi64yb/s-l1000.jpg","https://i.ebayimg.com/images/g/nZcAAOSwzh1i64yd/s-l1000.jpg","https://i.ebayimg.com/images/g/3RAAAOSwFmpi64ye/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"London, United Kingdom","194258794068","C223NAGJ0014","99.99","£99.99 each","laptopoutletdirect",,"“Certified Refurbished / 1Yr Warranty / 30 Day Returns”","ASUS Chromebook Laptop Intel Celeron N3350 4GB RAM 32GB eMMC 11.6"" Chrome OS","Notebook/Laptop",,"https://www.ebay.co.uk/itm/194258794068",,,,
,,"HP","PC Laptops & Netbooks",,,,"https://i.ebayimg.com/images/g/RgwAAOSwkF5jiSuO/s-l500.png","https://i.ebayimg.com/images/g/RgwAAOSwkF5jiSuO/s-l1000.png","https://i.ebayimg.com/images/g/iCcAAOSw9HNjiSuG/s-l1000.png","https://i.ebayimg.com/images/g/fscAAOSwjB5jiSuM/s-l1000.png","https://i.ebayimg.com/images/g/fO4AAOSwnINjzajk/s-l1000.png","https://i.ebayimg.com/images/g/NrEAAOSwfDtjiSuJ/s-l1000.png","https://i.ebayimg.com/images/g/EwMAAOSw7mpjiSuJ/s-l1000.png","https://i.ebayimg.com/images/g/YqoAAOSwrARjiSuJ/s-l1000.png","https://i.ebayimg.com/images/g/tQoAAOSwGvZjiSuJ/s-l1000.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stourbridge, United Kingdom","354424312481",,"139.99","£139.99","repair_wins",,"","HP 650 Laptop 15.6"" Intel i3 2.20GHz 8GB RAM 500GB HDD CD DVD Drive Webcam Wi-Fi","Notebook/Laptop",,"https://www.ebay.co.uk/itm/354424312481",,,,
,,"Dell","PC Laptops & Netbooks",,"Does not apply",,"https://i.ebayimg.com/images/g/KbIAAOSwYjRg7Yol/s-l500.jpg","https://i.ebayimg.com/images/g/KbIAAOSwYjRg7Yol/s-l1000.jpg","https://i.ebayimg.com/images/g/ErYAAOSwLFJg7Yon/s-l1000.jpg","https://i.ebayimg.com/images/g/A8gAAOSwC8Ng7Yoq/s-l1000.jpg","https://i.ebayimg.com/images/g/DmQAAOSwBqRg7Yom/s-l1000.jpg","https://i.ebayimg.com/images/g/-noAAOSwc61g7Yos/s-l1000.jpg","https://i.ebayimg.com/images/g/RwUAAOSwd0hg7Yoo/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Portsmouth, United Kingdom","325368407824",,"229.99","£229.99","newandusedlaptops4u",,"1 Year Warranty / VAT Invoice Included / 30 Day Returns","Dell Latitude 5490 Core i5-8250U 8GB Ram 256GB SSD FHD Windows 11 Webcam Laptop","Notebook/Laptop",,"https://www.ebay.co.uk/itm/325368407824",,,,
,,"Dell","PC Laptops & Netbooks",,,,"https://i.ebayimg.com/images/g/awsAAOSwGqZjzq8X/s-l500.jpg","https://i.ebayimg.com/images/g/awsAAOSwGqZjzq8X/s-l1000.jpg","https://i.ebayimg.com/images/g/0a4AAOSwYyRjzq7a/s-l1000.jpg","https://i.ebayimg.com/images/g/lZ0AAOSwXZVjzq7V/s-l1000.jpg","https://i.ebayimg.com/images/g/sh4AAOSw9Etjzq7b/s-l1000.jpg","https://i.ebayimg.com/images/g/0y4AAOSwu05jzq8W/s-l1000.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bradford, United Kingdom","155374115976",,"149.99","£149.99","inteliqo",,"","FAST DELL CORE i7 LAPTOP 256GB SSD 8GB RAM WINDOWS 11 12.5"" HD SLIM ","Notebook/Laptop",,"https://www.ebay.co.uk/itm/155374115976",,,,
,,"HP","PC Laptops & Netbooks",,,,"https://i.ebayimg.com/images/g/jI0AAOSw2fVj0Uqn/s-l500.jpg","https://i.ebayimg.com/images/g/jI0AAOSw2fVj0Uqn/s-l1000.jpg","https://i.ebayimg.com/images/g/PdEAAOSwf0xj0Uqu/s-l1000.jpg","https://i.ebayimg.com/images/g/j3kAAOSwk5Jj0Uqy/s-l1000.jpg","https://i.ebayimg.com/images/g/np8AAOSwtj1j0Uq1/s-l1000.jpg","https://i.ebayimg.com/images/g/xqgAAOSwa6pj0Uq6/s-l1000.jpg","https://i.ebayimg.com/images/g/a6gAAOSw9mpj0Uq~/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warminster, United Kingdom","234890244910","T7W15EA","269.99","£269.99","blackmoreit",,"","HP ZBook 15U G3 Laptop, 15.6"" Intel Core i7, 16GB RAM, 512GB SSD, Windows 10","Notebook/Laptop",,"https://www.ebay.co.uk/itm/234890244910",,,,
,,"Lenovo","Laptops & Netbooks",,"0194632578164",,"https://i.ebayimg.com/images/g/dScAAOSwUl1j4huy/s-l500.jpg","https://i.ebayimg.com/images/g/dScAAOSwUl1j4huy/s-l1000.jpg","https://i.ebayimg.com/images/g/JL8AAOSwaEpj4huE/s-l1000.jpg","https://i.ebayimg.com/images/g/JOkAAOSwS7Zj4huE/s-l1000.jpg","https://i.ebayimg.com/images/g/pU8AAOSwyk5j4hvG/s-l1000.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cannock, England, United Kingdom","225404776272","ZA6F0007GB","159.99","£159.99","stockmustgo",,"Fast and Free Shipping 12 Months Warranty UK Seller","Lenovo Duet ZA6F0007GB , MediaTek, 4GB RAM, 128GB, 10.1"", Blue / Grey - Pristine","Chromebook","194632578188","https://www.ebay.co.uk/itm/225404776272",,,,
,,"HP","Laptops & Netbooks",,"0195161324383",,"https://i.ebayimg.com/images/g/hLQAAOSwEHhio1QP/s-l500.jpg","https://i.ebayimg.com/images/g/hLQAAOSwEHhio1QP/s-l1000.jpg","https://i.ebayimg.com/images/g/TmAAAOSwDvxio0v9/s-l1000.jpg","https://i.ebayimg.com/images/g/Zh0AAOSw2Ddio0v~/s-l1000.jpg","https://i.ebayimg.com/images/g/yOIAAOSwOBhio0wB/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Horsham, United Kingdom","185459965940","11A-NB0002SA","65","£65.00","cosmac",,"Guaranteed delivery before Christmas","HP CHROMEBOOK 11"" N3450 1.1 G6 EE 4GB RAM 32GB SSD CHROME OS WEBCAM Black A Grad","Notebook/Laptop",,"https://www.ebay.co.uk/itm/185459965940",,,,
,,"Dell","Laptops & Netbooks",,"5397184517499",,"https://i.ebayimg.com/images/g/yrYAAOSwW-Jj07Ik/s-l500.jpg","https://i.ebayimg.com/images/g/yrYAAOSwW-Jj07Ik/s-l1000.jpg","https://i.ebayimg.com/images/g/iAIAAOSwmGdj07IU/s-l1000.jpg","https://i.ebayimg.com/images/g/grkAAOSwXGhj07IY/s-l1000.jpg","https://i.ebayimg.com/images/g/dM4AAOSw7R1j07Ic/s-l1000.jpg","https://i.ebayimg.com/images/g/HKcAAOSwhxRj07If/s-l1000.jpg","https://i.ebayimg.com/images/g/sfUAAOSwz0lj07Ii/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Didcot, United Kingdom","404138325712","XXMJ5","249.95","£249.95","peterpanspartsshop",,"","Dell Inspiron 15-3501 Laptop 15.6"" FHD, Intel Core i5 1135G7, 8GB RAM, 256GB SSD","Notebook/Laptop",,"https://www.ebay.co.uk/itm/404138325712",,,,
,,"Intel","PC Laptops & Netbooks",,,,"https://i.ebayimg.com/images/g/BlQAAOSw~CtjrEmT/s-l500.png","https://i.ebayimg.com/images/g/BlQAAOSw~CtjrEmT/s-l1000.png","https://i.ebayimg.com/images/g/pdIAAOSwN4NjrEmV/s-l1000.png","https://i.ebayimg.com/images/g/gckAAOSwQKZjrEmY/s-l1000.png","https://i.ebayimg.com/images/g/zSsAAOSw38BjrEme/s-l1000.png","https://i.ebayimg.com/images/g/lG0AAOSwh1tjrEmj/s-l1000.png","https://i.ebayimg.com/images/g/XjIAAOSwNldjrEmm/s-l1000.png","https://i.ebayimg.com/images/g/BH8AAOSwvOVjrEmp/s-l1000.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dagenham, Essex, United Kingdom","225321307437",,"129.99","£129.99 each","gadgetsxpress7",,"","SUPER FAST UBUNTU LINUX+WINDOWS 10 LAPTOP CORE I5 16GB RAM 1TB HDD SSD DUAL BOOT","Notebook/Laptop",,"https://www.ebay.co.uk/itm/225321307437",,,,
,,"HP","PC Laptops & Netbooks",,"Does not apply",,"https://i.ebayimg.com/images/g/chYAAOSwaMZj07Ng/s-l500.jpg","https://i.ebayimg.com/images/g/chYAAOSwaMZj07Ng/s-l1000.jpg","https://i.ebayimg.com/images/g/sdEAAOSwgYRj07Nj/s-l1000.jpg","https://i.ebayimg.com/images/g/qjkAAOSwPipj07Nn/s-l1000.jpg","https://i.ebayimg.com/images/g/CZMAAOSwa6Rj07Np/s-l1000.jpg","https://i.ebayimg.com/images/g/OwUAAOSw6uBj07Nr/s-l1000.jpg","https://i.ebayimg.com/images/g/eBYAAOSwbQZj07Nv/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warminster, United Kingdom","234875047674",,"144.99","£144.99","blackmoreit",,"","HP EliteBook 840 G2 Laptop, 14"" Intel Core i5, 8GB RAM, 256GB SSD, Windows 10","Notebook/Laptop",,"https://www.ebay.co.uk/itm/234875047674",,,,
,,"ASUS","Laptops & Netbooks",,"4711081010371",,"https://i.ebayimg.com/images/g/5WMAAOSw1HBi91j9/s-l500.jpg","https://i.ebayimg.com/images/g/5WMAAOSw1HBi91j9/s-l1000.jpg","https://i.ebayimg.com/images/g/rBYAAOSw2mpi91kA/s-l1000.jpg","https://i.ebayimg.com/images/g/4jsAAOSwR0Ni91kD/s-l1000.jpg","https://i.ebayimg.com/images/g/zpwAAOSwuaJi91kF/s-l1000.jpg","https://i.ebayimg.com/images/g/r5IAAOSw9LFi91kH/s-l1000.jpg","https://i.ebayimg.com/images/g/2ocAAOSwBlNi91kJ/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"London, United Kingdom","195260682380","F415JA-EK188TS","189.99","£189.99 each","laptopoutletdirect",,"“Certified Refurbished / 1Yr Warranty / 30 Day Returns”","ASUS VivoBook F415 Laptop Intel Core i3-1005G1 4GB RAM 128GB SSD 14"" FHD Win10 S","Notebook/Laptop","4711081010371","https://www.ebay.co.uk/itm/195260682380",,,,
,,"HP","PC Laptops & Netbooks",,"Does not apply",,"https://i.ebayimg.com/images/g/2NQAAOSwcO5i~PzV/s-l500.jpg","https://i.ebayimg.com/images/g/2NQAAOSwcO5i~PzV/s-l1000.jpg","https://i.ebayimg.com/images/g/nYgAAOSw0CFi~PzW/s-l1000.jpg","https://i.ebayimg.com/images/g/5vIAAOSwAt1i~PzX/s-l1000.jpg","https://i.ebayimg.com/images/g/rjsAAOSw~PFi~PzY/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Portsmouth, United Kingdom","234662807403",,"109.99","£109.99","newandusedlaptops4u",,"1 Year Warranty / VAT Invoice Included / 30 Day Returns","HP EliteBook 2560p i5-2520M 2.50GHz 4GB Ram 250GB HDD Windows 11 Webcam Laptop","Notebook/Laptop",,"https://www.ebay.co.uk/itm/234662807403",,,,
,,"Dell","PC Laptops & Netbooks",,"Does not apply",,"https://i.ebayimg.com/images/g/Y1oAAOSwkcJj45mD/s-l500.jpg","https://i.ebayimg.com/images/g/Y1oAAOSwkcJj45mD/s-l1000.jpg","https://i.ebayimg.com/images/g/HnEAAOSwJzpj45mG/s-l1000.jpg","https://i.ebayimg.com/images/g/ORYAAOSw11Nj45mI/s-l1000.jpg","https://i.ebayimg.com/images/g/zPUAAOSwbRxj45mK/s-l1000.jpg","https://i.ebayimg.com/images/g/g4IAAOSwAd5j45mM/s-l1000.jpg","https://i.ebayimg.com/images/g/mMoAAOSwtApj45mO/s-l1000.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warminster, United Kingdom","304797748411",,"299.99","£299.99","blackmoreit",,"","Dell Latitude 7400 2 in 1 Laptop, 14"" Core i7, 16GB RAM, 512GB SSD, Windows 10","Notebook/Laptop",,"https://www.ebay.co.uk/itm/304797748411",,,,
,,"HP","PC Laptops & Netbooks",,,,"https://i.ebayimg.com/images/g/-FUAAOSw8SBjmyk6/s-l500.jpg","https://i.ebayimg.com/images/g/-FUAAOSw8SBjmyk6/s-l1000.jpg","https://i.ebayimg.com/images/g/I40AAOSwjSZjyQ9J/s-l1000.jpg","https://i.ebayimg.com/images/g/uAEAAOSwNedjyQ9J/s-l1000.jpg","https://i.ebayimg.com/images/g/IBwAAOSwvRRjyQ9K/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Erith, United Kingdom","175537315103","HP EliteBook 745 G3","119.99","£119.99 each","recycly.tech",,"","HP Elitebook 745 G3 14"" Laptop AMD Pro A8-8600B 8GB DDR3 256GB SSD Windows 10","Notebook/Laptop",,"https://www.ebay.co.uk/itm/175537315103",,,,
,,"Lenovo","PC Laptops & Netbooks",,"5060818461542",,"https://i.ebayimg.com/images/g/5ZAAAOSwgSZj2l77/s-l500.jpg","https://i.ebayimg.com/images/g/5ZAAAOSwgSZj2l77/s-l1000.jpg","https://i.ebayimg.com/images/g/UGYAAOSww75j2l7~/s-l1000.jpg","https://i.ebayimg.com/images/g/hEUAAOSwtUxj2l78/s-l1000.jpg","https://i.ebayimg.com/images/g/Q0gAAOSwXj5j2l7~/s-l1000.jpg","https://i.ebayimg.com/images/g/nOsAAOSwMwZj2l7~/s-l1000.jpg","https://i.ebayimg.com/images/g/p-oAAOSw1Sxj2l7~/s-l1000.jpg","https://i.ebayimg.com/images/g/4JAAAOSwWD9j2l78/s-l1000.jpg","https://i.ebayimg.com/images/g/Zn0AAOSwOPBj2l2L/s-l1000.jpg","https://i.ebayimg.com/images/g/2HkAAOSwaYpj2l78/s-l1000.jpg","https://i.ebayimg.com/images/g/xIUAAOSwXGhj2l79/s-l1000.jpg","https://i.ebayimg.com/images/g/24oAAOSwb1Zj2l8D/s-l1000.jpg","https://i.ebayimg.com/images/g/glEAAOSwL1tj2l8C/s-l1000.jpg","https://i.ebayimg.com/images/g/CSYAAOSw7kFj2l7-/s-l1000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sunderland, United Kingdom","125748449937",,"119","£119.00","rebuyer_uk",,"","CHEAP Lenovo ThinkPad X230 Core I5-3320M 8GB RAM 256GB SSD Windows 10 Laptop","Notebook/Laptop",,"https://www.ebay.co.uk/itm/125748449937",,,,
