brand,price,title
Huawei,109.99,"Huawei MatePad T10 9.7"" HD IPS 3GB / 64GB Android WiFi Tablet Blue"
Lenovo,199.99,"Lenovo Tab P11 Plus Tablet 11"" 2000x1200 Touch Helio G90T 4GB 128GB Android 11 R"
Apple,179.99,Apple iPad (5th Gen.) 32GB 128GB Unlocked WiFi Excellent
Apple,209.99,Apple iPad Mini 4 16GB 32GB 64GB 128GB Unlocked WiFi Excellent
Apple,249.99,Apple iPad Pro 1st Generation 32GB 128GB Wi-Fi Excellent Device Various Colours
Apple,431.99,Apple iPad Air 4 (2020) - 64GB - All Colors - Wi-fi Only - Excellent Condition
Apple,159.99,"Apple iPad 5th Gen -  iPad iOS 15, 32GB, WiFi 9.7-inch - Space Grey"
Apple,144.99,Apple iPad Air 2 A1567 (WiFi + Cellular Unlocked) 32GB Space Gray (Excellent)
Apple,134.99,Apple iPad Air 2 A1567 (WiFi + Cellular Unlocked) 32GB Space Gray (Very Good)
Apple,592.77,"Apple iPad Air 5 (2022) 10.9"" 64GB 256GB All Colors WiFi or Cellular - Excellent"
Apple,399.99,Apple iPad 8 2020 - 32GB/128GB - 10.2in - Wi-Fi Only - All Colours - Very Good
Samsung,199.99,Samsung Galaxy Tab S5e SM-T720 64GB 10.5 Inch Tablet : Gold
Apple,458.99,Apple iPad Air 4 (2020) - 64GB - All Colors - Wi-fi + 4G - Excellent Condition
ZTE,49.99,"ZTE Grand X View 2 8GB 8"" K81 Wi-Fi 4G (Bell Canada) Unlocked Tablet - Excellent"
Microsoft,244,Microsoft Surface Pro 4 i5-6300U 8GB RAM 256GB WINDOWS 10 PRO 1724 (Grade B)
Apple,399.99,Apple iPad Air 4th Gen 64GB Wi-Fi + 4G CELLULAR UNLOCKED - Rose Gold - MYJ02LL/A
Apple,218.39,"Apple iPad Pro 10.5"" 64GB 256GB 512GB Gray Gold Silver WiFi or Cellular - Good"
Apple,135.17,"Apple iPad Air 2nd Gen 9.7"" 64GB Space Gray (WiFi) - Good - 1 Year Warranty"
Samsung,269.99,"Samsung Galaxy Tab S6 SM-T860 128GB, Wi-Fi, 10.5in - Mountain Grey"
Apple,54.99,Apple iPad Air 1st Gen - 16GB - Silver/Gray - Wi-Fi Only - Very Good Condition
ASUS,149.69,"ASUS Google Nexus 7 Android 7"" 2GB RAM 16GB eMMC Tablet - Black B"
Apple,204.99,"Apple iPad 7th Gen 32GB Wi-Fi, 10.2 in - SILVER (2019 MODEL) MW752LL/A EXCELLENT"
Apple,179.99,"Apple iPad Mini 4 Wi-Fi + Cellular, 64GB, 7.9"", Space Grey"
Apple,139,"Apple iPad Air 2 128GB,32GB,64G<wbr/>B,16GB Unlocked,WiFi Gold,Silver,Gr<wbr/>ay-Good"
Samsung,79.99,Samsung Galaxy Tab 4 10.1 T530 16GB White Black Unlocked Tablet Excellent
Apple,264.99,Apple iPad Pro 10.5 64GB 256GB 512GB Space Grey Rose Gold Silver WiFi Very Good
,49,"DELL Venue 7 - 3740 Tablet, Intel Atom Z3460 - 1.6 GHz, 1GB, 8GB, WiFi *SCHWARZ*"
Apple,159.99,"Apple iPad mini 4,  Wi-Fi, 7.9inch,128GB, IOS 14.2,  - Silver"
Samsung,69.99,"Samsung Galaxy Tab 4 16GB Tablet 8""  Snap Dragon 410 Quad-Core 1.2GHZ GRADE A"
Apple,134.99,Apple iPad 5th Gen A1823 32GB 128GB Silver Gold Space Grey WiFi + 4G Very Good
Samsung,374.99,"Samsung Galaxy Tab S7 SM-T875 2020 11"" 128GB 13MP Android Phantom Navy Unlocked"
Apple,149,"Apple iPad 5th Gen 32GB, Retina Wi-Fi ONLY  9.7"" Space Grey B Grade Warranty"
Samsung,99.99,"Samsung Galaxy Tab A7 Lite SM-T220N 32Gb 8.7"" 3Gb Wi-Fi 5 Grey"
Samsung,299.99,"Samsung Galaxy Tab S6 SM-T865 10.5"" 128GB, 4G, Unlocked - Mountain Grey"
Apple,294.99,"Apple iPad Mini 5 5th Generation 64GB, Wi-Fi, 7.9in - Space Grey - Excellent! A*"
Apple,1339.99,"Apple iPad Pro 5 (2021) - All sizes, 12.9in Silver/Grey, 5G Unlocked - Very Good"
Samsung,599.99,Samsung Galaxy Tab S7+ Plus - All Sizes All Colours - WiFi + 5G - Good Condition
Apple,146.97,"Apple iPad Pro 9.7"" A1673 32/128GB Tablet Grey/Silver/Ro<wbr/>se WiFi Only VERY GOOD"
Apple,359.99,Apple iPad 7th Gen - 32GB/128GB - 10.2in - Wi-Fi Only - All Colours - Very Good
Samsung,69.99,Samsung Galaxy Tab E 9.6 | 8GB | Black | WiFi | Refurbished (Excellent) | 12M...
Apple,189.99,"Apple iPad A1893 9.7"" - 128GB - Wi-Fi supports Apple Pencil IOS 16 Apple box"
Apple,294.99,Apple iPad Pro 9.7 (1st Gen) - All sizes All Colours Wi-Fi + 4G - Very Good
Lenovo,549.99,"Lenovo Yoga Tab 13 Tablet 13"" 2160x1350 Snapdragon 870 8GB 128GB Android 11 R"
Samsung,99.99,"Samsung Galaxy Tab A7 Lite SM-T220N 32Gb  8.7"" 3Gb Silver"
Apple,279,"Apple iPad 8th Gen 32GB, Wi-Fi ONLY 10.2inch Space Grey Mint Condition Apple Box"
Apple,199.99,Apple iPad Mini 4 128GB 4G Wifi+Cellular - Unlocked - Gold - Very Good Condition
ASUS,99.69,"ASUS Google Nexus 7 Android 7"" 2GB RAM 16GB eMMC Tablet - Black B"
Lenovo,79.99,"Lenovo Tab 4 - (ZA2J0011GB ) 10.1"" Tablet, 2GB Ram, 16GB, Android - White"
Apple,849,"Apple iPad Pro 12.9-inch 5th Gen. 256GB, Wi-Fi, Silver - Excellent"
Samsung,179.99,"Samsung Galaxy Tab S4 SM-T830 Tablet 10.5"" WiFi 4GB Ram 64GB 13MP Android- Black"
Lenovo,89.99,Lenovo Tablet TAB 4 Plus (TB-X704F) 16GB WiFi - Aurora Black  - Good Used
Samsung,199.99,"Samsung Galaxy Tab S5e SM-T725 10.5"" WiFi+4G 64GB 4GB  Android Tablet - Black"
Apple,294.99,"Apple iPad 5 9.7"" 2017 - All Sizes & Colours - Wi-Fi Only - Very Good Condition"
Apple,202.49,Apple iPad 7th Gen (2019) - 32GB - All Colors - Wi-Fi Only - Very Good 
Samsung,59.99,"SAMSUNG Galaxy Tab A SM-T280 Tablet 7"" Ram 1.5GB WiFi 2xCam 8GB Android - White"
Apple,170.99,Apple iPad 5th Gen (2017) - 128GB - All Colors - Wi-Fi Only - Very Good 
Apple,451.79,Apple iPad Air 4 (2020) - 64GB - All Colors - Wi-fi Only - Very Good Condition
Samsung,144.47,Samsung Galaxy Tab S4 SM-T830 64GB 13MP Camera Tablet WiFi Only Black GOOD^^
Lenovo,239.99,"Lenovo Tab P11 Plus Tablet 11"" 2000x1200 Touch Helio G90T 6GB 128GB Android 11 R"
Tianyida,78.98,Tianyida 10 Inch Tablet 3G Phablet Android 7.0 Quad Core 32GB ROM
Samsung,234.99,Samsung Galaxy Tab S5e - All Sizes - All Colours - Wi-Fi Only - Excellent 
Apple,219.99,Apple iPad Pro 10.5 64GB Space Gray WiFi Good Condition
Apple,170.99,Apple iPad 6th Gen (2018) - 32GB - All Colors - Wi-Fi Only - Excellent
Apple,74.99,"Apple iPad Mini 2, Wi-Fi, 16GB, Silver (ME279LL/A) - Excellent"
Apple,159,"iPad 5th Generation – Apple – 9.7"" Display – Wifi – 2017 - 128GB - Space Grey"
Panasonic,299.99,"Panasonic Toughbook CF-D1, i5 Mk 3 6th Gen, Diagnostic Engineers Tab Win 11 Pro"
ASUS,39.99,"ASUS Memo Pad HD 7 ME173X 7"" Tablet 16GB Android White - Good Used"
Apple,919.99,"Apple iPad Pro 5th Gen 12.9"" 2021 M1 256GB Silver WiFi & Cellular 5G - Unlocked"
Apple,75,Apple iPad Air 1st Gen 16GB 64GB 32GB 128GB Space Grey Silver 4G 9.7 in | Good
Lenovo,74.99,"Lenovo Tab M7 Tablet Mediatek MT8166 2Gb 32Gb eMCP 7"" Android 11 ZA8C0075GB"
Apple,139.97,"Apple iPad Air 2 (2nd Gen) 16GB Wi-Fi Cellular Unlocked 9.7"" (2014) - Good"
Samsung,129.99,"Samsung Galaxy Tab A7 SM-T500 32GB, Wi-Fi, 10.4"" - Silver"
Apple,275.57,"Apple iPad Pro (2015) 12.9"" 32GB 128GB 256GB Gray Silver Gold WiFi or Cellular"
Microsoft,249.99,"Microsoft Surface Pro 4 - Core i5 128GB SSD 4GB RAM Wi-Fi 12.3"" Silver - Good"
Apple,319.97,"Apple iPad Pro (1st Gen) 256GB Wi-Fi Cellular Unlocked 12.9"" (2015) - Good"
Apple,69.99,Apple iPad 4 (2012) Black 16GB WiFi iPadOS 10 1 Year Warranty
Apple,159.99,Apple iPad 6th Gen 32GB Wi-Fi 9.7in 8MP Cam  IOS 15 Space Grey - Fast Dispatch
Apple,124.99,Apple iPad Air 2 A1566 (WiFi) 16GB Space Gray (Excellent)
Apple,130,Apple iPad Air 2 32 GB Space Gray Excellent Condition
Samsung,219.99,"Samsung Galaxy Tab S6 Lite SM-P615 64GB S PEN, 4G Unlocked, 10.4"" - Oxford Grey"
Apple,174.99,Apple iPad 6th Gen 9.7''32GB A1954 WiFi 4G LTE Factory Unlocked Tablet Excellent
Geo Computers,129.99,"Geo Computers GEO TAB 110 Starberry Red 10.1"" Intel Celeron 4Gb W11HS"
Apple,539.99,"Apple iPad Air 5th Gen 10.9"" 2022 M1 - 64GB WiFi & Cellular 5G Unlocked - Pink"
Acer,85,Acer Aspire Switch 10V SW5-014P 64GB 1.44GHz Quad-core WIN 10 Pro (A)
Apple,639,Apple iPad Pro (3rd Gen) (12.9 inch) (2018) - 1TB - Wi-Fi + Cellular - Good
Apple,1169.99,Apple iPad Pro 12 9 6th Gen 512GB Grey WiFi Excellent Condition
Apple,215.99,Apple iPad 6th Gen (2018) - 128GB - All Colors - Wi-Fi + 4G Unlocked - Very Good
Apple,614.99,Apple iPad Air 5 2022 - All Sizes - All Colours -Wi-Fi + 5G - Good Condition
Amazon,119.99,"Amazon Fire HD 10 - M2V3R5 - 10.1"", 32GB - Pink - Pristine"
Apple,207.99,"Apple iPad Air 2 9.7"" 16GB 32GB 64GB 128GB All Colors WiFi + Cellular -Excellent"
Apple,669.69,Apple iPad 2022 10th Gen 10.9'' Wi-Fi + Cellular 256GB - *Blue* B
Apple,279.99,"Apple iPad Pro (1st Gen) 128GB Wi-Fi 12.9"" Gray Silver Gold (2015) - Very Good"
Lenovo,179.99,"Lenovo Tab P10 Tablet Snapdragon 450 3GB RAM 32GB Storage 10.1"" FHD IPS Android9"
Apple,84.99,Apple iPad 4 A1458 (WiFi) 16GB Black iOS 10.3.4 (Very Good)
Samsung,129.99,Samsung Galaxy Tab (2019) 10.1in SM-T517P 32GB Silver (Sprint Unlocked) Good
Samsung,154.99,Samsung Galaxy Tab A8 10.5in - 32GB - Graphite - Wi-Fi Only - Good Condition 
Apple,299.97,"Apple iPad Pro (1st Gen) 128GB Wi-Fi Cellular Unlocked 12.9"" (2015) - Good"
Samsung,289.99,"Samsung Galaxy Tab S6 SM-T860 128GB, Wi-Fi, 10.5in - Rose Blush"
Apple,275.57,"Apple iPad Pro 1st Gen 12.9"" 128GB Space Gray Tablet (WiFi + Cellular) - Good"
Apple,369.97,"Apple iPad Pro 2 (2nd Gen) 64GB Wi-Fi Cellular Unlocked 12.9"" (2017) - Excellent"
Apple,696.77,"Apple iPad Pro 3 (2021) 11"" 128GB 256GB 512GB All Colors (WiFi or Cellular)"
Apple,1069.99,Apple iPad Pro 12 9 6th Gen 256GB Grey Unlocked Excellent Condition
Apple,157.99,Apple iPad 6th Gen 9.7''32GB A1954 WiFi 4G LTE Factory Unlocked Tablet Very Good
Apple,799,"Apple iPad Pro 12.9-inch 5th Gen. 128GB, Wi-Fi, Silver - Excellent"
Apple,239.99,"Apple iPad 8 (8th Gen) 32GB Wi-Fi 10.2"" Gold Silver Gray (2020) - Excellent"
Samsung,189.99,"Samsung Galaxy Tab S4 10.5"" T837V (WiFi/Verizon) 64GB Black (Very Good)"
Apple,929,Apple iPad Pro 12.9 Inch 5th 128GB 256GB 512GB 1TB 2TB - All Colors - Excellent
Apple,779.99,Apple iPad Pro 12.9-inch (5th Gen.) 128GB Space Gray WiFi Excellent Condition
Huawei,79.99,"Huawei MediaPad T5 10.1"" WiFi  Tablet 16GB, 2GB Ram Android - Black"
Apple,199.99,Apple iPad 6th Generation 32GB WiFi Space Grey Refurbished 12 Months Warranty
Samsung,49.99,"Samsung Galaxy Tab A6 8GB SM-T280 7.0"" Wi-Fi Tablet Black - Excellent"
Samsung,139.99,Samsung Galaxy Tab S2 9.7in 32GB 64GB White Black Gold Unlocked Tablet Excellent
Samsung,145,"Samsung Galaxy Tab Active 2 8""  16GB  WiFi + 4G  Black SM-T395 Warranty Grade A"
Nexus,84.99,Google/HTC Nexus 9 WiFi 32GB - Slate Black/Brown - Very Good
Apple,859.99,Apple iPad Pro 12.9-inch (5th Gen.) 256GB Silver Unlocked Excellent Condition
HP,184.99,HP Elite X2 1012 G1 Enterprise Tablet Intel m7-6Y75 -  4GB 256 GB SSD Windows 10
Apple,319.99,Apple iPad 7th Gen - 32GB/128GB - 10.2in - 4G Unlocked - All Colours - Good
Samsung,99.99,SAMSUNG GALAXY TAB A  SM-T580 10.1 (2016) - BLACK - 16GB -EXC
Samsung,154.99,Samsung Galaxy Tab A 10.1 (2019) - All Colours - 32GB - Wi-Fi Only - Good
Samsung,89.99,Samsung Galaxy Tab S2 SM-T810N Tablet 9.7Inch 3GB Ram 32GB Wi-Fi Android - Black
Apple,199.99,Apple iPad 6th Generation 32GB Silver Unlocked Excellent Condition
Apple,1364,"Apple iPad Pro 12.9"" Tablet 5th Gen 2021 128GB 256GB 512GB WiFi Cellular"
Apple,149.99,"Apple iPad mini 4 - (64GB, Wi-Fi, 7.9in, IOS 14.2)  - Gold"
Apple,409.97,"Apple iPad Pro 2 (2nd Gen) 256GB WiFi Cellular Unlocked 12.9"" (2017) - Excellent"
Lenovo,200,Lenovo Yoga Smart Tab YT-X705F 4/64GB Android 10.1 Inch Tablet Wifi Only Black
Apple,189.99,Apple iPad 5th Gen A1823 32GB 128GB Silver Gold Space Grey WiFi + 4G Excellent
Apple,156.99,"Apple iPad Pro 9.7"" A1673 32GB 12MP Camera Tablet WiFi Only Silver VERY GOOD~"
Samsung,64.99,"Samsung Galaxy Tab A 16GB 9.7""  SM-T550 Black | WiFi | Refurbished (Good) | 1..."
Apple,279.98,Apple iPad 8th Gen 2020 32GB Silver Slim Portable Wi-Fi iOS Tablet A2270 B
Apple,129.95,Apple iPad Mini 1st Gen Tablet A1432 (Wi-Fi Only) 16GB Black Very Good
Microsoft,439.99,"Microsoft Surface Pro 7 12.3"" Tablet Core i5 8GB RAM 128GB SSD Platinum C Grade"
Samsung,89.99,"Samsung Galaxy Tab 4 SM-T530 10.1"" WIFI 16GB 1.2Ghz 2x Camera Android - Grey"
Apple,164.99,Apple iPad 6th Gen A1893 32GB 128GB Silver Gold Space Grey WiFi Tablet Very Good
Lenovo,69.99,Lenovo TAB M7 TB-7305F 16GB - Platinum Grey
Apple,279.99,"Apple iPad 5 9.7"" 2017 - All Sizes & Colours - Wi-Fi Only - Good Condition"
Apple,169.98,"Apple iPad Air 1 9.7"" 128GB Silver Wi-Fi Cellular LTE Tablet A1475 B"
Apple,179.99,Apple iPad 6th Gen | 32GB | Gold | Wi-Fi + 4G | Refurbished (Very Good) | 12M...
Royole,99.99,ROYOLE RoWrite 2 RY0202 Digital Notepad - Beige
Samsung,89.99,"Samsung Galaxy Tab A 16GB 9.7"" SM-P550 Wi-Fi Tablet - Excellent"
Apple,184.99,"Apple iPad 7th Gen. 32GB, Wi-Fi + 4G Cellular Unlocked, 10.2"" - Gray - GOOD!"
Samsung,199.99,"Samsung Galaxy Tab S6 Lite SM-P610 64GB, Wi-Fi, 10.4"" - Oxford Grey"
Apple,859.99,"Apple iPad Pro 3rd Gen 11"" 2021 M1 - 512GB WiFi & Cellular 5G Unlocked - Silver"
Apple,244.99,Apple iPad Pro 1st Generation Wi-Fi  32GB 128GB 256GB Very Good Condition 
Apple,179.99,"Apple iPad mini 4, Wi-Fi, 7.9inch, IOS 14.2,128GB - Space Grey"
Microsoft,739.99,Microsoft Surface Pro X - 16GB RAM 512GB - Wi-Fi + LTE (Unlocked) - Very Good
Samsung,139.99,"Samsung Galaxy Tab A7 SM-T500 32GB WiFi 10.4"" Android Tablet - Silver"
Apple,299.98,"Apple iPad Pro 10.5"" 2017 256GB Silver Slim Wifi Retina Tablet A1701 C1"
Samsung,214.99,Samsung Galaxy Tab A7 2020 - 32GB - All Colours - WiFi + 4G Unlocked - Excellent
Samsung,349.99,"Samsung Galaxy Tab A 10.1, SM-T515, 32GB Unlocked - Black - Excellent"
Apple,64.99,"Apple iPad 4th Generation 9.7"", Wi-Fi, 16GB, Black - Refurbished Good"
Apple,89.99,"Apple iPad Air 1st Gen, 32GB Wi-Fi + Cellular (Unlocked) 9.7-In  RD- Space Grey"
Apple,349.99,"Apple iPad Air 3 2019  10.5"" 64GB WiFi Only, Space Grey"
Samsung,179.99,"Samsung Galaxy Tab A, SM-T510, 10.1"", 32GB Tablet - Gold - Refurbished Pristine"
Apple,1349.99,"Apple iPad Pro 6th Gen 12.9"" 2022 M2 - 512GB WiFi & Cellular 5G - Space Grey"
Apple,229.99,"Apple iPad 7th Generation 2019 10.2"" 32GB Gold - Good"
Samsung,299.99,Samsung Galaxy Tab S6 SM-T860 128GB +Samsung Keyboard Wi-Fi 10.5in Mountain Grey
Apple,499.99,"Apple iPad (2021) 10.2"" IPS Retina Display Tablet A13 Bionic Chip 256GB Storage "
Samsung,65.99,SAMSUNG Galaxy Tab A (SM-T290) 32GB 8'' (hairline crack on screen) (Excellent)
Apple,89.99,Apple iPad Air -16/32/64GB - WiFi or 4G -9.7in -Black or White - EXCELLENT
Apple,39.99,"Apple iPad (1st Generation), Wi-Fi, 16GB, Silver/Black (MB292LL/A) -Good"
Apple,349.99,Apple iPad 6 (2018) - 32GB 128GB - Wi-Fi Only - Various Colours - Very Good
Samsung,129.99,"Samsung Galaxy Tab A 10.5"" SM-T595 32GB Wifi/4G LTE Unlocked Very Good Condition"
Apple,159,Apple iPad Pro (9.7 inch)- Wi-Fi - Cellular - All Colors -  Good
Apple,454.99,"Apple iPad mini 8.3"" Tablet Wi-Fi iOS A15 64GB Space Grey"
Apple,169.99,"Apple iPad mini 4, 128GB, Wi-Fi, 7.9inch, Dual-core, A8 chip, RD - Gold"
ZTE,44.99,"ZTE Grand X View 16GB 8"" K85 Wi-Fi 4G (Bell Canada) Tablet - Excellent"
Apple,229.47,Apple iPad Pro 10.5 (2017) A1701 512GB 12MP Tablet WiFi Only Space Grey GOOD
Apple,599.99,Apple iPad 10 2022 - 64GB/256GB - 10.9in - Wi-Fi + 5G - All Colours - Excellent
Samsung,329.99,"Samsung Galaxy Tab S6 SM-T865 10.5"" 256GB, 4G, Unlocked - Mountain Grey"
Apple,139.99,"Apple iPad Air 2, 32GB, Wi-Fi, 9.7inch ,RD  - Gold"
Apple,164.95,Apple iPad Air-Wi-Fi/Wi-F<wbr/>i+4G-16/32/64/<wbr/>128GB-IOS-ALL COLOURS-Very Good Condition
Apple,332.79,"Apple iPad Mini 5 7.9"" 64GB 256GB Gray Silver Gold WIFi or Cellular - Very Good"
Samsung,179.99,"Samsung Galaxy Tab S4 10.5"" T837V (WiFi/Verizon) 64GB Black (Good)"
Samsung,674.99," Samsung Galaxy Tab 4 SM-T330 16GB, Wi-Fi, 8in - White - Very Good Condition "
Microsoft,1299.99,Microsoft Surface Pro 8 - Core i7 16GB RAM 512GB SSD Wi-Fi Platinum - Good
Samsung,149.99,"Samsung Galaxy Tab S3 SM-T825 Tablet  9.7"" 32GB 4G, LTE (Unlocked) Android Black"
Apple,158.99,"Apple iPad Pro 9.7"" A1673 32GB 12MP Camera Tablet WiFi Only Silver VERY GOOD"
Apple,914.99,Apple iPad Pro 11 2021 128GB 256GB 512GB Silver Space Grey Unlocked Very Good
Apple,239.99,"Apple iPad 7th gen 2019, 32GB WiFi + Cellular Unlocked 10.2"" GOLD"
Samsung,135.17,"Samsung Galaxy Tab A7 Lite 8.7"" T227U 32GB WiFi T-Mobile GSM  Unlocked Excellent"
Apple,714.99,Apple iPad Pro 11 2021 128GB 256GB 512GB Silver Space Grey WiFi Excellent
HP,449.99,"HP Elite X2 G4 13"" i5 Quad Core 8th Gen 1.6GHz 256GB SSD 8GB RAM Win 10"
Alcatel,59.99,"Alcatel 3T 16GB 8"" 9027W Wi-Fi 4G LTE (T-Mobile) Tablet - Excellent"
Black,74.99,"Samsung Galaxy Tab E  Verizon SM-T377V, 16GB WIFI+4G Black- Good Used"
Samsung,184.99,Samsung Galaxy Tab A 10.1 (2019) - All Colours - 32GB - 4G Unlocked - Good
Apple,259.99,"Apple iPad 7th Gen. (2019) - 32GB Wi-Fi, 10.2in, Space Gray"
Samsung,229.99,Samsung Galaxy Tab A8 10.5in - 32GB -  Silver - Wi-Fi Only - Excellent Condition
Apple,109.99,"Apple iPad Air 2 Tablet, 9.7in, 16GB, WiFi, Space Gray, A1566"
,265,"Apple Ipad ricondizionato 9,7"" 2018 128gb grey "
VANKYO,69.99,"Vankyo MatrixPad S7 32GB 7"" Android Tablet - Black, Good Used"
Huawei,74.99,"Huawei MediaPad T3 16GB 9.6"" Wi-Fi GSM Unlocked Android Tablet - Very Good"
Microsoft,1024.99,Microsoft Surface Pro 8 i5 - 16GB RAM 256GB - Graphite - Very Good Condition
Apple,344.99,Apple iPad 7th Gen - 32GB/128GB - 10.2in - 4G Unlocked - All Colours - Excellent
Samsung,204.99,Samsung Galaxy Tab S5e SM-T720 64GB 10.5 Inch Tablet - Silver
Samsung,99.99,"Samsung Galaxy Tab S2 SM-T813 9.7"" 32GB 3GB Ram Android Tablet- Black"
Samsung,84.99,"Refurbished Samsung Galaxy Tab E 8.0"" T377A (WiFi/AT&T) 16GB Black (Grade B)"
Samsung,569.99,Samsung Galaxy Tab S7+ Plus - All Sizes & Colours - WiFi - Excellent Condition
Samsung,169.99,Samsung Galaxy Tab A 10.1 (2019) - All Colours - 32GB - Wi-Fi Only - Excellent
Apple,139.99,Apple iPad Air 2 A1567 (WiFi + Cellular Unlocked) 16GB Space Gray (Excellent)
Apple,54.99,"Apple iPad Mini 2 16/32/64/128GB WiFi + 4G Unlocked 7.9"" Very Good Condition"
,59,"DELL Venue 7 - 3740 Tablet, Intel Atom Z3460 - 1.6 GHz, 1GB, 16GB, WiFi*4G-LTE*"
Apple,379.99,Apple iPad 7th Gen - 32GB/128GB - 10.2in - Wi-Fi Only - All Colours - Excellent
Apple,227.47,Apple iPad Pro 10.5 (2017) A1701 512GB 12MP Tablet WiFi Only Space Grey GOOD^
Samsung,69.99,Samsung Galaxy Tab A SM-T550 2015 16GB 32GB Titanium Blue White WiFi Very Good
Lenovo,299.99,"Lenovo Miix 700 Tablet Core m5-6Y54 4GB 128GB SSD 4G LTE 12"" FHD+ IPS Win 10 Pro"
Samsung,98.99,"Samsung Galaxy Tab S2 SM-T719 WiFi+Cellular Unlock 8"" 32GB Android Tablet - G36"
Samsung,93.99,Samsung Galaxy Tab 3 16GB 10.1 GT-P5220 White - Good Used
Acer,54.99,"Acer Iconia One 7 B1-780HD 8GB, Wi-Fi, 7in - White, Very Good"
Microsoft,799.99,Microsoft Surface Pro 8 - Core i5 8GB RAM 256GB SSD Wi-Fi Platinum - Very Good
Apple,180,Apple iPad 6th Gen 32GB Wi-Fi Only 9.7in Gold B Grade One Year Warranty
Microsoft,1269.99,Microsoft Surface Pro 8 - Core i7 16GB RAM 256GB SSD Wi-Fi Graphite - Excellent
Apple,209.99,Apple iPad Pro 9.7 2016 32GB 128GB 256GB Silver Gold Grey WiFi Excellent
Apple,144.99,Apple iPad 5th Gen A1822 32GB 128GB Silver Gold Space Grey WiFi Tablet Very Good
Microsoft,749.99,"Microsoft Surface Pro 7+ Tablet 12.3"" Core i5-1135G7 8GB RAM 128GB SSD W10 Pro"
Samsung,229.99,"Samsung Galaxy Tab S6 Lite SM-P615 64GB S PEN, 4G Unlocked, 10.4"" - Oxford Grey"
Samsung,219.99,"Samsung Galaxy Tab S5e 64GB, Wi-Fi + 4G (Unlocked), 10.5in - Silver GD"
Samsung,214.99,"Samsung Galaxy Tab A 10.1 (2019) - All Colours - 32GB - 4G, Unlocked - Very Good"
Apple,199,"Apple iPad A1954 6th Generation 2018 9.7"" 32GB WiFi + 4G Great condition A1954"
Samsung,94.99,SAMSUNG GALAXY TAB A  SM-T580 10.1 (2016) - BLACK - 16GB -UD
ZTE,59.99,"ZTE Grand X View 3 K83 16GB 8.0"" WI-FI 4G LTE GSM Unlocked Tablet - Excellent"
Apple,482.99,"2020 Apple iPad Air 10.9"" A14 Bionic Processor iOS Wi-Fi 256GB Silver C Grade"
,219,"Microsoft Surface Pro 3 Tablet, Core i5-4300U - 1.9GHz, 4GB, 128GB SSD*2xWebCam*"
Apple,239.99,Apple iPad 8th Generation 32GB Space Gray WiFi Very Good Condition
Microsoft,1209.99,"Microsoft Surface Pro 8 - Core i7 16GB RAM 256GB, Wi-Fi, Platinum - Good"
Apple,1728.69,"Apple iPad Pro 2022 4th Gen 11"" Wi-Fi + Cellular  2TB - *Space Grey* B"
Apple,275.95,Apple iPad 6-Wi-Fi Only/Wi-Fi + 4G-32/128GB-IO<wbr/>S-ALL COLOURS-Excell<wbr/>ent Condition
Microsoft,759.99,"Microsoft Surface Pro 8 13"" Tablet Core i5 8GB RAM 128GB SSD Platinum "
Samsung,74.99,"Samsung Galaxy Tab E 16GB 9.6"" SM-T567V Wi-Fi LTE Verizon Tablet - Excellent"
Apple,296.37,"Apple iPad 8 10.2"" 32GB 128GB Gray SIlver Gold WiFi or Cellular - Very Good"
Apple,1199.99,"Apple iPad Pro 6th Gen 12.9"" 2022 M2 - 256GB WiFi & Cellular 5G - Space Grey"
Apple,427.49,"Apple iPad Pro 11 1st Gen 2018 - 256GB, Two Colors - Wi-Fi - Very Good Condition"
Apple,149.99,Apple iPad 6th Generation 32GB Gold Unlocked Good Condition
Apple,169.99,"Apple iPad mini 4, 64GB, Wi-Fi, 7.9inch - Space Grey"
Apple,146.97,"Apple iPad Pro 9.7"" A1673 32GB 12MP Camera Tablet WiFi Only Silver VERY GOOD."
Apple,219.99,Apple iPad Pro 9.7 2016 32GB 128GB 256GB Silver Gold Grey WiFi Very Good
Apple,439,Apple iPad Air 4 (4th Gen) (10.9 inch) - 64GB - 256GB Wi-Fi + Cellular - Good
Microsoft,304.99,"Microsoft Surface Pro 3 - Core i5 128GB SSD 4GB RAM Wi-Fi 12""-Silver - Excellent"
Apple,99.99,Apple iPad Air 1st Gen 16GB 32GB 64GB 128GB Space Grey Silver Unlocked Very Good
Samsung,499.99,"Samsung Galaxy Tab S7 FE 12.4"" Tablet Bluetooth S Pen Android 128GB Mystic Black"
Apple,159.99,Apple iPad Air 2 64 GB Wi-Fi 9.7in Space Gray IOS 15 Factory reset
Samsung,79.99,Samsung Galaxy Tab A SM-T550 2015 16GB 32GB Titanium Blue White WiFi Excellent
Microsoft,199.99,"Microsoft Surface Pro 5 Tablet, Core i5, 4GB RAM, 128GB eMMC, 1796, Windows 10 "
Apple,179.97,"Apple iPad Air 2 (2nd Gen) 128GB Wi-Fi Cellular Unlocked 9.7"" (2014) - Very Good"
Apple,289.99,Apple iPad Air 3 64GB 256GB Space Grey Silver Gold WiFi + 4G Tablet Excellent
Apple,239,Apple iPad 7 (7th Gen) - (2019 Model) - 32GB - 128GB - Wi-Fi - Cellular - Good
